id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd
finn-b-AB1_GONOCOCCAL,Gonococcal infection,480,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212952,Binary,NA,NA,AB1_GONOCOCCAL,1,16380456,,,,0,
finn-b-AB1_HELMINTIASES,Helminthiases,232,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218560,Binary,NA,NA,AB1_HELMINTIASES,1,16380466,,,,0,
finn-b-AB1_HEPATITIS_OTHER_VIRAL,Other  viral hepatitis,1007,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217566,Binary,NA,NA,AB1_HEPATITIS_OTHER_VIRAL,1,16380466,,,,0,
finn-b-AB1_HERPES_SIMPLEX,Herpesviral [herpes simplex] infections,1595,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_HERPES_SIMPLEX,1,16380457,,,,0,
finn-b-AB1_HIV,Human immunodeficiency virus [HIV] disease,357,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218435,Binary,NA,NA,AB1_HIV,1,16380466,,,,0,
finn-b-AB1_HIV_NOS,Unspecified human immunodeficiency virus [HIV] disease,157,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218435,Binary,NA,NA,AB1_HIV_NOS,1,16380466,,,,0,
finn-b-AB1_INFECTIONS,Certain infectious and parasitic diseases,57998,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,160794,Binary,NA,NA,AB1_INFECTIONS,1,16380466,,,,0,
finn-b-AB1_INTESTINAL_INFECTIONS,Intestinal infectious diseases,21494,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197298,Binary,NA,NA,AB1_INTESTINAL_INFECTIONS,1,16380466,,,,0,
finn-b-AB1_LATE_SYPHILIS,Late syphilis,173,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212952,Binary,NA,NA,AB1_LATE_SYPHILIS,1,16380457,,,,0,
finn-b-AB1_MALARIA,Malaria,81,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218466,Binary,NA,NA,AB1_MALARIA,1,16380466,,,,0,
finn-b-AB1_MEASLES,Measles,180,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_MEASLES,1,16380433,,,,0,
finn-b-AB1_MENINGOCOCCAL,Meningococcal infection,128,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_MENINGOCOCCAL,1,16380400,,,,0,
finn-b-AB1_MUMPS,Mumps,436,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,213666,Binary,NA,NA,AB1_MUMPS,1,16380458,,,,0,
finn-b-AB1_MYCOSES,Mycoses,3976,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214816,Binary,NA,NA,AB1_MYCOSES,1,16380466,,,,0,
finn-b-AB1_OTHER_BACT_INOTHER,Other bacterial agents as the cause of diseases classified to other chapters,134,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217365,Binary,NA,NA,AB1_OTHER_BACT_INOTHER,1,16380466,,,,0,
finn-b-AB1_OTHER_BACTERIAL,Other bacterial diseases,21132,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_OTHER_BACTERIAL,1,16380466,,,,0,
finn-b-AB1_OTHER_CHLAMYDIAE,Other diseases caused by chlamydiae (AB1_OTHER_CHLAMYDIAE),187,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218605,Binary,NA,NA,AB1_OTHER_CHLAMYDIAE,1,16380466,,,,0,
finn-b-AB1_OTHER_CONDITIONS,Human immunodeficiency virus [HIV] disease resulting in other conditions,333,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218435,Binary,NA,NA,AB1_OTHER_CONDITIONS,1,16380466,,,,0,
finn-b-AB1_OTHER_INFECTIONS,Other infectious diseases,1213,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217579,Binary,NA,NA,AB1_OTHER_INFECTIONS,1,16380466,,,,0,
finn-b-AB1_OTHER_MYCOBAC,Infection due to other mycobacteria,188,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_OTHER_MYCOBAC,1,16380401,,,,0,
finn-b-AB1_OTHER_PROTOZOAL,Other protozoal intestinal diseases,145,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197298,Binary,NA,NA,AB1_OTHER_PROTOZOAL,1,16380388,,,,0,
finn-b-AB1_OTHER_SEPSIS,Other septicaemia,5373,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_OTHER_SEPSIS,1,16380409,,,,0,
finn-b-AB1_OTHER_SPIROCHAETAL,Other spirochaetal diseases,1182,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217610,Binary,NA,NA,AB1_OTHER_SPIROCHAETAL,1,16380466,,,,0,
finn-b-AB1_OTHER_SUPERF_MYCOSIS,Other superficial mycoses,224,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214816,Binary,NA,NA,AB1_OTHER_SUPERF_MYCOSIS,1,16380463,,,,0,
finn-b-AB1_OTHER_VIRAL,Other viral diseases,5126,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,213666,Binary,NA,NA,AB1_OTHER_VIRAL,1,16380466,,,,0,
finn-b-AB1_PARASITIC_NOS,Unspecified parasitic disease,123,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217987,Binary,NA,NA,AB1_PARASITIC_NOS,1,16380464,,,,0,
finn-b-AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST,"Pediculosis, acariasis and other infestations",805,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217987,Binary,NA,NA,AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST,1,16380466,,,,0,
finn-b-AB1_PNEUMOCYSTOSIS,Pneumocystosis,140,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218466,Binary,NA,NA,AB1_PNEUMOCYSTOSIS,1,16380466,,,,0,
finn-b-AB1_POLIOMYELITIS,Acute poliomyelitis,230,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217637,Binary,NA,NA,AB1_POLIOMYELITIS,1,16380460,,,,0,
finn-b-AB1_PROTOZOAL,Protozoal diseases,326,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218466,Binary,NA,NA,AB1_PROTOZOAL,1,16380466,,,,0,
finn-b-AB1_RESP_TUBERCU,Respiratry tuberculosis,849,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217599,Binary,NA,NA,AB1_RESP_TUBERCU,1,16380466,,,,0,
finn-b-AB1_RESP_TUBERCU_CONF,"Respiratory tuberculosis, bacteriologically and histologically confirmed",247,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217599,Binary,NA,NA,AB1_RESP_TUBERCU_CONF,1,16380466,,,,0,
finn-b-AB1_RESP_TUBERCU_NONCONF,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",637,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217599,Binary,NA,NA,AB1_RESP_TUBERCU_NONCONF,1,16380466,,,,0,
finn-b-AB1_RUBELLA,Rubella [German measles],553,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_RUBELLA,1,16380432,,,,0,
finn-b-AB1_SALMONELLA_OTH,Other salmonella infections,597,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197298,Binary,NA,NA,AB1_SALMONELLA_OTH,1,16380388,,,,0,
finn-b-AB1_SCABIES,Scabies,575,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217987,Binary,NA,NA,AB1_SCABIES,1,16380466,,,,0,
finn-b-AB1_SCARLET_FEVER,Scarlet fever,101,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_SCARLET_FEVER,1,16380400,,,,0,
finn-b-AB1_SCHISTOSOMIASIS,Schistosomiasis [bilharziasis],221,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218571,Binary,NA,NA,AB1_SCHISTOSOMIASIS,1,16380466,,,,0,
finn-b-AB1_SEPSIS,Septicaemia,6164,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_SEPSIS,1,16380410,,,,0,
finn-b-AB1_SEQULAE_INF_NOS,Sequelae of other and unspecified infectious and parasitic diseases,936,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217489,Binary,NA,NA,AB1_SEQULAE_INF_NOS,1,16380466,,,,0,
finn-b-AB1_SEQULAE_POLIO,Sequelae of poliomyelitis,114,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217489,Binary,NA,NA,AB1_SEQULAE_POLIO,1,16380466,,,,0,
finn-b-AB1_SEQULAE_TUBERCU,Sequelae of tuberculosis,255,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217489,Binary,NA,NA,AB1_SEQULAE_TUBERCU,1,16380466,,,,0,
finn-b-AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES,Sequelae of infectious and parasitic diseases,1303,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217489,Binary,NA,NA,AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES,1,16380466,,,,0,
finn-b-AB1_SEXUAL_TRANSMISSION,Infections with a predominantly sexual mode of transmission,5840,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212952,Binary,NA,NA,AB1_SEXUAL_TRANSMISSION,1,16380466,,,,0,
finn-b-AB1_SEXUAL_TRANSMISSION_NOS,"Other predominantly sexually transmitted diseases, not elsewhere classified",3114,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212952,Binary,NA,NA,AB1_SEXUAL_TRANSMISSION_NOS,1,16380460,,,,0,
finn-b-AB1_SPIROCHE_OTHER,"Spirochaetal infections, other/unspecified",1132,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217610,Binary,NA,NA,AB1_SPIROCHE_OTHER,1,16380466,,,,0,
finn-b-AB1_STREPTO_SEPSIS,Streptococcal septicaemia,1090,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_STREPTO_SEPSIS,1,16380403,,,,0,
finn-b-AB1_STREPTSTAPHYCOCC_INOTHER,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,94,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217365,Binary,NA,NA,AB1_STREPTSTAPHYCOCC_INOTHER,1,16380461,,,,0,
finn-b-AB1_SYPHILIS,Syphilis,350,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212952,Binary,NA,NA,AB1_SYPHILIS,1,16380457,,,,0,
finn-b-AB1_TOXOPLASMOSIS,Toxoplasmosis,96,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218466,Binary,NA,NA,AB1_TOXOPLASMOSIS,1,16380466,,,,0,
finn-b-AB1_TRICHOMONIASIS,Trichomoniasis,133,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212952,Binary,NA,NA,AB1_TRICHOMONIASIS,1,16380456,,,,0,
finn-b-AB1_TUBERCU_OTH_ORG,Tuberculosis of other organs,337,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217599,Binary,NA,NA,AB1_TUBERCU_OTH_ORG,1,16380466,,,,0,
finn-b-AB1_TUBERCULOSIS,Tuberculosis,1193,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217599,Binary,NA,NA,AB1_TUBERCULOSIS,1,16380466,,,,0,
finn-b-AB1_TULARAEMIA,Tularaemia,166,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218550,Binary,NA,NA,AB1_TULARAEMIA,1,16380466,,,,0,
finn-b-AB1_VARICELLA,Varicella [chickenpox],710,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_VARICELLA,1,16380433,,,,0,
finn-b-AB1_VIRAAL_CONJUNCT,Viral conjunctivitis,290,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,213666,Binary,NA,NA,AB1_VIRAAL_CONJUNCT,1,16380457,,,,0,
finn-b-AB1_VIRAL_CNS,Viral infections of the central nervous system,1155,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217637,Binary,NA,NA,AB1_VIRAL_CNS,1,16380466,,,,0,
finn-b-AB1_VIRAL_ENCEPHALITIS_NOS,"Viral encephalitis, not elsewhere classified/unspecified",268,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217637,Binary,NA,NA,AB1_VIRAL_ENCEPHALITIS_NOS,1,16380460,,,,0,
finn-b-AB1_VIRAL_HEMOR_FEVER_NOS,"Viral haemorrhagic fevers, not elsewhere classified/unspecified",1159,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217342,Binary,NA,NA,AB1_VIRAL_HEMOR_FEVER_NOS,1,16380465,,,,0,
finn-b-AB1_VIRAL_HEPATITIS,Viral hepatitis,1226,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217566,Binary,NA,NA,AB1_VIRAL_HEPATITIS,1,16380466,,,,0,
finn-b-AB1_VIRAL_INOTHER,Viral agents as the cause of diseases classified to other chapters,268,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217365,Binary,NA,NA,AB1_VIRAL_INOTHER,1,16380461,,,,0,
finn-b-AB1_VIRAL_MENINGITIS,Viral meningitis,533,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217637,Binary,NA,NA,AB1_VIRAL_MENINGITIS,1,16380466,,,,0,
finn-b-AB1_VIRAL_NOS,"Other viral diseases, not elsewhere classified",3043,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,213666,Binary,NA,NA,AB1_VIRAL_NOS,1,16380462,,,,0,
finn-b-AB1_VIRAL_OTHER_INTEST_INFECTIONS,Viral and other specified intestinal infections,4165,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197298,Binary,NA,NA,AB1_VIRAL_OTHER_INTEST_INFECTIONS,1,16380421,,,,0,
finn-b-AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,Viral infections characterized by skin and mucous membrane lesions,6936,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1,16380466,,,,0,
finn-b-AB1_VIRAL_SKIN_NOS,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",528,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_VIRAL_SKIN_NOS,1,16380433,,,,0,
finn-b-AB1_VIRAL_WARTS,Viral warts,1529,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_VIRAL_WARTS,1,16380437,,,,0,
finn-b-AB1_VIRAN_CNS_INFECTIONS_NOS,"Viral infections of central nervous system, not elsewhere classified/unspecified",177,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217637,Binary,NA,NA,AB1_VIRAN_CNS_INFECTIONS_NOS,1,16380460,,,,0,
finn-b-AB1_WHOOPCOUGH,Whooping cough,81,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,197660,Binary,NA,NA,AB1_WHOOPCOUGH,1,16380400,,,,0,
finn-b-AB1_ZOONOTIC_BACTERIAL,Certain zoonotic bacterial diseases,242,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218550,Binary,NA,NA,AB1_ZOONOTIC_BACTERIAL,1,16380466,,,,0,
finn-b-AB1_ZOSTER,Zoster [herpes zoster],2080,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211856,Binary,NA,NA,AB1_ZOSTER,1,16380433,,,,0,
finn-b-ABDOM_HERNIA,Hernia of abodminal wall,7619,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211173,Binary,NA,NA,ABDOM_HERNIA,1,16380466,,,,0,
finn-b-ABDOM_HERNIA_POSTOP,"Hernia of abodminal wall, postoperative",2551,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135524,Binary,NA,NA,ABDOM_HERNIA_POSTOP,1,16379928,,,,0,
finn-b-ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD,Acute drug-induced interstitial lung disorder,86,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218706,Binary,NA,NA,ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD,1,16380466,,,,0,
finn-b-AD_AM,Alzheimer<c3><95>s disease (Atypical or mixed),800,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214893,Binary,NA,NA,AD_AM,1,16380464,,,,0,
finn-b-AD_AM_EXMORE,Alzheimer<c3><95>s disease (Atypical or mixed) (more controls excluded),800,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,111471,Binary,NA,NA,AD_AM_EXMORE,1,16379412,,,,0,
finn-b-AD_EO,Alzheimer<c3><95>s disease (Early onset),587,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214885,Binary,NA,NA,AD_EO,1,16380464,,,,0,
finn-b-AD_EO_EXMORE,Alzheimer<c3><95>s disease (Early onset) (more controls excluded),587,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,111471,Binary,NA,NA,AD_EO_EXMORE,1,16379428,,,,0,
finn-b-AD_LO,Alzheimer<c3><95>s disease (Late onset),2670,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214871,Binary,NA,NA,AD_LO,1,16380466,,,,0,
finn-b-AD_LO_EXMORE,Alzheimer<c3><95>s disease (Late onset) (more controls excluded),2670,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,111471,Binary,NA,NA,AD_LO_EXMORE,1,16379476,,,,0,
finn-b-AD_U,Alzheimer<c3><95>s disease (undefined),159,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214893,Binary,NA,NA,AD_U,1,16380464,,,,0,
finn-b-AD_U_EXMORE,Alzheimer<c3><95>s disease (undefined) (more controls excluded),159,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,111471,Binary,NA,NA,AD_U_EXMORE,1,16379392,,,,0,
finn-b-ALCO_PRESCRIPTION,"Use of disulfiram, acamprosate or naltrexone",1588,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217204,Binary,NA,NA,ALCO_PRESCRIPTION,1,16380466,,,,0,
finn-b-ALCODELIRIUM,Alcohol withdrawal state with delirium<c3><8a>,1210,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217582,Binary,NA,NA,ALCODELIRIUM,1,16380466,,,,0,
finn-b-ALCOGASTRITIS,Alcoholic gastritis (ALCOGASTRITIS),250,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218542,Binary,NA,NA,ALCOGASTRITIS,1,16380466,,,,0,
finn-b-ALCOHOL_RELATED,"Alcohol related diseases and deaths, all endoints",13361,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,205431,Binary,NA,NA,ALCOHOL_RELATED,1,16380466,,,,0,
finn-b-ALCOHOLACUTE10,Acute alcohol intoxication (ALCOHOLACUTE10),3266,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,215526,Binary,NA,NA,ALCOHOLACUTE10,1,16380466,,,,0,
finn-b-ALCOHOLMENTAL,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",9672,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,209120,Binary,NA,NA,ALCOHOLMENTAL,1,16380466,,,,0,
finn-b-ALCOLIVER,Alcoholic liver disease (ALCOLIVER),1416,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217376,Binary,NA,NA,ALCOLIVER,1,16380466,,,,0,
finn-b-ALCONEURODEGEN,Degeneration of nervous system due to alcohol,313,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218479,Binary,NA,NA,ALCONEURODEGEN,1,16380466,,,,0,
finn-b-ALCOPANCACU,Acohol-induced acute pancreatitis,457,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218335,Binary,NA,NA,ALCOPANCACU,1,16380466,,,,0,
finn-b-ALCOPANCCHRON,Alcohol-induced chronic pancreatitis,977,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217815,Binary,NA,NA,ALCOPANCCHRON,1,16380466,,,,0,
finn-b-ALCOPOLYNEU,Alcohol induced polyneuropathy (ALCOPOLYNEU),125,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218667,Binary,NA,NA,ALCOPOLYNEU,1,16380466,,,,0,
finn-b-ALLERG_ASTHMA,Allergic asthma (mode),4859,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ALLERG_ASTHMA,1,16379987,,,,0,
finn-b-ALLERG_ASTHMA_EXMORE,Allergic asthma (mode) (more controls excluded),4859,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,131051,Binary,NA,NA,ALLERG_ASTHMA_EXMORE,1,16379893,,,,0,
finn-b-ALLERG_RHINITIS,Allergic rhinitis,5527,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,212387,Binary,NA,NA,ALLERG_RHINITIS,1,16380461,,,,0,
finn-b-ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN,Allergic contact dermatitis due to drugs in contact with skin,296,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218496,Binary,NA,NA,ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN,1,16380466,,,,0,
finn-b-AMN2,Transient global amnesia,1230,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,210148,Binary,NA,NA,AMN2,1,16380453,,,,0,
finn-b-ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,132,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218660,Binary,NA,NA,ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE,1,16380466,,,,0,
finn-b-ANOSMIA,Anosmia,379,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,59827,Binary,NA,NA,ANOSMIA,1,16374196,,,,0,
finn-b-ANTIDEPRESSANTS,Depression medications,58842,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,59827,Binary,NA,NA,ANTIDEPRESSANTS,1,16379737,,,,0,
finn-b-APPENDACUT_COMPLIC,"Acute appendicitis, with complications",3728,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,201886,Binary,NA,NA,APPENDACUT_COMPLIC,1,16380433,,,,0,
finn-b-APPENDACUT_NOCOMPLIC,"Acute appendicitis, no complications",11899,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,201886,Binary,NA,NA,APPENDACUT_NOCOMPLIC,1,16380453,,,,0,
finn-b-APPENDICITIS_BROAD,"Appendicitis, broad definition",16766,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,201886,Binary,NA,NA,APPENDICITIS_BROAD,1,16380466,,,,0,
finn-b-ARTHRO_SPEC,Other specific arthropathies,317,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,172834,Binary,NA,NA,ARTHRO_SPEC,1,16380281,,,,0,
finn-b-ARTRHO_POSTDYSENTERIC,Postydysenteric arthropathy,128,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217683,Binary,NA,NA,ARTRHO_POSTDYSENTERIC,1,16380461,,,,0,
finn-b-ASTHMA_ACUTE_RESPIRATORY_INFECTIONS,Asthma-related acute respiratory infections,7348,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_ACUTE_RESPIRATORY_INFECTIONS,1,16379925,,,,0,
finn-b-ASTHMA_ALLERG,Asthma and allergy,2215,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_ALLERG,1,16379853,,,,0,
finn-b-ASTHMA_ALLERG_EXMORE,Asthma and allergy (more controls excluded),2215,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,131051,Binary,NA,NA,ASTHMA_ALLERG_EXMORE,1,16379753,,,,0,
finn-b-ASTHMA_CHILD,Childhood asthma (age<16),3025,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_CHILD,1,16379865,,,,0,
finn-b-ASTHMA_CHILD_EXMORE,Childhood asthma (age<16) (more controls excluded),3025,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,131051,Binary,NA,NA,ASTHMA_CHILD_EXMORE,1,16379765,,,,0,
finn-b-ASTHMA_EOSINOPHIL_SUGG,Suggestive for eosinophilic asthma,1184,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_EOSINOPHIL_SUGG,1,16379830,,,,0,
finn-b-ASTHMA_HOSPITAL_MAIN,"Asthma, hospital admissions , main diagnosis only",17433,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,201359,Binary,NA,NA,ASTHMA_HOSPITAL_MAIN,1,16380466,,,,0,
finn-b-ASTHMA_INFECTIONS,Asthma-related infections,10095,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_INFECTIONS,1,16379970,,,,0,
finn-b-ASTHMA_MIXED,Asthma mixed form (mode),724,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_MIXED,1,16379833,,,,0,
finn-b-ASTHMA_MIXED_EXMORE,Asthma mixed form (mode) (more controls excluded),724,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,131051,Binary,NA,NA,ASTHMA_MIXED_EXMORE,1,16379744,,,,0,
finn-b-ASTHMA_MODE,Asthma (mode),19573,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135813,Binary,NA,NA,ASTHMA_MODE,1,16380170,,,,0,
finn-b-ASTHMA_NAS,"Asthma, unspecified (mode)",9443,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,135449,Binary,NA,NA,ASTHMA_NAS,1,16379960,,,,0,
finn-b-ASTHMA_NAS_EXMORE,"""Asthma, unspecified (mode)"" (more controls excluded)",9443,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,131051,Binary,NA,NA,ASTHMA_NAS_EXMORE,1,16379918,,,,0,
finn-b-ASTHMA_NONALLERG,Non-allergic asthma,3155,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,184148,Binary,NA,NA,ASTHMA_NONALLERG,1,16380374,,,,0,
finn-b-ASTHMA_NOS_EXMORE,Undetermined asthma (more controls excluded),1778,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,131051,Binary,NA,NA,ASTHMA_NOS_EXMORE,1,16379751,,,,0,
