id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,outcome_code,method_status,ci_critical,ci_lower,ci_upper,OR,OR_lower,OR_upper,OR_overflow,q_sensitivity_58
ukb-b-14180,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Mood swings || id:ukb-b-14180,MR Egger,181,1.1103467458065,0.677837974698558,0.103163505186583,DD,ESTIMATED,1.97330543384147,-0.227234612930258,2.44792810454327,3.03541072791994,0.796733836301054,11.5643617320778,FALSE,0.19301559034909
ukb-b-14180,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Mood swings || id:ukb-b-14180,Weighted median,181,1.03198120710463,0.215314685893021,1.64389672927002e-06,DD,ESTIMATED,1.95996398454005,0.609972177411753,1.4539902367975,2.8066208272096,1.84038019392896,4.28015933539805,FALSE,5.60858884103889e-06
ukb-b-14180,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Mood swings || id:ukb-b-14180,Weighted mode,181,0.881356457907689,0.677242128242863,0.194788060598397,DD,ESTIMATED,1.97323082307154,-0.4549985842237,2.21771150003908,2.41417220939312,0.634448866185261,9.18628398163798,FALSE,0.568837167416555
ukb-b-12405,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Age at first live birth || id:ukb-b-12405,Inverse variance weighted,150,-0.343046651690654,0.0536018665785423,1.55477497488757e-10,IHD,ESTIMATED,1.95996398454005,-0.448104379688719,-0.23798892369259,0.709605106510096,0.638837998840227,0.788211421517429,FALSE,4.29414040683234e-10
ukb-b-12405,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Age at first live birth || id:ukb-b-12405,MR Egger,150,-0.154544511819568,0.227115760172709,0.497272685169791,IHD,ESTIMATED,1.97612249361374,-0.603353074151042,0.294264050511906,0.856805353327997,0.546974511711636,1.3421382491741,FALSE,0.613655654039316
ukb-b-12405,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Age at first live birth || id:ukb-b-12405,Weighted median,150,-0.23047362594767,0.0762013275619283,0.00249015185338592,IHD,ESTIMATED,1.95996398454005,-0.379825483543188,-0.0811217683521508,0.794157379874326,0.683980764696887,0.922081404275088,FALSE,0.0035226538413752
ukb-b-12405,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Age at first live birth || id:ukb-b-12405,Weighted mode,150,-0.161482247767941,0.520583404546522,0.756846297567613,IHD,ESTIMATED,1.97601317768919,-1.19016191523817,0.867197419702286,0.850881636379564,0.304172009995877,2.38023070938637,FALSE,0.860727161939638
ukb-b-12405,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Age at first live birth || id:ukb-b-12405,Inverse variance weighted,150,-0.370461439807041,0.0603702603348572,8.43651911130092e-10,DD,ESTIMATED,1.95996398454005,-0.488784975800668,-0.252137903813414,0.690415671847688,0.613371202466914,0.777137560445882,FALSE,2.22417322025206e-09
ukb-b-12405,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Age at first live birth || id:ukb-b-12405,MR Egger,150,-0.59617706975253,0.255548746561464,0.0209986945359155,DD,ESTIMATED,1.97612249361374,-1.10117269604743,-0.0911814434576243,0.550913720198139,0.3324809558893,0.91285206483708,FALSE,0.060896214154155
ukb-b-12405,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Age at first live birth || id:ukb-b-12405,Weighted median,150,-0.310511121318865,0.076632647370503,5.07940350292375e-05,DD,ESTIMATED,1.95996398454005,-0.460708350205009,-0.160313892432721,0.733072171637062,0.630836633946269,0.85187634945508,FALSE,0.000100968311640138
ukb-b-12405,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Age at first live birth || id:ukb-b-12405,Weighted mode,150,-0.295168087601624,0.503716012388937,0.558774765338213,DD,ESTIMATED,1.97601317768919,-1.29051756589521,0.700181390691964,0.74440645145424,0.275128349183122,2.01411801659837,FALSE,0.704542095426442
ukb-b-3656,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Number of treatments/medications taken || id:ukb-b-3656,Inverse variance weighted,156,1.14734928303659,0.175753596710257,6.65782949100498e-11,IHD,ESTIMATED,1.95996398454005,0.802878563331114,1.49182000274207,3.14983251957951,2.23195651841203,4.44517839821511,FALSE,1.93077055239145e-10
ukb-b-3656,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Number of treatments/medications taken || id:ukb-b-3656,MR Egger,156,2.11106882695908,0.544763685983542,0.000157256243223075,IHD,ESTIMATED,1.97548805823434,1.03489467073887,3.18724298317929,8.25706194031423,2.81480973817947,24.2215560652003,FALSE,0.0013029803009912
ukb-b-3656,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Number of treatments/medications taken || id:ukb-b-3656,Weighted median,156,0.851217454799619,0.160705700992158,1.17883784993881e-07,IHD,ESTIMATED,1.95996398454005,0.536240068744727,1.16619484085451,2.34249700082697,1.70956690882727,3.20975574021115,FALSE,4.88375680688935e-07
ukb-b-3656,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Number of treatments/medications taken || id:ukb-b-3656,Weighted mode,156,0.835792506975123,0.595695110376905,0.162600673922302,IHD,ESTIMATED,1.97538713105511,-0.340935948095869,2.01252096204611,2.30664135347706,0.711104454342073,7.48215582265362,FALSE,0.568837167416555
ukb-b-3656,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Number of treatments/medications taken || id:ukb-b-3656,Inverse variance weighted,156,0.496209438219024,0.109061562476887,5.36942579051918e-06,DD,ESTIMATED,1.95996398454005,0.282452703666661,0.709966172771387,1.6424835206213,1.32637904074796,2.03392245552316,FALSE,8.41693772567871e-06
ukb-b-3656,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Number of treatments/medications taken || id:ukb-b-3656,MR Egger,156,0.673194769968077,0.34106364629859,0.0501925285862132,DD,ESTIMATED,1.97548805823434,-0.000572390392646671,1.3469619303288,1.96049064298288,0.999427773391483,3.84572418693221,FALSE,0.116446666320015
ukb-b-3656,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Number of treatments/medications taken || id:ukb-b-3656,Weighted median,156,0.584778524678123,0.146550154378092,6.59908305274416e-05,DD,ESTIMATED,1.95996398454005,0.297545500168278,0.872011549187969,1.79459348345368,1.34654964219425,2.39171707446773,FALSE,0.000119608380330988
ukb-b-3656,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Number of treatments/medications taken || id:ukb-b-3656,Weighted mode,156,0.919355914918962,0.530402326664475,0.0850278202024051,DD,ESTIMATED,1.97538713105511,-0.128394015455731,1.96710584529366,2.50767471380445,0.879506771603332,7.14995344355391,FALSE,0.568837167416555
ukb-b-929,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,Inverse variance weighted,160,0.593663290692229,0.110383089062923,7.52305779701032e-08,IHD,ESTIMATED,1.95996398454005,0.377316411626622,0.810010169757836,1.81060906865367,1.45836568023292,2.24793084747258,FALSE,1.50461155940206e-07
ukb-b-929,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,MR Egger,160,1.00893713049407,0.44189214548564,0.0237502500353823,IHD,ESTIMATED,1.97509207271208,0.13615945695165,1.88171480403649,2.74268434971449,1.1458645951033,6.56475247975583,FALSE,0.0626142955478261
ukb-b-929,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,Weighted median,160,0.607240552162642,0.150348431774302,5.37050848286234e-05,IHD,ESTIMATED,1.95996398454005,0.312563040752933,0.90191806357235,1.83535982492836,1.3669241103828,2.46432531358139,FALSE,0.000100968311640138
ukb-b-929,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,Weighted mode,160,0.691516684231404,0.903188765978666,0.445026094446253,IHD,ESTIMATED,1.97499621276747,-1.09227770799059,2.4753110764534,1.99674166441688,0.335451562188468,11.8854038073559,FALSE,0.689641122660445
ukb-b-929,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,Inverse variance weighted,160,0.953212414128587,0.10201778260335,9.31212184165857e-21,DD,ESTIMATED,1.95996398454005,0.753261234443383,1.15316359381379,2.59402938560631,2.12391532006734,3.16819997003256,FALSE,6.00114518684664e-20
ukb-b-929,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,MR Egger,160,0.725613790161685,0.409103186073771,0.0780441684434843,DD,ESTIMATED,1.97509207271208,-0.0824026695738748,1.53363024989724,2.06599880061346,0.920901065188094,4.63497242590816,FALSE,0.158365457753468
ukb-b-929,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,Weighted median,160,0.97424090940806,0.147110861498653,3.53186584591547e-11,DD,ESTIMATED,1.95996398454005,0.68590891913604,1.26257289968008,2.64915549852769,1.98557574339902,3.53450372201146,FALSE,2.56060273828871e-10
ukb-b-929,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Frequency of tiredness / lethargy in last 2 weeks || id:ukb-b-929,Weighted mode,160,1.04072749556283,0.740830611021819,0.162027909452277,DD,ESTIMATED,1.97499621276747,-0.422410155507474,2.50386514663314,2.83127600603864,0.655465141614469,12.2296722028965,FALSE,0.568837167416555
ukb-b-11615,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,Inverse variance weighted,242,-0.861559150807222,0.16385696695892,1.45634295679525e-07,IHD,ESTIMATED,1.95996398454005,-1.18271290466267,-0.54040539695177,0.422502822891503,0.306446250419557,0.582512055888731,FALSE,2.81559638313748e-07
ukb-b-11615,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,MR Egger,242,-1.9495692420959,0.72743761268891,0.00787100117651711,IHD,ESTIMATED,1.96989763507669,-3.38254687499762,-0.516591609194178,0.14233537046894,0.0339608504553539,0.596550363577143,FALSE,0.0268540040139995
ukb-b-11615,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,Weighted median,242,-0.888212510402394,0.213352809548073,3.13933678011303e-05,IHD,ESTIMATED,1.95996398454005,-1.30637633311705,-0.470048687687738,0.411390452076666,0.270799568027487,0.624971839108196,FALSE,7.28326132986223e-05
ukb-b-11615,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,Weighted mode,242,-1.12752328641591,0.920970097685738,0.222042869535418,IHD,ESTIMATED,1.9698562125961,-2.9417019549574,0.686655382125576,0.32383430885579,0.052775830172603,1.9870584555304,FALSE,0.568837167416555
ukb-b-11615,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,Inverse variance weighted,242,-0.731602498096775,0.160449011852408,5.1221977519748e-06,DD,ESTIMATED,1.95996398454005,-1.04607678268254,-0.417128213511016,0.481137350291549,0.351313327530675,0.658936429974635,FALSE,8.25242971151496e-06
ukb-b-11615,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,MR Egger,242,-1.3535244507503,0.715323144738282,0.0596698565335283,DD,ESTIMATED,1.96989763507669,-2.76263782188587,0.05558892038526,0.258328189334086,0.063125035949745,1.05716301623583,FALSE,0.133109679959409
ukb-b-11615,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,Weighted median,242,-0.400036946224437,0.218158646376453,0.0666989223542377,DD,ESTIMATED,1.95996398454005,-0.827620036038293,0.0275461435894197,0.67029528069827,0.437088303830186,1.02792904634879,FALSE,0.0690810267240319
ukb-b-11615,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: A levels/AS levels or equivalent || id:ukb-b-11615,Weighted mode,242,0.0984103297573462,0.767942339000896,0.898138663663426,DD,ESTIMATED,1.9698562125961,-1.41432565763915,1.61114631715384,1.10341545642639,0.243089483726552,5.00854932437239,FALSE,0.949457023741892
ukb-b-14057,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD","Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Inverse variance weighted,366,1.55487811763605,0.122717453004774,8.62831929868745e-37,IHD,ESTIMATED,1.95996398454005,1.3143563294722,1.79539990579989,4.73450943678938,3.72235424425715,6.02188242605615,FALSE,2.50221259661936e-35
ukb-b-14057,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD","Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",MR Egger,366,1.92170092221191,0.320645576239688,4.95127093955936e-09,IHD,ESTIMATED,1.96650256879936,1.29115057286241,2.55225127156141,6.83257026163591,3.63696874687523,12.8359685301945,FALSE,2.87173714494443e-07
ukb-b-14057,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD","Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Weighted median,366,1.39484592740734,0.1631510387023,1.23714004943309e-17,IHD,ESTIMATED,1.95996398454005,1.07507576751053,1.71461608730415,4.03435294152788,2.930214907212,5.55454264352942,FALSE,2.39180409557065e-16
ukb-b-14057,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD","Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Weighted mode,366,1.29823332999532,0.812249867515304,0.110837568076668,IHD,ESTIMATED,1.96648459637679,-0.299043522882611,2.89551018287325,3.66281995405064,0.741527135334221,18.092729687828,FALSE,0.568837167416555
