location_id,location_name,ISO3,iso3_mapping_method,match_status,geometry_available,geometry_feature_count,geometry_feature_indices,geometry_feature_names,geometry_feature_or_region_names,polygon_part_count,multipart_value_replication,display_mapping_rule
37,Kyrgyz Republic,KGZ,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,116,Kyrgyzstan,Kyrgyzstan,4,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
12,Lao People's Democratic Republic,LAO,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,123,Laos,Laos,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
146,Lebanese Republic,LBN,manual ISO3 override after countrycode non-match,matched_exact_iso3,TRUE,1,124,Lebanon,Lebanon,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
13,Malaysia,MYS,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,155,Malaysia,Malaysia,9,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
38,Mongolia,MNG,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,148,Mongolia,Mongolia,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
50,Montenegro,MNE,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,147,Montenegro,Montenegro,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
72,New Zealand,NZL,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,167,New Zealand,New Zealand,13,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
49,North Macedonia,MKD,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,143,Macedonia,Macedonia,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
376,Northern Mariana Islands,MNP,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,149,Northern Mariana Islands,Northern Mariana Islands,6,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
149,Palestine,PSE,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,236,West Bank,West Bank,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
139,People's Democratic Republic of Algeria,DZA,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,63,Algeria,Algeria,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
161,People's Republic of Bangladesh,BGD,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,23,Bangladesh,Bangladesh,7,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
6,People's Republic of China,CHN,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,42,China,China,13,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
121,Plurinational State of Bolivia,BOL,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,32,Bolivia,Bolivia,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
91,Portuguese Republic,PRT,manual ISO3 override after countrycode non-match,matched_exact_iso3,TRUE,1,179,Portugal,Portugal,9,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
74,Principality of Andorra,AND,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,7,Andorra,Andorra,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
367,Principality of Monaco,MCO,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,137,Monaco,Monaco,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
385,Puerto Rico,PRI,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,177,Puerto Rico,Puerto Rico,3,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
43,Republic of Albania,ALB,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,5,Albania,Albania,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
168,Republic of Angola,AGO,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,3,Angola,Angola,2,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
33,Republic of Armenia,ARM,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,10,Armenia,Armenia,3,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
75,Republic of Austria,AUT,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,17,Austria,Austria,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
34,Republic of Azerbaijan,AZE,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,18,Azerbaijan,Azerbaijan,4,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
57,Republic of Belarus,BLR,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,29,Belarus,Belarus,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
200,Republic of Benin,BEN,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,21,Benin,Benin,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
193,Republic of Botswana,BWA,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,37,Botswana,Botswana,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
45,Republic of Bulgaria,BGR,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,24,Bulgaria,Bulgaria,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
175,Republic of Burundi,BDI,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,19,Burundi,Burundi,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
205,Republic of Côte d'Ivoire,CIV,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,43,Ivory Coast,Ivory Coast,2,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
203,Republic of Cabo Verde,CPV,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,50,Cape Verde,Cape Verde,8,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
202,Republic of Cameroon,CMR,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,44,Cameroon,Cameroon,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
204,Republic of Chad,TCD,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,212,Chad,Chad,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
98,Republic of Chile,CHL,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,41,Chile,Chile,31,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
125,Republic of Colombia,COL,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,48,Colombia,Colombia,2,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
126,Republic of Costa Rica,CRI,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,51,Costa Rica,Costa Rica,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
46,Republic of Croatia,HRV,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,95,Croatia,Croatia,13,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
109,Republic of Cuba,CUB,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,52,Cuba,Cuba,7,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
77,Republic of Cyprus,CYP,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,56,Cyprus,Cyprus,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
177,Republic of Djibouti,DJI,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,59,Djibouti,Djibouti,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
122,Republic of Ecuador,ECU,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,64,Ecuador,Ecuador,9,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
127,Republic of El Salvador,SLV,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,196,El Salvador,El Salvador,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
172,Republic of Equatorial Guinea,GNQ,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,85,Equatorial Guinea,Equatorial Guinea,2,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
58,Republic of Estonia,EST,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,68,Estonia,Estonia,4,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
22,Republic of Fiji,FJI,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,71,Fiji,Fiji,21,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
79,Republic of Finland,FIN,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,70,Finland,Finland,8,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
207,Republic of Ghana,GHA,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,81,Ghana,Ghana,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
128,Republic of Guatemala,GTM,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,89,Guatemala,Guatemala,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
208,Republic of Guinea,GIN,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,82,Guinea,Guinea,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
