location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status
Republic of Iraq,143,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Italy,86,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Italy,86,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Italy,86,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Kazakhstan,36,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Kazakhstan,36,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Kazakhstan,36,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Kenya,180,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Kenya,180,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Kenya,180,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Kiribati,23,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Kiribati,23,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Kiribati,23,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Korea,68,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Korea,68,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Korea,68,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Latvia,59,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Latvia,59,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Latvia,59,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Liberia,210,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Liberia,210,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Liberia,210,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Lithuania,60,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Lithuania,60,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Lithuania,60,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Madagascar,181,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Madagascar,181,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Madagascar,181,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Malawi,182,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Malawi,182,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Malawi,182,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Maldives,14,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Maldives,14,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Maldives,14,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Mali,211,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Mali,211,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Mali,211,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Malta,88,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Malta,88,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Malta,88,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Mauritius,183,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Mauritius,183,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Mauritius,183,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Moldova,61,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Moldova,61,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Moldova,61,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Mozambique,184,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Mozambique,184,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Mozambique,184,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Namibia,195,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Namibia,195,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Namibia,195,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Nauru,369,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Nauru,369,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Nauru,369,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Nicaragua,131,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Nicaragua,131,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Nicaragua,131,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Niue,374,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Niue,374,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Niue,374,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Palau,380,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Palau,380,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Palau,380,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Panama,132,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Panama,132,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Panama,132,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Paraguay,136,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Paraguay,136,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Paraguay,136,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Peru,123,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Peru,123,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Peru,123,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Poland,51,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Poland,51,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Poland,51,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Rwanda,185,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Rwanda,185,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Rwanda,185,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of San Marino,396,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of San Marino,396,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of San Marino,396,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Senegal,216,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Senegal,216,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Senegal,216,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Serbia,53,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Serbia,53,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Serbia,53,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Seychelles,186,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Seychelles,186,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Seychelles,186,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Sierra Leone,217,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Sierra Leone,217,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Sierra Leone,217,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Singapore,69,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Singapore,69,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Singapore,69,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Slovenia,55,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Slovenia,55,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Slovenia,55,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of South Africa,196,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of South Africa,196,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of South Africa,196,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of South Sudan,435,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of South Sudan,435,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of South Sudan,435,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Sudan,522,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Sudan,522,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Sudan,522,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Suriname,118,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Suriname,118,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Suriname,118,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Tajikistan,39,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Tajikistan,39,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Tajikistan,39,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Trinidad and Tobago,119,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Trinidad and Tobago,119,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Trinidad and Tobago,119,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Tunisia,154,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Tunisia,154,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Tunisia,154,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Turkey,155,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Turkey,155,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Turkey,155,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Uganda,190,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Uganda,190,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Uganda,190,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Uzbekistan,41,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Uzbekistan,41,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Uzbekistan,41,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Vanuatu,30,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Vanuatu,30,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Vanuatu,30,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Yemen,157,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Yemen,157,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Yemen,157,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Zambia,191,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Zambia,191,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Zambia,191,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of Zimbabwe,198,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of Zimbabwe,198,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of Zimbabwe,198,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of the Congo,170,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Congo,170,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Congo,170,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of the Gambia,206,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Gambia,206,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Gambia,206,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of the Marshall Islands,24,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Marshall Islands,24,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Marshall Islands,24,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of the Niger,213,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Niger,213,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Niger,213,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of the Philippines,16,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Philippines,16,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Philippines,16,Female,<5 years,30,,,,,not_estimable_constant_series
Republic of the Union of Myanmar,15,Female,10-14 years,30,,,,,not_estimable_constant_series
Republic of the Union of Myanmar,15,Female,5-9 years,30,,,,,not_estimable_constant_series
Republic of the Union of Myanmar,15,Female,<5 years,30,,,,,not_estimable_constant_series
Romania,52,Female,10-14 years,30,,,,,not_estimable_constant_series
Romania,52,Female,5-9 years,30,,,,,not_estimable_constant_series
Romania,52,Female,<5 years,30,,,,,not_estimable_constant_series
Russian Federation,62,Female,10-14 years,30,,,,,not_estimable_constant_series
Russian Federation,62,Female,5-9 years,30,,,,,not_estimable_constant_series
Russian Federation,62,Female,<5 years,30,,,,,not_estimable_constant_series
Saint Kitts and Nevis,393,Female,10-14 years,30,,,,,not_estimable_constant_series
Saint Kitts and Nevis,393,Female,5-9 years,30,,,,,not_estimable_constant_series
Saint Kitts and Nevis,393,Female,<5 years,30,,,,,not_estimable_constant_series
Saint Lucia,116,Female,10-14 years,30,,,,,not_estimable_constant_series
Saint Lucia,116,Female,5-9 years,30,,,,,not_estimable_constant_series
Saint Lucia,116,Female,<5 years,30,,,,,not_estimable_constant_series
Saint Vincent and the Grenadines,117,Female,10-14 years,30,,,,,not_estimable_constant_series
Saint Vincent and the Grenadines,117,Female,5-9 years,30,,,,,not_estimable_constant_series
Saint Vincent and the Grenadines,117,Female,<5 years,30,,,,,not_estimable_constant_series
Slovak Republic,54,Female,10-14 years,30,,,,,not_estimable_constant_series
Slovak Republic,54,Female,5-9 years,30,,,,,not_estimable_constant_series
Slovak Republic,54,Female,<5 years,30,,,,,not_estimable_constant_series
Socialist Republic of Viet Nam,20,Female,10-14 years,30,,,,,not_estimable_constant_series
Socialist Republic of Viet Nam,20,Female,5-9 years,30,,,,,not_estimable_constant_series
Socialist Republic of Viet Nam,20,Female,<5 years,30,,,,,not_estimable_constant_series
Solomon Islands,28,Female,10-14 years,30,,,,,not_estimable_constant_series
Solomon Islands,28,Female,5-9 years,30,,,,,not_estimable_constant_series
Solomon Islands,28,Female,<5 years,30,,,,,not_estimable_constant_series
State of Eritrea,178,Female,10-14 years,30,,,,,not_estimable_constant_series
State of Eritrea,178,Female,5-9 years,30,,,,,not_estimable_constant_series
State of Eritrea,178,Female,<5 years,30,,,,,not_estimable_constant_series
State of Israel,85,Female,10-14 years,30,,,,,not_estimable_constant_series
State of Israel,85,Female,5-9 years,30,,,,,not_estimable_constant_series
State of Israel,85,Female,<5 years,30,,,,,not_estimable_constant_series
State of Kuwait,145,Female,10-14 years,30,,,,,not_estimable_constant_series
State of Kuwait,145,Female,5-9 years,30,,,,,not_estimable_constant_series
State of Kuwait,145,Female,<5 years,30,,,,,not_estimable_constant_series
State of Libya,147,Female,10-14 years,30,,,,,not_estimable_constant_series
State of Libya,147,Female,5-9 years,30,,,,,not_estimable_constant_series
State of Libya,147,Female,<5 years,30,,,,,not_estimable_constant_series
State of Qatar,151,Female,10-14 years,30,,,,,not_estimable_constant_series
State of Qatar,151,Female,5-9 years,30,,,,,not_estimable_constant_series
State of Qatar,151,Female,<5 years,30,,,,,not_estimable_constant_series
Sultanate of Oman,150,Female,10-14 years,30,,,,,not_estimable_constant_series
Sultanate of Oman,150,Female,5-9 years,30,,,,,not_estimable_constant_series
Sultanate of Oman,150,Female,<5 years,30,,,,,not_estimable_constant_series
Swiss Confederation,94,Female,10-14 years,30,,,,,not_estimable_constant_series
Swiss Confederation,94,Female,5-9 years,30,,,,,not_estimable_constant_series
Swiss Confederation,94,Female,<5 years,30,,,,,not_estimable_constant_series
Syrian Arab Republic,153,Female,10-14 years,30,,,,,not_estimable_constant_series
Syrian Arab Republic,153,Female,5-9 years,30,,,,,not_estimable_constant_series
Syrian Arab Republic,153,Female,<5 years,30,,,,,not_estimable_constant_series
Taiwan (Province of China),8,Female,10-14 years,30,,,,,not_estimable_constant_series
Taiwan (Province of China),8,Female,5-9 years,30,,,,,not_estimable_constant_series
Taiwan (Province of China),8,Female,<5 years,30,,,,,not_estimable_constant_series
Togolese Republic,218,Female,10-14 years,30,,,,,not_estimable_constant_series
Togolese Republic,218,Female,5-9 years,30,,,,,not_estimable_constant_series
Togolese Republic,218,Female,<5 years,30,,,,,not_estimable_constant_series
Tokelau,413,Female,10-14 years,30,,,,,not_estimable_constant_series
Tokelau,413,Female,5-9 years,30,,,,,not_estimable_constant_series
Tokelau,413,Female,<5 years,30,,,,,not_estimable_constant_series
Turkmenistan,40,Female,10-14 years,30,,,,,not_estimable_constant_series
Turkmenistan,40,Female,5-9 years,30,,,,,not_estimable_constant_series
Turkmenistan,40,Female,<5 years,30,,,,,not_estimable_constant_series
Tuvalu,416,Female,10-14 years,30,,,,,not_estimable_constant_series
Tuvalu,416,Female,5-9 years,30,,,,,not_estimable_constant_series
Tuvalu,416,Female,<5 years,30,,,,,not_estimable_constant_series
Ukraine,63,Female,10-14 years,30,,,,,not_estimable_constant_series
Ukraine,63,Female,5-9 years,30,,,,,not_estimable_constant_series
Ukraine,63,Female,<5 years,30,,,,,not_estimable_constant_series
Union of the Comoros,176,Female,10-14 years,30,,,,,not_estimable_constant_series
Union of the Comoros,176,Female,5-9 years,30,,,,,not_estimable_constant_series
Union of the Comoros,176,Female,<5 years,30,,,,,not_estimable_constant_series
United Arab Emirates,156,Female,10-14 years,30,,,,,not_estimable_constant_series
United Arab Emirates,156,Female,5-9 years,30,,,,,not_estimable_constant_series
United Arab Emirates,156,Female,<5 years,30,,,,,not_estimable_constant_series
United Kingdom of Great Britain and Northern Ireland,95,Female,10-14 years,30,,,,,not_estimable_constant_series
United Kingdom of Great Britain and Northern Ireland,95,Female,5-9 years,30,,,,,not_estimable_constant_series
United Kingdom of Great Britain and Northern Ireland,95,Female,<5 years,30,,,,,not_estimable_constant_series
United Mexican States,130,Female,10-14 years,30,,,,,not_estimable_constant_series
United Mexican States,130,Female,5-9 years,30,,,,,not_estimable_constant_series
United Mexican States,130,Female,<5 years,30,,,,,not_estimable_constant_series
United Republic of Tanzania,189,Female,10-14 years,30,,,,,not_estimable_constant_series
United Republic of Tanzania,189,Female,5-9 years,30,,,,,not_estimable_constant_series
United Republic of Tanzania,189,Female,<5 years,30,,,,,not_estimable_constant_series
United States Virgin Islands,422,Female,10-14 years,30,,,,,not_estimable_constant_series
United States Virgin Islands,422,Female,5-9 years,30,,,,,not_estimable_constant_series
United States Virgin Islands,422,Female,<5 years,30,,,,,not_estimable_constant_series
United States of America,102,Female,10-14 years,30,,,,,not_estimable_constant_series
United States of America,102,Female,5-9 years,30,,,,,not_estimable_constant_series
United States of America,102,Female,<5 years,30,,,,,not_estimable_constant_series
American Samoa,298,Male,10-14 years,30,,,,,not_estimable_constant_series
American Samoa,298,Male,5-9 years,30,,,,,not_estimable_constant_series
American Samoa,298,Male,<5 years,30,,,,,not_estimable_constant_series
Antigua and Barbuda,105,Male,10-14 years,30,,,,,not_estimable_constant_series
Antigua and Barbuda,105,Male,5-9 years,30,,,,,not_estimable_constant_series
Antigua and Barbuda,105,Male,<5 years,30,,,,,not_estimable_constant_series
Arab Republic of Egypt,141,Male,10-14 years,30,,,,,not_estimable_constant_series
Arab Republic of Egypt,141,Male,5-9 years,30,,,,,not_estimable_constant_series
Arab Republic of Egypt,141,Male,<5 years,30,,,,,not_estimable_constant_series
Argentine Republic,97,Male,10-14 years,30,,,,,not_estimable_constant_series
Argentine Republic,97,Male,5-9 years,30,,,,,not_estimable_constant_series
Argentine Republic,97,Male,<5 years,30,,,,,not_estimable_constant_series
Australia,71,Male,10-14 years,30,,,,,not_estimable_constant_series
Australia,71,Male,5-9 years,30,,,,,not_estimable_constant_series
Australia,71,Male,<5 years,30,,,,,not_estimable_constant_series
Barbados,107,Male,10-14 years,30,,,,,not_estimable_constant_series
Barbados,107,Male,5-9 years,30,,,,,not_estimable_constant_series
Barbados,107,Male,<5 years,30,,,,,not_estimable_constant_series
Belize,108,Male,10-14 years,30,,,,,not_estimable_constant_series
Belize,108,Male,5-9 years,30,,,,,not_estimable_constant_series
Belize,108,Male,<5 years,30,,,,,not_estimable_constant_series
Bermuda,305,Male,10-14 years,30,,,,,not_estimable_constant_series
Bermuda,305,Male,5-9 years,30,,,,,not_estimable_constant_series
Bermuda,305,Male,<5 years,30,,,,,not_estimable_constant_series
Bolivarian Republic of Venezuela,133,Male,10-14 years,30,,,,,not_estimable_constant_series
Bolivarian Republic of Venezuela,133,Male,5-9 years,30,,,,,not_estimable_constant_series
Bolivarian Republic of Venezuela,133,Male,<5 years,30,,,,,not_estimable_constant_series
Bosnia and Herzegovina,44,Male,10-14 years,30,,,,,not_estimable_constant_series
Bosnia and Herzegovina,44,Male,5-9 years,30,,,,,not_estimable_constant_series
Bosnia and Herzegovina,44,Male,<5 years,30,,,,,not_estimable_constant_series
Brunei Darussalam,66,Male,10-14 years,30,,,,,not_estimable_constant_series
Brunei Darussalam,66,Male,5-9 years,30,,,,,not_estimable_constant_series
Brunei Darussalam,66,Male,<5 years,30,,,,,not_estimable_constant_series
Burkina Faso,201,Male,10-14 years,30,,,,,not_estimable_constant_series
Burkina Faso,201,Male,5-9 years,30,,,,,not_estimable_constant_series
Burkina Faso,201,Male,<5 years,30,,,,,not_estimable_constant_series
Canada,101,Male,10-14 years,30,,,,,not_estimable_constant_series
Canada,101,Male,5-9 years,30,,,,,not_estimable_constant_series
Canada,101,Male,<5 years,30,,,,,not_estimable_constant_series
Central African Republic,169,Male,10-14 years,30,,,,,not_estimable_constant_series
Central African Republic,169,Male,5-9 years,30,,,,,not_estimable_constant_series
Central African Republic,169,Male,<5 years,30,,,,,not_estimable_constant_series
Commonwealth of Dominica,110,Male,10-14 years,30,,,,,not_estimable_constant_series
Commonwealth of Dominica,110,Male,5-9 years,30,,,,,not_estimable_constant_series
Commonwealth of Dominica,110,Male,<5 years,30,,,,,not_estimable_constant_series
Commonwealth of the Bahamas,106,Male,10-14 years,30,,,,,not_estimable_constant_series
Commonwealth of the Bahamas,106,Male,5-9 years,30,,,,,not_estimable_constant_series
Commonwealth of the Bahamas,106,Male,<5 years,30,,,,,not_estimable_constant_series
Cook Islands,320,Male,10-14 years,30,,,,,not_estimable_constant_series
Cook Islands,320,Male,5-9 years,30,,,,,not_estimable_constant_series
Cook Islands,320,Male,<5 years,30,,,,,not_estimable_constant_series
Czech Republic,47,Male,10-14 years,30,,,,,not_estimable_constant_series
Czech Republic,47,Male,5-9 years,30,,,,,not_estimable_constant_series
Czech Republic,47,Male,<5 years,30,,,,,not_estimable_constant_series
Democratic People's Republic of Korea,7,Male,10-14 years,30,,,,,not_estimable_constant_series
Democratic People's Republic of Korea,7,Male,5-9 years,30,,,,,not_estimable_constant_series
Democratic People's Republic of Korea,7,Male,<5 years,30,,,,,not_estimable_constant_series
Democratic Republic of Sao Tome and Principe,215,Male,10-14 years,30,,,,,not_estimable_constant_series
Democratic Republic of Sao Tome and Principe,215,Male,5-9 years,30,,,,,not_estimable_constant_series
Democratic Republic of Sao Tome and Principe,215,Male,<5 years,30,,,,,not_estimable_constant_series
Democratic Republic of Timor-Leste,19,Male,10-14 years,30,,,,,not_estimable_constant_series
Democratic Republic of Timor-Leste,19,Male,5-9 years,30,,,,,not_estimable_constant_series
Democratic Republic of Timor-Leste,19,Male,<5 years,30,,,,,not_estimable_constant_series
Democratic Republic of the Congo,171,Male,10-14 years,30,,,,,not_estimable_constant_series
Democratic Republic of the Congo,171,Male,5-9 years,30,,,,,not_estimable_constant_series
Democratic Republic of the Congo,171,Male,<5 years,30,,,,,not_estimable_constant_series
Democratic Socialist Republic of Sri Lanka,17,Male,10-14 years,30,,,,,not_estimable_constant_series
Democratic Socialist Republic of Sri Lanka,17,Male,5-9 years,30,,,,,not_estimable_constant_series
Democratic Socialist Republic of Sri Lanka,17,Male,<5 years,30,,,,,not_estimable_constant_series
Dominican Republic,111,Male,10-14 years,30,,,,,not_estimable_constant_series
Dominican Republic,111,Male,5-9 years,30,,,,,not_estimable_constant_series
Dominican Republic,111,Male,<5 years,30,,,,,not_estimable_constant_series
Eastern Republic of Uruguay,99,Male,10-14 years,30,,,,,not_estimable_constant_series
Eastern Republic of Uruguay,99,Male,5-9 years,30,,,,,not_estimable_constant_series
Eastern Republic of Uruguay,99,Male,<5 years,30,,,,,not_estimable_constant_series
Federal Democratic Republic of Ethiopia,179,Male,10-14 years,30,,,,,not_estimable_constant_series
Federal Democratic Republic of Ethiopia,179,Male,5-9 years,30,,,,,not_estimable_constant_series
Federal Democratic Republic of Ethiopia,179,Male,<5 years,30,,,,,not_estimable_constant_series
Federal Democratic Republic of Nepal,164,Male,10-14 years,30,,,,,not_estimable_constant_series
Federal Democratic Republic of Nepal,164,Male,5-9 years,30,,,,,not_estimable_constant_series
Federal Democratic Republic of Nepal,164,Male,<5 years,30,,,,,not_estimable_constant_series
Federal Republic of Germany,81,Male,10-14 years,30,,,,,not_estimable_constant_series
Federal Republic of Germany,81,Male,5-9 years,30,,,,,not_estimable_constant_series
Federal Republic of Germany,81,Male,<5 years,30,,,,,not_estimable_constant_series
Federal Republic of Nigeria,214,Male,10-14 years,30,,,,,not_estimable_constant_series
Federal Republic of Nigeria,214,Male,5-9 years,30,,,,,not_estimable_constant_series
Federal Republic of Nigeria,214,Male,<5 years,30,,,,,not_estimable_constant_series
Federal Republic of Somalia,187,Male,10-14 years,30,,,,,not_estimable_constant_series
Federal Republic of Somalia,187,Male,5-9 years,30,,,,,not_estimable_constant_series
Federal Republic of Somalia,187,Male,<5 years,30,,,,,not_estimable_constant_series
Federated States of Micronesia,25,Male,10-14 years,30,,,,,not_estimable_constant_series
Federated States of Micronesia,25,Male,5-9 years,30,,,,,not_estimable_constant_series
Federated States of Micronesia,25,Male,<5 years,30,,,,,not_estimable_constant_series
Federative Republic of Brazil,135,Male,10-14 years,30,,,,,not_estimable_constant_series
Federative Republic of Brazil,135,Male,5-9 years,30,,,,,not_estimable_constant_series
Federative Republic of Brazil,135,Male,<5 years,30,,,,,not_estimable_constant_series
French Republic,80,Male,10-14 years,30,,,,,not_estimable_constant_series
French Republic,80,Male,5-9 years,30,,,,,not_estimable_constant_series
French Republic,80,Male,<5 years,30,,,,,not_estimable_constant_series
Gabonese Republic,173,Male,10-14 years,30,,,,,not_estimable_constant_series
Gabonese Republic,173,Male,5-9 years,30,,,,,not_estimable_constant_series
Gabonese Republic,173,Male,<5 years,30,,,,,not_estimable_constant_series
Georgia,35,Male,10-14 years,30,,,,,not_estimable_constant_series
Georgia,35,Male,5-9 years,30,,,,,not_estimable_constant_series
Georgia,35,Male,<5 years,30,,,,,not_estimable_constant_series
Grand Duchy of Luxembourg,87,Male,10-14 years,30,,,,,not_estimable_constant_series
Grand Duchy of Luxembourg,87,Male,5-9 years,30,,,,,not_estimable_constant_series
Grand Duchy of Luxembourg,87,Male,<5 years,30,,,,,not_estimable_constant_series
Greenland,349,Male,10-14 years,30,,,,,not_estimable_constant_series
Greenland,349,Male,5-9 years,30,,,,,not_estimable_constant_series
Greenland,349,Male,<5 years,30,,,,,not_estimable_constant_series
Grenada,112,Male,10-14 years,30,,,,,not_estimable_constant_series
Grenada,112,Male,5-9 years,30,,,,,not_estimable_constant_series
Grenada,112,Male,<5 years,30,,,,,not_estimable_constant_series
Guam,351,Male,10-14 years,30,,,,,not_estimable_constant_series
Guam,351,Male,5-9 years,30,,,,,not_estimable_constant_series
Guam,351,Male,<5 years,30,,,,,not_estimable_constant_series
Hashemite Kingdom of Jordan,144,Male,10-14 years,30,,,,,not_estimable_constant_series
Hashemite Kingdom of Jordan,144,Male,5-9 years,30,,,,,not_estimable_constant_series
Hashemite Kingdom of Jordan,144,Male,<5 years,30,,,,,not_estimable_constant_series
Hellenic Republic,82,Male,10-14 years,30,,,,,not_estimable_constant_series
Hellenic Republic,82,Male,5-9 years,30,,,,,not_estimable_constant_series
Hellenic Republic,82,Male,<5 years,30,,,,,not_estimable_constant_series
Hungary,48,Male,10-14 years,30,,,,,not_estimable_constant_series
Hungary,48,Male,5-9 years,30,,,,,not_estimable_constant_series
Hungary,48,Male,<5 years,30,,,,,not_estimable_constant_series
