location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
Australia,71,Male,25-29 years,30,0.420866183445954,0.171430083169249,2.45503108710764,0.0205597467748582,ok,0.0409071725847437,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Barbados,107,Male,25-29 years,30,0.197151442399143,0.18527309078762,1.06411266504502,0.296368832587197,ok,0.394097818793097,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Belize,108,Male,25-29 years,30,0.108777875765645,0.187860831253951,0.579034357718764,0.567195472057406,ok,0.651767361529187,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Bermuda,305,Male,25-29 years,30,-0.544742854333016,0.158481096512793,-3.43727338035577,0.00185503152954168,ok,0.00513427721025582,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Bolivarian Republic of Venezuela,133,Male,25-29 years,30,-0.809274986394185,0.111013833822105,-7.28985711538453,6.16340144640286e-08,ok,6.0380441288489e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Bosnia and Herzegovina,44,Male,25-29 years,30,0.0876684210623113,0.188254600394219,0.465690723513407,0.645039069647645,ok,0.720217480211859,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Brunei Darussalam,66,Male,25-29 years,30,-0.339842485375091,0.177734461359604,-1.91207986777251,0.0661478006034403,ok,0.111957331621635,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Burkina Faso,201,Male,25-29 years,30,0.657250937188718,0.1424305852944,4.61453511428179,7.95168940813978e-05,ok,0.000340030318957198,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Canada,101,Male,25-29 years,30,0.306301070425203,0.179898746745453,1.70263037384358,0.099715475307679,ok,0.160321403971734,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Central African Republic,169,Male,25-29 years,30,0.0593773076986328,0.188648798350122,0.314750521699225,0.755284659092921,ok,0.816498503034368,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Commonwealth of Dominica,110,Male,25-29 years,30,0.0192220924023751,0.188947319865662,0.10173254860689,0.919694009525333,ok,0.94335960515642,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Commonwealth of the Bahamas,106,Male,25-29 years,30,-0.102929098948141,0.1879784942667,-0.547557843516437,0.588334114660112,ok,0.672049640856808,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Cook Islands,320,Male,25-29 years,30,0.381241882737219,0.174709414543834,2.1821484762721,0.0376485424426834,ok,0.0684303695970786,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Czech Republic,47,Male,25-29 years,30,-0.144368666955356,0.187002453001628,-0.772014829955728,0.446573073486496,ok,0.543027846722008,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic People's Republic of Korea,7,Male,25-29 years,30,-0.152910248507076,0.186759820539405,-0.81875345599196,0.419841240865374,ok,0.518521874402107,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Republic of Sao Tome and Principe,215,Male,25-29 years,30,-0.452642687011357,0.168513945787363,-2.68608443589896,0.0120185776716243,ok,0.0258563445193506,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Republic of Timor-Leste,19,Male,25-29 years,30,-0.46605103774922,0.167203514809784,-2.78732799534397,0.00943868024011034,ok,0.0209694702579774,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Republic of the Congo,171,Male,25-29 years,30,-0.109155883947239,0.187853000375265,-0.581070750689015,0.565841203103955,ok,0.650426679603751,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Socialist Republic of Sri Lanka,17,Male,25-29 years,30,-0.56944892894117,0.155348446740103,-3.66562357648708,0.00102204583220074,ok,0.0030714514264057,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Dominican Republic,111,Male,25-29 years,30,0.287762257691641,0.180988642406901,1.58994649534245,0.123075912906258,ok,0.190726422053261,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Eastern Republic of Uruguay,99,Male,25-29 years,30,-0.565759645241421,0.15582912159252,-3.63064130413848,0.00112049551525329,ok,0.00331842736712075,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Democratic Republic of Ethiopia,179,Male,25-29 years,30,0.459980625111323,0.167802799283031,2.74119756688611,0.0105420460702658,ok,0.0231098709049821,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Democratic Republic of Nepal,164,Male,25-29 years,30,-0.170506417256536,0.186214887550679,-0.915643316703837,0.367672963726913,ok,0.467408298462219,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Republic of Germany,81,Male,25-29 years,30,-0.624800269354439,0.147554423786932,-4.23437165297495,0.000223491687532187,ok,0.000828065355087205,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Republic of Nigeria,214,Male,25-29 years,30,-0.697508321321473,0.135420264057502,-5.15069385055472,1.83695010181546e-05,ok,9.31365928815209e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Republic of Somalia,187,Male,25-29 years,30,0.0238230508310018,0.188928601616845,0.126095523002472,0.900557406218946,ok,0.928071108060588,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federated States of Micronesia,25,Male,25-29 years,30,-0.646177937347227,0.144228746055613,-4.48022987801662,0.000114664647129468,ok,0.000460784468418304,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federative Republic of Brazil,135,Male,25-29 years,30,0.662859987137112,0.141499197051304,4.68454945999993,6.56847397305075e-05,ok,0.000284033263572818,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
French Republic,80,Male,25-29 years,30,0.799862657372619,0.113423940742686,7.05197379085239,1.13655640850794e-07,ok,1.02645250643373e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Gabonese Republic,173,Male,25-29 years,30,-0.111196875360667,0.187810243797717,-0.592070342448588,0.55855453620419,ok,0.645258871271197,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Georgia,35,Male,25-29 years,30,0.250698006758481,0.182947153709101,1.37033018374863,0.181471342943734,ok,0.262663863659795,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Grand Duchy of Luxembourg,87,Male,25-29 years,30,0.834169513739715,0.104225240695889,8.00352686326409,1.02460574423804e-08,ok,1.24678341088334e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Greenland,349,Male,25-29 years,30,0.252154120680246,0.182875670043101,1.37882814384667,0.178864247352048,ok,0.259975360359138,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Grenada,112,Male,25-29 years,30,0.0139426141904131,0.188963866870054,0.0737845516254233,0.941706418353569,ok,0.957442937217877,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Guam,351,Male,25-29 years,30,0.573734387981461,0.154784279845894,3.70667091356229,0.000917249649120412,ok,0.00279773243900579,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Hashemite Kingdom of Jordan,144,Male,25-29 years,30,-0.527997974264778,0.16049233839883,-3.28986404916527,0.00270971208791875,ok,0.0072175741327974,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Hellenic Republic,82,Male,25-29 years,30,-0.288303965020742,0.180957850632338,-1.59321059580059,0.12234066148908,ok,0.190088447152388,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Hungary,48,Male,25-29 years,30,0.885649832870345,0.0877546037735607,10.0923460968002,7.85405079808267e-11,ok,1.65077867683337e-09,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Independent State of Papua New Guinea,26,Male,25-29 years,30,-0.673959372769867,0.139614106411674,-4.82730141023566,4.44707097078277e-05,ok,0.000200551913220737,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Independent State of Samoa,27,Male,25-29 years,30,-0.796016288974655,0.114386260989281,-6.95902009638423,1.44616612148955e-07,ok,1.27615880644422e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Ireland,84,Male,25-29 years,30,0.0329720755897781,0.188879481816099,0.174566741039036,0.862676211277378,ok,0.899780247372012,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Afghanistan,160,Male,25-29 years,30,0.127555186759501,0.1874385303364,0.680517428996987,0.501765838682797,ok,0.595321220852528,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Iran,142,Male,25-29 years,30,0.739717590383821,0.12716944355532,5.81678719119373,2.99953819188461e-06,ok,1.90520118121901e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Mauritania,212,Male,25-29 years,30,0.435342344086252,0.170134090336069,2.55881900697452,0.0161963692092187,ok,0.0334339335818871,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Pakistan,165,Male,25-29 years,30,-0.0246082201367419,0.188925007372701,-0.130253905922556,0.897296835451788,ok,0.925374702570744,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Jamaica,115,Male,25-29 years,30,0.154703780694989,0.186707060490747,0.82859095038163,0.414343496487783,ok,0.513162177381412,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Japan,67,Male,25-29 years,30,-0.490212573251597,0.164717467308858,-2.9760812939918,0.00595931576977103,ok,0.0141554158147712,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Bahrain,140,Male,25-29 years,30,0.713769666436865,0.132359475789367,5.39266011881718,9.48975853077407e-06,ok,5.17460417998812e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Belgium,76,Male,25-29 years,30,-0.475631138992496,0.166237246516269,-2.86115866907088,0.00789587778617437,ok,0.0180388037960822,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Bhutan,162,Male,25-29 years,30,0.369254231993401,0.175626563252317,2.1024964854713,0.0446270027145917,ok,0.07936740790472,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Cambodia,10,Male,25-29 years,30,-0.271966429060218,0.181858879890841,-1.49548061234878,0.145975851913432,ok,0.219914967174536,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Denmark,78,Male,25-29 years,30,-0.890244385320476,0.0860782315283536,-10.3422708565665,4.55496470652742e-11,ok,1.03245866681288e-09,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Eswatini,197,Male,25-29 years,30,0.477509919855504,0.166044774129449,2.87579011359452,0.00761982497269448,ok,0.0174772175961008,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Lesotho,194,Male,25-29 years,30,0.567703435038861,0.155576440771212,3.64903215567012,0.00106764000254514,ok,0.00318638169434297,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Morocco,148,Male,25-29 years,30,-0.094367061624903,0.188138897937542,-0.501581877322523,0.61988282662625,ok,0.700473653548334,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Norway,90,Male,25-29 years,30,-0.061673311394351,0.188622487928142,-0.326966906606842,0.746124728740622,ok,0.80810760751795,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Saudi Arabia,152,Male,25-29 years,30,0.49230547065267,0.164494390217575,2.99284048532903,0.00571773870938019,ok,0.0137126094933452,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Spain,92,Male,25-29 years,30,-0.194730613373839,0.185364504636429,-1.05052805959685,0.302458252811289,ok,0.399742843273457,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Sweden,93,Male,25-29 years,30,0.733089051952753,0.128532992138624,5.7035088015543,4.07594144321816e-06,ok,2.44471430234952e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Thailand,18,Male,25-29 years,30,-0.215128644063793,0.184557353310106,-1.1656465602989,0.253591284574852,ok,0.347198805726643,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Tonga,29,Male,25-29 years,30,0.430492020861051,0.17057430512986,2.52378000621672,0.0175633211685338,ok,0.0357450691387765,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of the Netherlands,89,Male,25-29 years,30,0.266637584951994,0.182140487211988,1.46391167078444,0.154355492079171,ok,0.230635435816701,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kyrgyz Republic,37,Male,25-29 years,30,-0.0542575927995244,0.18870386036096,-0.287527730994684,0.775825639333781,ok,0.832476273889094,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Lao People's Democratic Republic,12,Male,25-29 years,30,0.483109450524506,0.165465281081422,2.91970283655323,0.00684504860385702,ok,0.015942665250622,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Lebanese Republic,146,Male,25-29 years,30,0.247359929060655,0.183109360911442,1.35088631094227,0.187548298153464,ok,0.269770841143183,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Malaysia,13,Male,25-29 years,30,0.696826127674048,0.135545636462251,5.14089679211555,1.88679455716896e-05,ok,9.53848910242267e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Mongolia,38,Male,25-29 years,30,-0.162377003450288,0.186474213915424,-0.870774570064335,0.391282018326818,ok,0.49112053548947,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Montenegro,50,Male,25-29 years,30,-0.228948427223556,0.183962594962736,-1.24453793049578,0.223618615243013,ok,0.31346376623394,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
New Zealand,72,Male,25-29 years,30,0.607822304858966,0.15006570533745,4.05037449090829,0.000367063275033107,ok,0.00127170373408073,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
North Macedonia,49,Male,25-29 years,30,-0.320251844048948,0.17902900367411,-1.78882660058762,0.0844679496330227,ok,0.138242024222427,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Northern Mariana Islands,376,Male,25-29 years,30,0.588998605018586,0.152722980224953,3.85664687888504,0.000616336081728512,ok,0.00199018019686637,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Palestine,149,Male,25-29 years,30,-0.256158691966839,0.182676795434865,-1.40225085160406,0.171830340015829,ok,0.251437813997847,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
People's Democratic Republic of Algeria,139,Male,25-29 years,30,0.163095856626935,0.186451807403331,0.874734650730028,0.389160007708377,ok,0.48916524346961,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
People's Republic of Bangladesh,161,Male,25-29 years,30,-0.185012432750444,0.185719681214128,-0.996191849678722,0.32768865154539,ok,0.425946118275642,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
People's Republic of China,6,Male,25-29 years,30,-0.815186466623311,0.109458247851179,-7.44746497067679,4.12434565177297e-08,ok,4.21924210039784e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Plurinational State of Bolivia,121,Male,25-29 years,30,0.1430065775238,0.187039827575471,0.7645782151189,0.450918804159485,ok,0.546587351564171,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Portuguese Republic,91,Male,25-29 years,30,0.49315362322581,0.164403630466872,2.99965166113034,0.0056222420244731,ok,0.0135590649102036,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Principality of Andorra,74,Male,25-29 years,30,0.0538877769773453,0.188707644963279,0.285562235636141,0.777315329443146,ok,0.833816753018506,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Principality of Monaco,367,Male,25-29 years,30,-0.256561152416217,0.182656623112376,-1.40460908586038,0.171134411333843,ok,0.250736856149458,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Puerto Rico,385,Male,25-29 years,30,-0.61075246981239,0.149640213824701,-4.08147284878827,0.000337618892932666,ok,0.00118628401285763,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Albania,43,Male,25-29 years,30,-0.125244108875828,0.187494182118492,-0.667989307511832,0.509609598337428,ok,0.601950302123365,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Angola,168,Male,25-29 years,30,0.262884637414889,0.182335215959433,1.44176557464016,0.160460710216992,ok,0.23821821191461,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Armenia,33,Male,25-29 years,30,0.757475131314306,0.123379702174162,6.1393820698729,1.25880024277357e-06,ok,8.7407213272244e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Austria,75,Male,25-29 years,30,0.854642306609103,0.0981228325973317,8.7099228995591,1.85044368624103e-09,ok,2.74245243755722e-08,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Azerbaijan,34,Male,25-29 years,30,0.656191908250504,0.142604871128304,4.60146910171195,8.24023638093595e-05,ok,0.000348501704501047,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Belarus,57,Male,25-29 years,30,0.115480635866526,0.187717894605163,0.615181819023819,0.543402634945411,ok,0.630696230920577,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Benin,200,Male,25-29 years,30,0.720378014485707,0.1310746129181,5.49593852270864,7.16288161048394e-06,ok,4.05234476756253e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Botswana,193,Male,25-29 years,30,0.197794329571864,0.185248617036405,1.06772365017437,0.294764821876347,ok,0.392566974756978,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Bulgaria,45,Male,25-29 years,30,-0.449484785374543,0.168815561625783,-2.66257909546825,0.0127052988275412,ok,0.0271819718284471,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Burundi,175,Male,25-29 years,30,0.11798976002193,0.187662160023383,0.628734956515625,0.53461853858548,ok,0.624939172585554,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Côte d'Ivoire,205,Male,25-29 years,30,-0.536175508857279,0.159521138735999,-3.36115647810556,0.00225736709576253,ok,0.00611605397508161,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cabo Verde,203,Male,25-29 years,30,-0.115862726161614,0.18770948570734,-0.617244918257654,0.542060619603872,ok,0.629639830605119,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cameroon,202,Male,25-29 years,30,-0.171804351598942,0.186172276665964,-0.922824572356706,0.363982898111526,ok,0.464590611207499,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Chad,204,Male,25-29 years,30,0.217449372074807,0.1844601941752,1.17884171729904,0.248382068801547,ok,0.341144164199511,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Chile,98,Male,25-29 years,30,-0.728254660841828,0.129510775746123,-5.62312021255595,5.06920096771729e-06,ok,2.96959272906142e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Colombia,125,Male,25-29 years,30,-0.575892836736842,0.154497739303293,-3.72751626874172,0.000868121526806029,ok,0.00266901192815896,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Costa Rica,126,Male,25-29 years,30,0.00878969373472216,0.188974936101141,0.0465124842271032,0.963231946963493,ok,0.973335778574998,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Croatia,46,Male,25-29 years,30,0.807908493164192,0.111368735461651,7.25435634889099,6.74991504734277e-08,ok,6.53874452072199e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cuba,109,Male,25-29 years,30,0.569103171758313,0.155393691255311,3.66233125142306,0.00103093975043222,ok,0.0030954970168822,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Cyprus,77,Male,25-29 years,30,0.0235019301663292,0.188930038003344,0.124394884025341,0.901891383448948,ok,0.928393979756887,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Djibouti,177,Male,25-29 years,30,0.255713744606649,0.182699057861677,1.39964457178674,0.172602063509276,ok,0.252141514848429,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Ecuador,122,Male,25-29 years,30,0.29479129750641,0.180584180104706,1.63243146401576,0.113785876015897,ok,0.179531127399059,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of El Salvador,127,Male,25-29 years,30,0.113483106079992,0.18776139727956,0.604400626136294,0.550443893402948,ok,0.637588317408625,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Equatorial Guinea,172,Male,25-29 years,30,0.357366227354368,0.176502668893875,2.02470721600952,0.0525291929575981,ok,0.0914514262936497,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Estonia,58,Male,25-29 years,30,0.831111432655485,0.10509413917826,7.90825672253481,1.29707343836181e-08,ok,1.53001723953699e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Fiji,22,Male,25-29 years,30,0.0736130444255768,0.188469504893118,0.390583317270999,0.699061186320768,ok,0.770122043888317,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Finland,79,Male,25-29 years,30,0.824149793573161,0.107034226460731,7.6998715347892,2.1813334971114e-08,ok,2.44027889289753e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Ghana,207,Male,25-29 years,30,-0.398299400882135,0.173344989137777,-2.29772664824802,0.0292585566094216,ok,0.0557214027026217,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guatemala,128,Male,25-29 years,30,-0.691116641723306,0.136585633465014,-5.05995121295339,2.35405003444062e-05,ok,0.000114822018557525,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guinea,208,Male,25-29 years,30,0.553559531909137,0.157386222467504,3.51720451276116,0.00150744834069378,ok,0.00427459594891744,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guinea-Bissau,209,Male,25-29 years,30,0.148152790514049,0.186896720014682,0.79269871885612,0.43461896890015,ok,0.532412074936673,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Guyana,113,Male,25-29 years,30,-0.5241944843908,0.160937004371971,-3.2571408075873,0.00294545499944887,ok,0.00773851358946112,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Haiti,114,Male,25-29 years,30,0.149362618320406,0.186862325967587,0.79931905774476,0.430834310221901,ok,0.528896774460019,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Honduras,129,Male,25-29 years,30,0.0073552351353564,0.188977124514743,0.0389212988304442,0.969229324685005,ok,0.977870533526744,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Iceland,83,Male,25-29 years,30,0.72806678865691,0.129548494953877,5.62003278321466,5.11187444449879e-06,ok,2.98450851406091e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of India,163,Male,25-29 years,30,-0.817463856636956,0.108849969337261,-7.51000539195491,3.51958241084197e-08,ok,3.68758664676735e-07,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Indonesia,11,Male,25-29 years,30,-0.0493504019785763,0.188751966671358,-0.261456359098509,0.795654272275987,ok,0.846679661323449,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Iraq,143,Male,25-29 years,30,0.196302679403445,0.185305274967227,1.05934749800384,0.298494943526583,ok,0.395736634911629,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Italy,86,Male,25-29 years,30,0.700262461297142,0.134911675511116,5.19052527251018,1.6475291776519e-05,ok,8.43963247872496e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Kazakhstan,36,Male,25-29 years,30,-0.220900776721168,0.18431367351455,-1.19850455209841,0.240766610236329,ok,0.333058876864615,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Kenya,180,Male,25-29 years,30,-0.036902186046883,0.188853517371927,-0.195401105366802,0.846490028498065,ok,0.888507088023998,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Kiribati,23,Male,25-29 years,30,-0.451515732317005,0.168621887186162,-2.67768164531643,0.0122599890514742,ok,0.0263430248020524,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Korea,68,Male,25-29 years,30,-0.486593510437536,0.16510026775959,-2.94726057710631,0.00639756551445549,ok,0.015021501153779,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Latvia,59,Male,25-29 years,30,0.570695335262514,0.155185008746428,3.67751588811669,0.000990538548003268,ok,0.00298452448694643,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Liberia,210,Male,25-29 years,30,-0.603999408963866,0.150615963151712,-4.01019517669233,0.000408873440190658,ok,0.00139839555284142,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Lithuania,60,Male,25-29 years,30,-0.314574377910629,0.179388142700417,-1.75359626993841,0.0904419371328838,ok,0.146772408973721,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Madagascar,181,Male,25-29 years,30,0.0683374853397978,0.188540445461732,0.362455308580823,0.719733378371424,ok,0.786113271223929,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Malawi,182,Male,25-29 years,30,-0.0722732078399483,0.188488023817025,-0.383436604492749,0.704292050046511,ok,0.774395839904924,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
