location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
Republic of Ghana,207,Female,25-29 years,30,0.14713543981711,0.186925420799487,0.787134458158804,0.437815502697443,ok,0.520694157529058,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Guatemala,128,Female,25-29 years,30,0.0015939814988674,0.188981996423599,0.00843456799606733,0.993330077839465,ok,0.994494877824478,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Guinea,208,Female,25-29 years,30,0.333852307650827,0.17813945547121,1.87410647892534,0.0713857404109431,ok,0.117385371145164,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Guinea-Bissau,209,Female,25-29 years,30,0.534460241475574,0.159726580027276,3.3460945660034,0.00234640940419342,ok,0.00665596690686978,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Guyana,113,Female,25-29 years,30,0.467705545506537,0.167038438978923,2.7999875260182,0.00915541956888035,ok,0.0212381237892154,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Haiti,114,Female,25-29 years,30,-0.060953564508974,0.188630843464694,-0.323136786060032,0.748992584287772,ok,0.799971137145055,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Honduras,129,Female,25-29 years,30,-0.393789575316422,0.173712587994006,-2.2669029335399,0.0313125357599402,ok,0.0593074134437317,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Iceland,83,Female,25-29 years,30,0.730265563452624,0.129105743873996,5.65633674800203,4.63217885355521e-06,ok,2.65966825565057e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of India,163,Female,25-29 years,30,-0.611134931125315,0.149584435778218,-4.08555160131377,0.000333933890048234,ok,0.00121392319778541,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Indonesia,11,Female,25-29 years,30,-0.238962356940364,0.183507200322485,-1.30219608015612,0.203459938705281,ok,0.276814071176898,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Iraq,143,Female,25-29 years,30,0.212943897201508,0.18464782083011,1.1532434893853,0.258560501089044,ok,0.336215904678217,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Italy,86,Female,25-29 years,30,0.455513702818864,0.16823742433837,2.70756464924656,0.0114214873075063,ok,0.0252627661702212,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Kazakhstan,36,Female,25-29 years,30,-0.0144299678988865,0.18896256016418,-0.0763641638129217,0.939672422361962,ok,0.953697383889752,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Kenya,180,Female,25-29 years,30,-0.269449384626831,0.181992643996185,-1.48055096464491,0.149891919029417,ok,0.215874242190207,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Kiribati,23,Female,25-29 years,30,0.391074747556647,0.173931487109098,2.24844134927304,0.0326043291276565,ok,0.0611338767900456,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Korea,68,Female,25-29 years,30,-0.447780966810675,0.168977196872631,-2.64994907655023,0.0130892393067261,ok,0.0282649326997049,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Latvia,59,Female,25-29 years,30,0.212021362886842,0.184685731299687,1.14801160541632,0.260677830992236,ok,0.33858828385059,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Liberia,210,Female,25-29 years,30,0.0308628285051544,0.188892210931513,0.163388571466001,0.871386112173445,ok,0.900735331450821,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Lithuania,60,Female,25-29 years,30,-0.0559999075119219,0.188685680654992,-0.296789387077637,0.768817822584991,ok,0.817620425858555,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Madagascar,181,Female,25-29 years,30,0.172708598294515,0.186142393658644,0.927830543595759,0.361425085539682,ok,0.444475956259439,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Malawi,182,Female,25-29 years,30,-0.388709543100995,0.174120739215865,-2.23241381153968,0.03376460571344,ok,0.0627186141479433,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Maldives,14,Female,25-29 years,30,0.930874733906698,0.069042489447269,13.4826357125731,9.09623974388992e-14,ok,3.3559318544479e-12,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Mali,211,Female,25-29 years,30,0.523577571012236,0.16100870951741,3.2518586887725,0.00298531091890417,ok,0.00813399892841387,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Malta,88,Female,25-29 years,30,-0.291105014964588,0.180797624654757,-1.61011526296581,0.118590511746133,ok,0.177348811873906,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Mauritius,183,Female,25-29 years,30,0.685346027568646,0.137620184163292,4.97998190988797,2.92937684108077e-05,ok,0.000136914809769112,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Moldova,61,Female,25-29 years,30,-0.737217959367672,0.127686793195829,-5.77364299718158,3.37080993824644e-06,ok,1.99828527621174e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Mozambique,184,Female,25-29 years,30,0.405235338918479,0.172769904796155,2.3455204157032,0.0263145164480059,ok,0.0509540720500751,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Namibia,195,Female,25-29 years,30,-0.170923367916087,0.186201235447434,-0.917949698375334,0.366485167249551,ok,0.449901083193431,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Nauru,369,Female,25-29 years,30,0.548719340798029,0.15799040262829,3.47311818736877,0.00169049611778565,ok,0.00500225301747494,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Nicaragua,131,Female,25-29 years,30,0.10757393879626,0.187885589017422,0.572550238466053,0.571518502443907,ok,0.643723990411,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Niue,374,Female,25-29 years,30,0.497513259408542,0.163933845184214,3.03484163901288,0.00515253551371303,ok,0.0128553907637099,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Palau,380,Female,25-29 years,30,0.319338291126755,0.179087274795224,1.78314339470462,0.085408275432361,ok,0.135479368105298,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Panama,132,Female,25-29 years,30,0.356028016730814,0.176599228612488,2.01602249074398,0.0534838520891804,ok,0.0926020963780717,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Paraguay,136,Female,25-29 years,30,0.385923501596892,0.174341931161889,2.21360116309904,0.0351738822148818,ok,0.064919118425338,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Peru,123,Female,25-29 years,30,0.148132910638324,0.186897282788646,0.792589964006275,0.434681309505718,ok,0.517499066723594,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Poland,51,Female,25-29 years,30,0.0926041680139395,0.188170180200421,0.492129879002648,0.626464074942865,ok,0.693449540983675,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Rwanda,185,Female,25-29 years,30,0.109606412228091,0.187843631246699,0.583498154825074,0.564229040256105,ok,0.637792148503316,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of San Marino,396,Female,25-29 years,30,-0.185517806184697,0.185701675466364,-0.999009867405853,0.326345675580615,ok,0.407110360760278,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Senegal,216,Female,25-29 years,30,-0.372396890992113,0.175389419331812,-2.1232574485442,0.0427050301113624,ok,0.076419527567701,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Serbia,53,Female,25-29 years,30,-0.302123231060025,0.180150884504178,-1.67705660669692,0.104662375836214,ok,0.160109889457429,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Seychelles,186,Female,25-29 years,30,0.173635653960579,0.186111588999112,0.93296529729488,0.358813844517474,ok,0.441577861173386,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Sierra Leone,217,Female,25-29 years,30,-0.276383113064691,0.18162091356259,-1.5217581920677,0.139284069162561,ok,0.202023066439047,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Singapore,69,Female,25-29 years,30,0.490070981935151,0.164732513993478,2.97494993583692,0.00597596829919437,ok,0.0146103098352891,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Slovenia,55,Female,25-29 years,30,0.804961317284293,0.112128318978738,7.17892968177761,8.19202983096687e-08,ok,7.2289973164868e-07,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of South Africa,196,Female,25-29 years,30,-0.513722893817836,0.16213847568926,-3.16842064558687,0.00368792169136883,ok,0.0096842006236084,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of South Sudan,435,Female,25-29 years,30,0.125706293556967,0.187483135218703,0.670493873544026,0.508036113627629,ok,0.587485575878832,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Sudan,522,Female,25-29 years,30,-0.353697777444245,0.176766379543231,-2.00093353927489,0.0551788367655766,ok,0.0949299984597249,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Suriname,118,Female,25-29 years,30,0.221202016925499,0.184300770065449,1.20022296622497,0.240109389989505,ok,0.316014939082961,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Tajikistan,39,Female,25-29 years,30,0.524359611251241,0.160917791576991,3.25855585086352,0.00293486503897179,ok,0.00802057679681181,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Trinidad and Tobago,119,Female,25-29 years,30,-0.232305185739359,0.183812239282236,-1.26381783197072,0.216716395203145,ok,0.290349391772661,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Tunisia,154,Female,25-29 years,30,0.306439930533895,0.179890300796106,1.70348222876799,0.0995541357929373,ok,0.153609191259328,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Turkey,155,Female,25-29 years,30,-0.0739995697738702,0.18846409886172,-0.392645443990716,0.697554644484049,ok,0.758820422544129,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Uganda,190,Female,25-29 years,30,0.914762658112543,0.0763472516398583,11.9816056041889,1.54461930525586e-12,ok,3.91002901505645e-11,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Uzbekistan,41,Female,25-29 years,30,-0.213217251694107,0.18463655453543,-1.15479435927837,0.25793528898036,ok,0.335654627461122,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Vanuatu,30,Female,25-29 years,30,-0.307461448641565,0.179828038652727,-1.70975255552509,0.0983732917443489,ok,0.152223366426963,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Yemen,157,Female,25-29 years,30,-0.582251163479925,0.153644253138108,-3.78960586932302,0.000736529485556874,ok,0.00241654139632095,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Zambia,191,Female,25-29 years,30,0.347149322501658,0.177229406207105,1.95875690118823,0.0601692780324652,ok,0.102037680301511,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Zimbabwe,198,Female,25-29 years,30,-0.14647853612827,0.186943845508075,-0.783542971046578,0.439886277818831,ok,0.522977583639254,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Congo,170,Female,25-29 years,30,0.112591702678736,0.187780562329688,0.599591892163249,0.553599712783884,ok,0.628439870354995,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Gambia,206,Female,25-29 years,30,-0.0675566935980718,0.18855049467205,-0.358294968759295,0.722809837649166,ok,0.779932954874707,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Marshall Islands,24,Female,25-29 years,30,-0.0391994118596891,0.188836986210504,-0.207583337598874,0.83705673715561,ok,0.872269460473454,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Niger,213,Female,25-29 years,30,0.202913837503806,0.185050762779672,1.09653067329099,0.282188234489198,ok,0.360690038412429,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Philippines,16,Female,25-29 years,30,-0.223194470601972,0.184214958704373,-1.21159797321429,0.235792525062002,ok,0.311356933641789,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of the Union of Myanmar,15,Female,25-29 years,30,-0.262870186807313,0.182335960022768,-1.44168043854042,0.160484546595611,ok,0.22800508299614,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Romania,52,Female,25-29 years,30,-0.0170963094468298,0.188954616263431,-0.0904783899166293,0.928551221234156,ok,0.945543420751916,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Russian Federation,62,Female,25-29 years,30,-0.335835173559391,0.178006293648802,-1.88664775090469,0.0696174919077124,ok,0.114749744266134,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Saint Kitts and Nevis,393,Female,25-29 years,30,0.472470337926398,0.166558846291174,2.83665712417602,0.00837938974330104,ok,0.0197550806456615,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Saint Lucia,116,Female,25-29 years,30,0.304647047543949,0.179999025436127,1.69249276103472,0.101652446691139,ok,0.156278721428609,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Saint Vincent and the Grenadines,117,Female,25-29 years,30,0.41521592719502,0.171921466062226,2.41514882757419,0.0225066290638238,ok,0.0444746379449236,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Slovak Republic,54,Female,25-29 years,30,0.0176276643565839,0.188952872568167,0.0932913277104297,0.926336471237059,ok,0.944030232809321,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Socialist Republic of Viet Nam,20,Female,25-29 years,30,-0.290732936731934,0.180819005746791,-1.60786713504586,0.119083696503924,ok,0.177779707049337,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Solomon Islands,28,Female,25-29 years,30,-0.326610746254637,0.178618250190474,-1.82854073369517,0.0781403977869533,ok,0.126690462611105,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Eritrea,178,Female,25-29 years,30,-0.325868117656802,0.178666685868128,-1.82388852221349,0.0788599665873844,ok,0.127558938491161,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Israel,85,Female,25-29 years,30,0.570445461727679,0.155217816447254,3.67512876282168,0.00099678602991565,ok,0.00313120828962633,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Kuwait,145,Female,25-29 years,30,0.110782651873511,0.187818986188818,0.589837343505514,0.56002988797546,ok,0.634493188990165,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Libya,147,Female,25-29 years,30,0.0625740282947399,0.188611892802481,0.331760777992239,0.742540474142728,ok,0.793813305896109,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
State of Qatar,151,Female,25-29 years,30,0.354467812531849,0.17671128287598,2.00591499740638,0.0546141072195079,ok,0.09427661714149,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Sultanate of Oman,150,Female,25-29 years,30,0.110181520821813,0.18783161460557,0.586597315117503,0.562174124240199,ok,0.636261138028843,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Swiss Confederation,94,Female,25-29 years,30,0.697901370241086,0.135347921697012,5.15635084374179,1.80877238375724e-05,ok,8.89762074733347e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Syrian Arab Republic,153,Female,25-29 years,30,-0.0311304048954902,0.188890642766337,-0.164806495650498,0.870280346855161,ok,0.89986053753539,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Taiwan (Province of China),8,Female,25-29 years,30,0.886537308050226,0.0874339753828688,10.1395058862201,7.08244196569854e-11,ok,1.23426677070565e-09,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Togolese Republic,218,Female,25-29 years,30,0.352884057766586,0.176824453077681,1.99567453270482,0.0557805916268032,ok,0.0957185016139305,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Tokelau,413,Female,25-29 years,30,0.406811489399565,0.172637565446527,2.3564482524261,0.0256804283475295,ok,0.050089834369647,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Turkmenistan,40,Female,25-29 years,30,0.0263493858409898,0.188916620862391,0.139476271175647,0.890072220907891,ok,0.916227504336173,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Tuvalu,416,Female,25-29 years,30,0.444696004943581,0.169267905065484,2.62717261592824,0.0138090772443484,ok,0.0296585105913422,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Ukraine,63,Female,25-29 years,30,0.00391233226939612,0.188980790185538,0.0207022749008248,0.983629980465852,ok,0.988761962972631,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Union of the Comoros,176,Female,25-29 years,30,0.017667521777784,0.18895273961971,0.0935023319235383,0.926170362349556,ok,0.944030232809321,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Arab Emirates,156,Female,25-29 years,30,-0.10648650672161,0.187907711379647,-0.566695778154975,0.575435876986781,ok,0.647505393053263,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Kingdom of Great Britain and Northern Ireland,95,Female,25-29 years,30,0.533273532663437,0.159868175534078,3.33570787858126,0.00240977646038456,ok,0.00679439411757208,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Mexican States,130,Female,25-29 years,30,-0.63352184225142,0.146220244273391,-4.33265479345602,0.000171246016140267,ok,0.00066728222918477,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United Republic of Tanzania,189,Female,25-29 years,30,-0.142684334814012,0.187048616732072,-0.762819513487197,0.451950214867923,ok,0.535484572996911,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United States Virgin Islands,422,Female,25-29 years,30,0.436940466562095,0.169987712652635,2.57042382501475,0.0157658073880342,ok,0.0330967433545416,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
United States of America,102,Female,25-29 years,30,0.642049786986973,0.144885677965913,4.43142342294196,0.000130949196499592,ok,0.000528674986566455,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
American Samoa,298,Female,30-34 years,30,0.340197111568279,0.177710230158195,1.91433611483954,0.0658473584841276,ok,0.109735050083111,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Antigua and Barbuda,105,Female,30-34 years,30,0.368357875169949,0.175693775379644,2.09659035656779,0.0451876452765223,ok,0.0799544662341731,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Arab Republic of Egypt,141,Female,30-34 years,30,0.394978658598945,0.173616146719811,2.27501108659195,0.0307599583483643,ok,0.0584843944912979,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Argentine Republic,97,Female,30-34 years,30,0.595028508040856,0.151885891686898,3.91760223041298,0.00052387272013652,ok,0.00178817971794631,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Australia,71,Female,30-34 years,30,-0.656133746379455,0.142614428600593,-4.60075290289897,8.25635051096873e-05,ok,0.000346646774479898,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Barbados,107,Female,30-34 years,30,0.21413473323273,0.184598629853233,1.16000174759141,0.25584408919912,ok,0.333234205658165,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Belize,108,Female,30-34 years,30,0.512631121205244,0.162261840154805,3.15928329615991,0.00377385684060946,ok,0.00985522253255543,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Bermuda,305,Female,30-34 years,30,-0.273505334501768,0.181776435687895,-1.50462480720751,0.143618354842261,ok,0.207701607419918,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Bolivarian Republic of Venezuela,133,Female,30-34 years,30,0.138862076931351,0.187151325668973,0.741977522387235,0.464279879206188,ok,0.548780716116925,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Bosnia and Herzegovina,44,Female,30-34 years,30,-0.419711770432207,0.17153113313422,-2.44685476486529,0.0209458062518059,ok,0.0420370694914716,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Brunei Darussalam,66,Female,30-34 years,30,-0.24464731272757,0.183239469817814,-1.33512344786203,0.192590079368734,ok,0.264411082838784,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Burkina Faso,201,Female,30-34 years,30,0.0536009162395294,0.188710562746449,0.284037710764221,0.778471393845834,ok,0.82535579145746,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Canada,101,Female,30-34 years,30,0.205976432692879,0.184929881419873,1.11380827755586,0.274831668548035,ok,0.35300600982392,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Central African Republic,169,Female,30-34 years,30,0.546436469839077,0.158272728499824,3.45249920828708,0.00178333039781444,ok,0.00523230949206469,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Commonwealth of Dominica,110,Female,30-34 years,30,0.486630761857319,0.165096346504329,2.94755621284787,0.00639291878228381,ok,0.0154714880230009,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Commonwealth of the Bahamas,106,Female,30-34 years,30,0.354254126235862,0.176726586047171,2.00453216553001,0.0547703621337122,ok,0.0944804546717418,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Cook Islands,320,Female,30-34 years,30,0.369489253745316,0.175608909162899,2.10404617571293,0.0444809254371988,ok,0.078905293819031,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Czech Republic,47,Female,30-34 years,30,-0.0361618340055763,0.188858632103614,-0.19147567470327,0.849534699797857,ok,0.881827697964372,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic People's Republic of Korea,7,Female,30-34 years,30,-0.526119622340833,0.160712492068016,-3.27366974135509,0.00282401465536235,ok,0.00779588260041639,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Republic of Sao Tome and Principe,215,Female,30-34 years,30,0.449933862423511,0.168772831200982,2.66591405276428,0.0126056863229393,ok,0.027322825104971,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Republic of Timor-Leste,19,Female,30-34 years,30,-0.187869090721357,0.18561723333935,-1.01213172581821,0.320141933979027,ok,0.400235121499375,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Republic of the Congo,171,Female,30-34 years,30,-0.224676956063949,0.184150585256996,-1.22007190881525,0.232614443947836,ok,0.308020958996218,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Democratic Socialist Republic of Sri Lanka,17,Female,30-34 years,30,-0.434116870593298,0.170245887580527,-2.54994042301292,0.0165331071773423,ok,0.03447794088456,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Dominican Republic,111,Female,30-34 years,30,0.26065933284575,0.182449279860029,1.42866737016294,0.164161222765177,ok,0.232466770334681,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Eastern Republic of Uruguay,99,Female,30-34 years,30,-0.129923524414852,0.187380426425153,-0.693367641933229,0.493790902148749,ok,0.573882992175557,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federal Democratic Republic of Ethiopia,179,Female,30-34 years,30,0.583641724261167,0.153455709955378,3.80332360673239,0.000710202414423369,ok,0.00234123761712951,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federal Democratic Republic of Nepal,164,Female,30-34 years,30,-0.37136941230765,0.175467208943343,-2.11646047454691,0.0433259921993202,ok,0.0772914305284169,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federal Republic of Germany,81,Female,30-34 years,30,-0.801823761096999,0.112928336337106,-7.10028844048008,1.0031804450566e-07,ok,8.67588474677378e-07,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federal Republic of Nigeria,214,Female,30-34 years,30,-0.916963655298192,0.0753983835707227,-12.1615824089663,1.08587522141574e-12,ok,2.8528903544468e-11,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federal Republic of Somalia,187,Female,30-34 years,30,0.0413506628706716,0.188820599160019,0.218994447929002,0.828242883209091,ok,0.865947036167961,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federated States of Micronesia,25,Female,30-34 years,30,-0.535414755987965,0.159612369627879,-3.35446906299451,0.00229649151271469,ok,0.00654415165661015,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Federative Republic of Brazil,135,Female,30-34 years,30,0.746453949416911,0.125755786773966,5.93574235083584,2.17574315784008e-06,ok,1.36456223119198e-05,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
French Republic,80,Female,30-34 years,30,0.51164727648377,0.162372704478082,3.15106703511757,0.00385276347738675,ok,0.0100010357332165,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Gabonese Republic,173,Female,30-34 years,30,-0.190738977106599,0.185512672132846,-1.02817222626177,0.312669393220575,ok,0.392591403218304,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Georgia,35,Female,30-34 years,30,0.383501054259797,0.174532737553489,2.19730154717974,0.0364374489384195,ok,0.0669306530288341,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
