location_name,longitude,latitude,analysis,outcome,exposure,bandwidth_km,local_beta,local_se,local_t,ISO3,small_island_excluded
Republic of Zimbabwe,31.0522,-17.8292,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.0904307097751785,0.159062501753118,-0.568523120021943,ZWE,FALSE
Republic of the Congo,15.2667,-4.2667,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.0848955138559856,0.10579015603085,0.802489731003222,COG,FALSE
Republic of the Gambia,-16.5786,13.4581,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.249698824081481,0.126386272591682,1.97567994499044,GMB,FALSE
Republic of the Marshall Islands,171.3833,7.0833,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.117238176500097,0.665632237516311,-0.176130556623205,MHL,TRUE
Republic of the Niger,2.1175,13.515,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.234082021784623,0.086339843748333,2.71117031977653,NER,FALSE
Republic of the Philippines,120.9772,14.5958,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.554802439679505,0.243537990217335,2.27809402214577,PHL,FALSE
Republic of the Union of Myanmar,96.16,16.795,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.502708337551549,0.144075719301993,3.48919540354912,MMR,FALSE
Romania,26.1039,44.4325,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.206852645116431,0.0766274849006186,2.69945758215484,ROU,FALSE
Russian Federation,37.6175,55.7506,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.217166709800398,0.0945044668137634,2.29795180188002,RUS,FALSE
Saint Kitts and Nevis,-62.7333,17.3,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.110000566626732,0.42058599764,0.261541200239593,KNA,TRUE
Saint Lucia,-60.9894,14.0108,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.319005412407552,0.407148770130219,0.783510686537316,LCA,TRUE
Saint Vincent and the Grenadines,-61.1928,13.1308,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.360673362800643,0.411811897018577,0.875820648727817,VCT,TRUE
Slovak Republic,17.1128,48.1447,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.211445977208205,0.0777725868119884,2.71877258910477,SVK,FALSE
Socialist Republic of Viet Nam,106.7019,10.7756,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.666438009079439,0.193320258372573,3.44732629001074,VNM,FALSE
Solomon Islands,159.95,-9.4333,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.554735244248115,0.591994990124465,-0.937060707441939,SLB,TRUE
State of Eritrea,38.9411,15.3358,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.122024642575019,0.085983681976764,1.41916047056457,ERI,FALSE
State of Israel,35.2256,31.7789,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.170664329555053,0.0775900907389724,2.19956347427406,ISR,FALSE
State of Kuwait,47.9783,29.3697,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.125523774258472,0.085259766587233,1.47225097232753,KWT,FALSE
State of Libya,13.1914,32.8872,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.222124379391967,0.0729554742505278,3.04465678105519,LBY,FALSE
State of Qatar,51.5333,25.2867,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.118284460284246,0.0884419099025084,1.33742544020854,QAT,FALSE
Sultanate of Oman,58.5911,23.614,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.134315587081151,0.0924007734228806,1.45361972747179,OMN,FALSE
Swiss Confederation,8.5411,47.3744,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.199525215053955,0.0779131225235444,2.56086790763213,CHE,FALSE
Syrian Arab Republic,36.2981,33.502,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.168912472038345,0.0781225142343475,2.16214843689811,SYR,FALSE
Taiwan (Province of China),120.6794,24.1439,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.540635146952836,0.199402262434287,2.71127890101549,TWN,FALSE
Togolese Republic,1.2153,6.1308,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.20782758698236,0.0906653215283669,2.29225004090827,TGO,FALSE
Tokelau,-172.51591,-8.54212,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-1.00453238747901,1.3047314024504,-0.769915084125678,TKL,TRUE
Turkmenistan,58.38,37.9375,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.110326764569321,0.0893299441873804,1.23504795142262,TKM,FALSE
Tuvalu,179.2,-8.5167,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.860049821638955,1.03802576583712,-0.828543808780477,TUV,TRUE
Ukraine,30.5233,50.45,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.214630109672003,0.0843634236212182,2.54411331900975,UKR,FALSE
Union of the Comoros,44.3939,-12.1675,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.074221391129575,0.154223639241817,-0.481258200717197,COM,TRUE
United Arab Emirates,55.2972,25.2631,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.120943500027908,0.0901477569062912,1.34161408090974,ARE,FALSE
United Kingdom of Great Britain and Northern Ireland,-0.1275,51.5072,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.174186016338788,0.0845150560830895,2.06100574751486,GBR,FALSE
United Mexican States,-99.1333,19.4333,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.451745798540844,0.638775416508514,-0.707205986432671,MEX,FALSE
United Republic of Tanzania,39.2803,-6.8161,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-0.0279064822318722,0.126860053913978,-0.219978483146437,TZA,FALSE
United States Virgin Islands,-64.9331,18.342,Full 204: IHD association with DD,DD,IHD,1996.26309064423,0.0124064614318519,0.445243048071173,0.0278644697218691,VIR,TRUE
United States of America,-73.9249,40.6943,Full 204: IHD association with DD,DD,IHD,1996.26309064423,-1.01977374938419,0.502235773567098,-2.0304681646656,USA,FALSE
American Samoa,-170.7046,-14.274,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.168266212868692,0.816050337713311,-0.206195874313585,ASM,TRUE
Antigua and Barbuda,-61.85,17.1167,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0717777437437628,0.197355866050892,0.363697037134197,ATG,TRUE
Arab Republic of Egypt,31.2358,30.0444,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.381684043087037,0.114977500612059,3.31964115635859,EGY,FALSE
Argentine Republic,-58.3814,-34.6036,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.38220685386724,0.638371547329575,-0.598721630790221,ARG,FALSE
Australia,144.9631,-37.8142,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0548875063271865,0.772793872006425,0.0710247691078096,AUS,FALSE
Barbados,-59.6131,13.0969,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0644827307582943,0.192011582891057,0.335827296392219,BRB,TRUE
Belize,-88.1886,17.4986,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.155795945202174,0.420167153551976,-0.370795155892406,BLZ,TRUE
Bermuda,-64.7819,32.2942,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.363432194427967,0.274852347136677,-1.32228157486769,BMU,FALSE
Bolivarian Republic of Venezuela,-66.9036,10.4806,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.096490193253007,0.181808758217584,0.530723570189783,VEN,FALSE
Bosnia and Herzegovina,18.4131,43.8564,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.281914838465313,0.0915746890115254,3.0785235692128,BIH,FALSE
Brunei Darussalam,114.9422,4.8903,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.303527844130921,0.492348646192473,0.616489649109876,BRN,FALSE
Burkina Faso,-1.5275,12.3686,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0181525553231355,0.183892269257415,0.0987129877533094,BFA,FALSE
Canada,-79.3733,43.7417,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.217353724411941,0.409868360452248,-0.530301300085991,CAN,FALSE
Central African Republic,18.5628,4.3733,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.00467658115585928,0.154863579486156,-0.0301980696260307,CAF,FALSE
Commonwealth of Dominica,-61.3883,15.3014,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0708177453696262,0.193109160569915,0.366723904555459,DMA,TRUE
Commonwealth of the Bahamas,-77.3503,25.0442,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.228808827635799,0.272196395202848,-0.840601975883201,BHS,TRUE
Cook Islands,-159.771,-21.207,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.170539668042248,1.05516887121275,-0.161623103841416,COK,TRUE
Czech Republic,14.4214,50.0875,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.266746522602928,0.100833460088741,2.64541673337572,CZE,FALSE
Democratic People's Republic of Korea,125.7475,39.0167,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.881450464683022,0.397690047010956,2.21642575998071,PRK,FALSE
Democratic Republic of Sao Tome and Principe,6.7306,0.3361,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.030974257323992,0.179163193737028,-0.172882926888741,STP,TRUE
Democratic Republic of Timor-Leste,125.5795,-8.5594,Full 204: DD association with IHD,IHD,DD,942.565312830121,1.04488685759698,0.676200453575494,1.54523241159039,TLS,FALSE
Democratic Republic of the Congo,15.3119,-4.3219,Full 204: DD association with IHD,IHD,DD,942.565312830121,-4.1925231262488e-4,0.14850219932526,-0.00282320608401638,COD,FALSE
Democratic Socialist Republic of Sri Lanka,79.8333,6.9167,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.43527685936219,0.219488720930654,1.98313998786166,LKA,FALSE
Dominican Republic,-70.6889,19.4572,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0571117172704913,0.216099060427299,0.264284893962809,DOM,TRUE
Eastern Republic of Uruguay,-56.1842,-34.9056,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.373848749332225,0.638022488858234,-0.585949172420617,URY,FALSE
Federal Democratic Republic of Ethiopia,38.74,9.03,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.186131989255285,0.197836750465185,-0.940836264332192,ETH,FALSE
Federal Democratic Republic of Nepal,85.32,27.71,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.227633586674991,0.207435123164276,1.09737243723532,NPL,FALSE
Federal Republic of Germany,13.405,52.52,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.254307115880983,0.109504315290627,2.32234789292135,DEU,FALSE
Federal Republic of Nigeria,3.3841,6.455,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0327772782278463,0.176220261814008,-0.186001756497451,NGA,FALSE
Federal Republic of Somalia,45.3419,2.0392,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.23561927819327,0.202786767983945,-1.16190657080705,SOM,FALSE
Federated States of Micronesia,151.8583,7.4417,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.103988664066029,1.66420719609995,-0.0624854070513127,FSM,TRUE
Federative Republic of Brazil,-46.6339,-23.5504,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.25264992082599,0.808888707700648,-0.312342005050576,BRA,FALSE
French Republic,2.3522,48.8567,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.17122011656671,0.109817327932807,1.55913570098403,FRA,FALSE
Gabonese Republic,9.4544,0.3901,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0224461394322935,0.177968317015166,-0.126124356339116,GAB,FALSE
Georgia,44.7925,41.7225,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.299239702228441,0.112889944817677,2.65072059971089,GEO,FALSE
Grand Duchy of Luxembourg,6.1319,49.6117,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.19169808382938,0.105762871477127,1.81252722389292,LUX,FALSE
Greenland,-51.7361,64.1767,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0127454292174469,0.198883047709116,-0.0640850457807152,GRL,FALSE
Grenada,-61.75,12.05,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0708048345994631,0.18901300321251,0.374602981784572,GRD,TRUE
Guam,144.7332,13.4692,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.120800009491708,1.87371937177078,-0.0644707053316871,GUM,TRUE
Hashemite Kingdom of Jordan,35.9328,31.9497,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.344800994136453,0.11898825633929801,2.89777331599216,JOR,FALSE
Hellenic Republic,23.7281,37.9842,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.276835163701486,0.0930897410864938,2.97385254777179,GRC,FALSE
Hungary,19.0408,47.4983,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.303269474318531,0.0939960480608859,3.22640664767192,HUN,FALSE
Independent State of Papua New Guinea,147.14940000000001,-9.4789,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.20082478227975,0.839118240472075,-0.239328348012992,PNG,TRUE
Independent State of Samoa,-171.75,-13.8333,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.167657972146843,0.817678901781048,-0.205041333195286,WSM,TRUE
Ireland,-6.2603,53.3497,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0408807472015717,0.149696405795951,0.273091040390747,IRL,FALSE
Islamic Republic of Afghanistan,69.1783,34.5253,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0711978188707831,0.24561943990565,0.289870455278835,AFG,FALSE
Islamic Republic of Iran,51.3897,35.6889,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.197245672214729,0.142138594290847,1.38769961247204,IRN,FALSE
Islamic Republic of Mauritania,-15.9785,18.0858,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0955910469565529,0.274864012573076,0.347775782146594,MRT,FALSE
Islamic Republic of Pakistan,67.01,24.86,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.543239021907327,0.235813577183533,2.30368000178602,PAK,FALSE
Jamaica,-76.7931,17.9714,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0172275681036016,0.244199817262369,0.0705470147223423,JAM,TRUE
Japan,139.7495,35.687,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.658262972874692,0.653647410980267,1.00706124099459,JPN,FALSE
Kingdom of Bahrain,50.5875,26.2233,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.233381383882607,0.151115554881387,1.54439021228352,BHR,TRUE
Kingdom of Belgium,4.3525,50.8467,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.16855466898901,0.111419942689457,1.51278725262672,BEL,FALSE
Kingdom of Bhutan,89.6361,27.4722,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.434556013525326,0.199857043307222,2.17433424579049,BTN,FALSE
Kingdom of Cambodia,104.921,11.5696,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.323797995899058,0.264188700701698,1.22563150898973,KHM,FALSE
Kingdom of Denmark,12.5615,55.6805,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.232929248882599,0.123934374446636,1.87945636489168,DNK,FALSE
Kingdom of Eswatini,31.388,-26.495,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0318692707210906,0.195756041650387,-0.162800955987902,SWZ,FALSE
Kingdom of Lesotho,27.48,-29.31,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0256266596394634,0.207013245031659,-0.123792367177009,LSO,FALSE
Kingdom of Morocco,-7.5833,33.5333,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.401405181888866,0.142129114944731,2.82422909651523,MAR,FALSE
Kingdom of Norway,10.7389,59.9133,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.179516304914217,0.143633866340452,1.24981878917548,NOR,FALSE
Kingdom of Saudi Arabia,46.71,24.65,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.280837808620892,0.146378734813459,1.91856972243122,SAU,FALSE
Kingdom of Spain,-3.7033,40.4169,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.178771113280877,0.116930829108332,1.52886210286983,ESP,FALSE
Kingdom of Sweden,18.0547,59.3275,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.248687524411958,0.149118685417746,1.66771537527492,SWE,FALSE
Kingdom of Thailand,100.4942,13.7525,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.381659231242041,0.206264491487074,1.85033899189555,THA,FALSE
Kingdom of Tonga,-175.2,-21.1333,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.17679736807254,0.693552150502109,-0.254915752109693,TON,TRUE
Kingdom of the Netherlands,5.0911,51.5572,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.169679544428883,0.1124052305664,1.5095342411904,NLD,FALSE
Kyrgyz Republic,74.5667,42.8667,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.241742882618999,0.293153321604328,-0.824629519106327,KGZ,FALSE
Lao People's Democratic Republic,102.63,17.98,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.358713973730666,0.198260950429019,1.80930219972435,LAO,FALSE
Lebanese Republic,35.5058,33.8981,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.320368964082163,0.112217270662026,2.8548989134395,LBN,FALSE
Malaysia,101.698,3.1686,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.448357135611457,0.43964309355908,1.0198207186239,MYS,FALSE
Mongolia,106.9055,47.9214,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.80134291507514,0.36302450253622,2.20740723966749,MNG,FALSE
Montenegro,19.2628,42.4414,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.280338136558185,0.0915689608170708,3.06149741196935,MNE,FALSE
New Zealand,174.7653,-36.8492,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.231405554705893,0.450844919098448,-0.513270849694023,NZL,FALSE
North Macedonia,21.4317,41.9961,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.288803039585977,0.0909271034426972,3.17620410912993,MKD,FALSE
Northern Mariana Islands,145.7546,15.2137,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0514015940970564,1.95970607262164,-0.0262292365243798,MNP,TRUE
Palestine,34.456,31.5069,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.354479137025144,0.117638231308938,3.0132987641936,PSE,FALSE
People's Democratic Republic of Algeria,3.0872,36.7325,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.298382187587338,0.113312446368533,2.63326931109484,DZA,FALSE
People's Republic of Bangladesh,90.3944,23.7289,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.456370869951962,0.219989935382507,2.07450795036804,BGD,FALSE
People's Republic of China,113.26,23.13,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.154046713905617,0.242593379737302,0.634999661047758,CHN,FALSE
Plurinational State of Bolivia,-63.1975,-17.7892,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0112965891421772,0.295059381413892,-0.0382858158518641,BOL,FALSE
Portuguese Republic,-9.134,38.7122,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0915806965481815,0.136151541982449,0.672637968066397,PRT,FALSE
Principality of Andorra,1.5,42.5,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.209094689095033,0.106183547141344,1.96918161734323,AND,FALSE
Principality of Monaco,7.4167,43.7333,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.229910764025359,0.0997456483806286,2.30497036971499,MCO,FALSE
Puerto Rico,-66.061,18.3985,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0778371857508039,0.2048998650369,0.379879146024749,PRI,TRUE
Republic of Albania,19.8186,41.3272,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.278045675533508,0.0918793929802399,3.02620279166739,ALB,FALSE
Republic of Angola,13.2344,-8.8383,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.00118170650017925,0.152712382730532,-0.00773811840958846,AGO,FALSE
Republic of Armenia,44.5144,40.1814,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.289122952992693,0.115134021206217,2.51118609394215,ARM,FALSE
Republic of Austria,16.3725,48.2083,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.28237142404207,0.095839588772349,2.94629210808486,AUT,FALSE
Republic of Azerbaijan,49.8352,40.3667,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.213896757113543,0.13471409902521,1.58778300609438,AZE,FALSE
Republic of Belarus,27.5586,53.9006,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.365989964359449,0.123989167847255,2.95178982740105,BLR,FALSE
Republic of Benin,2.4333,6.3667,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0340441373730869,0.176688954873267,-0.192678356140063,BEN,FALSE
Republic of Botswana,25.9086,-24.6569,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0225324947089682,0.191849836116648,-0.117448600244141,BWA,FALSE
Republic of Bulgaria,23.3217,42.6979,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.303726275861335,0.0902615118966014,3.36495887869979,BGR,FALSE
Republic of Burundi,29.3667,-3.3833,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.144033994630675,0.170461718228222,-0.844963878856575,BDI,FALSE
Republic of Cabo Verde,-24.988,16.886,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0629061904290182,0.308093487845957,0.204178903192107,CPV,TRUE
Republic of Cameroon,9.7,4.05,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.018845580514329,0.176405429321852,-0.10683106856051,CMR,FALSE
Republic of Chad,15.0447,12.1053,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0290296586483034,0.16051560970028,0.180852558218535,TCD,FALSE
Republic of Chile,-70.6506,-33.4372,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.346479709964595,0.515824988580318,-0.671700126273827,CHL,FALSE
Republic of Colombia,-74.0722,4.7111,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.153580170410493,0.222736659937129,0.689514561517819,COL,FALSE
Republic of Costa Rica,-84.08,9.9325,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0236264466308506,0.316426595431535,0.074666437562334,CRI,FALSE
Republic of Cote d'Ivoire,-4.0267,5.3364,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0182391107107247,0.183702290506271,-0.0992862454815287,CIV,FALSE
Republic of Croatia,15.9772,45.8131,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.272926051685618,0.0931591853589827,2.92967409100794,HRV,FALSE
Republic of Cuba,-82.3589,23.1367,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.221199075228455,0.340976782830812,-0.648721808540881,CUB,TRUE
Republic of Cyprus,33.365,35.1725,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.306772905276671,0.104822603742231,2.92659115805838,CYP,FALSE
Republic of Djibouti,43.1481,11.5944,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0579637612665417,0.17070334481742,0.339558438814063,DJI,FALSE
Republic of Ecuador,-79.8875,-2.19,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.156911969157899,0.309453254942788,0.507061944418419,ECU,FALSE
Republic of El Salvador,-89.1914,13.6989,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.116584917478005,0.418846797161233,-0.278347401169517,SLV,FALSE
Republic of Equatorial Guinea,8.7744,3.7456,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0220869059393454,0.176707677222194,-0.124991207436749,GNQ,FALSE
Republic of Estonia,24.7453,59.4372,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.270207331512854,0.160777493569986,1.68062908254776,EST,FALSE
Republic of Fiji,178.4333,-18.1333,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.140924649367619,0.692718373995947,-0.20343714654874,FJI,TRUE
Republic of Finland,24.9375,60.1708,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.255014245822262,0.166409843183584,1.53244688501346,FIN,FALSE
Republic of Ghana,-1.625,6.7,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0269252801831311,0.180380162721947,-0.149269630190078,GHA,FALSE
Republic of Guatemala,-90.5133,14.6417,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.138925512558539,0.453047217138712,-0.306646873224262,GTM,FALSE
Republic of Guinea,-13.7122,9.5092,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0641639428763734,0.254111889076245,0.252502718820532,GIN,FALSE
Republic of Guinea-Bissau,-15.5667,11.85,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0662235255198005,0.26891480571269,0.24626210276631,GNB,TRUE
Republic of Guyana,-58.155,6.8011,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0595972976434826,0.195766490028766,0.304430536782498,GUY,TRUE
Republic of Haiti,-72.3386,18.5425,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0618617112390211,0.216254291893055,0.286060039306012,HTI,TRUE
Republic of Honduras,-87.21,14.098,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0974047051588455,0.381615572783487,-0.255243003969623,HND,FALSE
Republic of Iceland,-21.9425,64.1458,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0372930132741158,0.190655357807907,-0.195604328684484,ISL,FALSE
Republic of India,77.23,28.61,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.00876264927824531,0.24703770641776,-0.0354708979665922,IND,FALSE
Republic of Indonesia,106.8275,-6.175,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.406086017083608,0.628107683574362,0.646522925452371,IDN,FALSE
Republic of Iraq,44.3661,33.3153,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.268970529739798,0.125840869478086,2.13738613580253,IRQ,FALSE
Republic of Italy,12.4828,41.8931,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.25407029375309,0.0967444902312584,2.62619910597243,ITA,FALSE
Republic of Kazakhstan,76.915,43.24,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.296190345335871,0.302166462730605,-0.980222433221978,KAZ,FALSE
Republic of Kenya,36.8172,-1.2864,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.233034973706737,0.202469399914773,-1.15096391753435,KEN,FALSE
Republic of Kiribati,173.0176,1.3382,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.273920302553464,1.5500780953089,0.176713872276788,KIR,TRUE
Republic of Korea,126.9833,37.5667,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.844193013882649,0.402211524010453,2.0988782356736,KOR,FALSE
Republic of Latvia,24.1069,56.9475,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.312439944373462,0.141893018495471,2.20194022007809,LVA,FALSE
Republic of Liberia,-10.8014,6.3133,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0474881597518945,0.226953039196759,0.20924222878868,LBR,FALSE
Republic of Lithuania,25.28,54.6872,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.346300639659036,0.12754392987812,2.71514794933759,LTU,FALSE
Republic of Madagascar,47.525,-18.91,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0404634788938897,0.206736174639925,0.195725198864521,MDG,FALSE
Republic of Malawi,33.7873,-13.9669,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0432235114911619,0.18029924608049,-0.239732070049066,MWI,FALSE
Republic of Maldives,73.5089,4.1753,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.890460139391,0.441770510076316,2.01566224788787,MDV,TRUE
Republic of Mali,-7.9922,12.6458,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0717948563275938,0.223743084181017,0.320880784272683,MLI,FALSE
Republic of Malta,14.5125,35.8983,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.282883602966745,0.100746397422173,2.80787809991195,MLT,FALSE
