location_name,IHD_to_DD_status,IHD_to_DD_p,IHD_to_DD_BG_p,IHD_to_DD_error,DD_to_IHD_status,DD_to_IHD_p,DD_to_IHD_BG_p,DD_to_IHD_error,IHD_to_DD_q,DD_to_IHD_q,direction
Canada,fit_ok,0.480763034844684,0.152651669177094,,fit_ok,0.0230174329785636,0.0160973974362388,,0.674888507351795,0.0259423001526352,DD_to_IHD
Central African Republic,fit_ok,0.388742803715453,0.885472802658058,,fit_ok,0.0000000000000000000855172741194249,0.229182461274979,,0.648510394626042,0.000000000000000000387678309341393,DD_to_IHD
Commonwealth of Dominica,fit_ok,0.499060545290868,0.709981253942362,,fit_ok,0.430693123238584,0.0413184714326265,,0.674888507351795,0.43712137880931,Neither
Commonwealth of the Bahamas,fit_ok,0.307168019965048,0.692379583921453,,fit_ok,0.00059989965177078,0.169196168559615,,0.648510394626042,0.000789545348137026,DD_to_IHD
Cook Islands,fit_ok,0.484170069435474,0.509371468347998,,fit_ok,0.00044029545558001,0.14200323561613,,0.674888507351795,0.000583248525573519,DD_to_IHD
Czech Republic,fit_ok,0.204945014819533,0.523154554982919,,fit_ok,0.000000123148370357899,0.00260172277325162,,0.648510394626042,0.000000202598931879124,DD_to_IHD
Democratic People's Republic of Korea,fit_ok,0.248028209270584,0.777377465520653,,fit_ok,0.000000000000263733449183184,0.0365663273204601,,0.648510394626042,0.000000000000604512625094039,DD_to_IHD
Democratic Republic of Sao Tome and Principe,fit_ok,0.162461090691404,0.105235044803045,,fit_ok,0.000000000000000506270366620478,0.241444390218011,,0.648510394626042,0.00000000000000147541649700825,DD_to_IHD
Democratic Republic of Timor-Leste,fit_ok,0.524298741312425,0.0875992564990842,,fit_ok,0.000000000000000000106177280748968,0.0124211925720504,,0.674888507351795,0.000000000000000000470873158104121,DD_to_IHD
Democratic Republic of the Congo,fit_ok,0.308869460935365,0.0258592911309721,,fit_ok,0.000000000000000327752563828324,0.0550065033277347,,0.648510394626042,0.000000000000000997933179417582,DD_to_IHD
Democratic Socialist Republic of Sri Lanka,fit_ok,0.0736872626486727,0.856904266300725,,fit_ok,0.0000000000000000807841105783787,0.00252921226112949,,0.648510394626042,0.000000000000000261586643777607,DD_to_IHD
Dominican Republic,fit_ok,0.445027973965701,0.00841906917499326,,fit_ok,0.0000000000000323573705765976,0.0488069389546289,,0.674888507351795,0.000000000000079528959007541,DD_to_IHD
Eastern Republic of Uruguay,fit_ok,0.559584207953355,0.0658549532987888,,fit_ok,0.00000000000000741661016131774,0.0557599872185002,,0.674888507351795,0.0000000000000196492009468678,DD_to_IHD
Federal Democratic Republic of Ethiopia,fit_ok,0.336364035452612,0.753419946172979,,fit_ok,0.000000000000000000000000923652423150125,0.0211707674976839,,0.648510394626042,0.0000000000000000000000099171102275066,DD_to_IHD
Federal Democratic Republic of Nepal,fit_ok,0.496734694017139,0.0135462122527017,,fit_ok,0.000000000000000000000100725062470002,0.15016278701172,,0.674888507351795,0.000000000000000000000629671714134301,DD_to_IHD
Federal Republic of Germany,fit_ok,0.312889979367046,0.771079041186744,,fit_ok,0.00000000234174908828434,0.0923147693982803,,0.648510394626042,0.00000000434288012736369,DD_to_IHD
Federal Republic of Nigeria,fit_ok,0.216594880959829,0.155248158002286,,fit_ok,0.00000000054168916111314,0.00392772933926504,,0.648510394626042,0.00000000104249612138755,DD_to_IHD
Federal Republic of Somalia,fit_ok,0.349214565762944,0.0947918309909232,,fit_ok,0.0000000000000000000000557715250379632,0.0606881129205416,,0.648510394626042,0.000000000000000000000392323831301534,DD_to_IHD
Federated States of Micronesia,fit_ok,0.472744307520598,0.257840159236834,,fit_ok,0.00000000000142464918711182,0.00220995067901274,,0.674888507351795,0.00000000000309179185288096,DD_to_IHD
Federative Republic of Brazil,fit_ok,0.929218136296343,0.43011150183791,,fit_ok,0.00000000000131679534765033,0.124417790618873,,0.933795565539182,0.00000000000288845431097491,DD_to_IHD
