location_name,ISO3,longitude,latitude,selected_lag_BIC,primary_direction,IHD_to_DD_p,IHD_to_DD_q,DD_to_IHD_p,DD_to_IHD_q,HC3_direction,IHD_to_DD_p_HC3,IHD_to_DD_q_HC3,DD_to_IHD_p_HC3,DD_to_IHD_q_HC3,IHD_to_DD_BG_p,DD_to_IHD_BG_p,diagnostics,small_island_excluded
Republic of Burundi,BDI,29.3667,-3.3833,3,DD -> IHD,0.221296869896495,0.718816670460909,0.0000000000000000000235340481257088,0.000000000000000000114308233753443,Neither,0.837101240513676,0.916769859708322,0.0331984419695657,0.307840098263246,0.0124472909027711,0.803646244124952,Residual serial correlation flag,FALSE
Republic of Cabo Verde,CPV,-24.988,16.886,3,DD -> IHD,0.512493148824737,0.718816670460909,0.00000356636732453701,0.00000523409305183848,Neither,0.839768066798119,0.916769859708322,0.404008163133797,0.891657103762153,0.208056793154262,0.133188069714141,Influence flag,TRUE
Republic of Cameroon,CMR,9.7,4.05,3,DD -> IHD,0.371396723848586,0.718816670460909,0.000000669744971576222,0.00000101961174777276,Neither,0.790042672377012,0.916769859708322,0.521643924381507,0.952675610449616,0.160035025142824,0.621380433861177,Influence flag,FALSE
Republic of Chad,TCD,15.0447,12.1053,2,DD -> IHD,0.0173487264564618,0.393237799679801,0.0000000000000000000000000294283524117484,0.000000000000000000000000750422986499584,Neither,0.598090772822055,0.916769859708322,0.208209592360243,0.786569571138696,0.204377522621424,0.0129921791180796,Residual serial correlation flag,FALSE
Republic of Chile,CHL,-70.6506,-33.4372,2,DD -> IHD,0.363525415629369,0.718816670460909,0.00000000000000000000122555957714019,0.00000000000000000000714326153533138,Neither,0.832576871353078,0.916769859708322,0.026416143242943,0.256613962931446,0.072796208187607,0.0248511867415936,Residual serial correlation flag,FALSE
Republic of Colombia,COL,-74.0722,4.7111,3,DD -> IHD,0.208603629968013,0.718816670460909,0.000000000899501423416464,0.00000000163837759265142,Neither,0.875730146723547,0.916769859708322,0.80187313151809,0.982769082827713,0.376046278024104,0.276982555399902,Influence flag,FALSE
Republic of Costa Rica,CRI,-84.08,9.9325,3,DD -> IHD,0.0710669286369857,0.557602055459426,0.000000000000000000000208598191206345,0.00000000000000000000129914456425708,DD -> IHD,0.803008975930963,0.916769859708322,0.0000291301342173739,0.00198084912678143,0.855242895161376,0.00275755574131507,Residual serial correlation flag,FALSE
Republic of Cote d'Ivoire,CIV,-4.0267,5.3364,3,DD -> IHD,0.464183637220418,0.718816670460909,0.00000175502871723091,0.00000263254307584636,Neither,0.713744860280781,0.916769859708322,0.714153026122063,0.967016766223359,0.000595066972471444,0.756329626270882,Residual serial correlation flag,FALSE
Republic of Croatia,HRV,15.9772,45.8131,3,DD -> IHD,0.536270812422005,0.718816670460909,0.00000000110090948338883,0.00000000197004854922211,Neither,0.765802012305631,0.916769859708322,0.919155053716736,0.998138144554251,0.335917961675916,0.232563035188981,Influence flag,FALSE
Republic of Cuba,CUB,-82.3589,23.1367,2,DD -> IHD,0.724349025073367,0.785995750611525,0.00000000000733251524081795,0.0000000000151094253447158,Neither,0.771998000796005,0.916769859708322,0.936360654219302,0.998138144554251,0.425222874213478,0.0141606389389039,Residual serial correlation flag,TRUE
Republic of Cyprus,CYP,33.365,35.1725,2,DD -> IHD,0.539112502845682,0.718816670460909,0.00000000107100158188517,0.00000000193348958145641,Neither,0.697399912793491,0.916769859708322,0.328617942083677,0.827630372655187,0.845770374152513,0.0555923481999238,Influence flag,FALSE
Republic of Djibouti,DJI,43.1481,11.5944,1,DD -> IHD,0.412045667456438,0.718816670460909,0.0000000000000317696630072746,0.0000000000000762471912174591,Neither,0.372973376926632,0.916769859708322,0.32303582196575,0.827630372655187,0.485963927055762,0.00502723580965345,Residual serial correlation flag,FALSE
Republic of Ecuador,ECU,-79.8875,-2.19,2,DD -> IHD,0.351000462452056,0.718816670460909,0.00000000000000021728146740079,0.000000000000000651844402202371,Neither,0.642199282049353,0.916769859708322,0.473583791932952,0.932481236828444,0.0510817890099789,0.0568684262552082,Influence flag,FALSE
Republic of El Salvador,SLV,-89.1914,13.6989,2,DD -> IHD,0.20183920426537,0.718816670460909,0.0000000000000000373538184514728,0.000000000000000124920966624598,Neither,0.620400399102759,0.916769859708322,0.467082370789556,0.932481236828444,0.178134791278266,0.606574269542744,Influence flag,FALSE
Republic of Equatorial Guinea,GNQ,8.7744,3.7456,2,DD -> IHD,0.117306654099268,0.718816670460909,0.00000000000000823081720373018,0.0000000000000215267526866789,Neither,0.65062326595571,0.916769859708322,0.0795123792390406,0.506891417648884,0.319081497589231,0.0845323609886409,Influence flag,FALSE
Republic of Estonia,EST,24.7453,59.4372,2,DD -> IHD,0.336844031745782,0.718816670460909,0.00000000000000000000620893185180451,0.000000000000000000032477489686362,Neither,0.576880567119671,0.916769859708322,0.249618791582668,0.816846289062875,0.769045708685592,0.017445191355982,Residual serial correlation flag,FALSE
Republic of Fiji,FJI,178.4333,-18.1333,3,DD -> IHD,0.77645335641786,0.814119573210851,0.000000000000000000000000285726352441905,0.00000000000000000000000485734799151239,Neither,0.847560560204827,0.916769859708322,0.241048790922256,0.816846289062875,0.431555935152754,0.00839204274228919,Residual serial correlation flag,TRUE
Republic of Finland,FIN,24.9375,60.1708,3,Neither,0.190102728609939,0.718816670460909,0.0451174129232862,0.0500214795453826,Neither,0.795549260548834,0.916769859708322,0.464508600123478,0.932481236828444,0.974921494144783,0.121608673467804,Influence flag,FALSE
Republic of Ghana,GHA,-1.625,6.7,3,Neither,0.43726246738431,0.718816670460909,0.085691270191633,0.0929841442504954,Neither,0.806003386945123,0.916769859708322,0.731797315741204,0.969393846826011,0.0574034033122265,0.592407113472873,Influence flag,FALSE
Republic of Guatemala,GTM,-90.5133,14.6417,3,DD -> IHD,0.217485466741021,0.718816670460909,0.00000000000000899395490869835,0.0000000000000232248962199299,Neither,0.804121983056078,0.916769859708322,0.410846972839419,0.891657103762153,0.0487699157333133,0.339205281282552,Residual serial correlation flag,FALSE
Republic of Guinea,GIN,-13.7122,9.5092,3,DD -> IHD,0.733513331299149,0.787561682026455,0.000000000000615653515317763,0.00000000000135046577553574,Neither,0.856073663007388,0.916769859708322,0.301561642343191,0.827630372655187,0.0518779983899345,0.00923955916004887,Residual serial correlation flag,FALSE
Republic of Guinea-Bissau,GNB,-15.5667,11.85,3,DD -> IHD,0.745393036688121,0.79612659415904,0.000000000202713696964468,0.000000000393843754102396,Neither,0.860751931696598,0.916769859708322,0.313142311901131,0.827630372655187,0.0092579463201509,0.564511242922153,Residual serial correlation flag,TRUE
Republic of Guyana,GUY,-58.155,6.8011,2,DD -> IHD,0.617958468732405,0.745938033262784,0.0000168128126444883,0.0000236538881343146,Neither,0.733454015724477,0.916769859708322,0.642485445435613,0.965817692352022,0.0472726153855812,0.458143936745607,Residual serial correlation flag,TRUE
Republic of Haiti,HTI,-72.3386,18.5425,2,DD -> IHD,0.634113275721905,0.749405188578252,0.0208497805370269,0.023761761058958,Neither,0.644747620550745,0.916769859708322,0.580183464336571,0.952675610449616,0.276942076181619,0.00888351903335713,Residual serial correlation flag,TRUE
Republic of Honduras,HND,-87.21,14.098,3,DD -> IHD,0.804617040278139,0.828999374832022,0.00000000000000000000067081920731553,0.00000000000000000000402491524389318,Neither,0.889806040305136,0.916769859708322,0.0122832323248747,0.157781117356396,0.147441435746878,0.0154833711299415,Residual serial correlation flag,FALSE
Republic of Iceland,ISL,-21.9425,64.1458,2,DD -> IHD,0.278668238853324,0.718816670460909,0.00000481212405752135,0.00000696222204066918,Neither,0.596587848264448,0.916769859708322,0.665871611330544,0.965817692352022,0.964266050812267,0.0114283821174547,Residual serial correlation flag,FALSE
Republic of India,IND,77.23,28.61,3,DD -> IHD,0.845784576121006,0.862700267643426,0.00000000284854451612754,0.00000000484252567741681,Neither,0.906975830150325,0.92413243531043,0.558028666619193,0.952675610449616,0.405540527090594,0.717463453795212,Influence flag,FALSE
Republic of Indonesia,IDN,106.8275,-6.175,3,DD -> IHD,0.414486740670234,0.718816670460909,0.0000000000000000000000185235583159212,0.000000000000000000000134957353444569,Neither,0.765178245689967,0.916769859708322,0.15664376399093,0.665735996961453,0.579624296866282,0.699250806365524,Influence flag,FALSE
Republic of Iraq,IRQ,44.3661,33.3153,3,DD -> IHD,0.615485881063635,0.745938033262784,0.000000000000143055851026009,0.000000000000331629472833021,Neither,0.742207278906037,0.916769859708322,0.714642015655175,0.967016766223359,0.511494887862481,0.274026399855003,Influence flag,FALSE
Republic of Italy,ITA,12.4828,41.8931,3,DD -> IHD,0.0292350993379892,0.486773875656861,0.0000000162506881676277,0.0000000258995342671566,Neither,0.763678857266394,0.916769859708322,0.249095169975046,0.816846289062875,0.535749673340852,0.274379057441087,Influence flag,FALSE
Republic of Kazakhstan,KAZ,76.915,43.24,3,DD -> IHD,0.431310954075752,0.718816670460909,0.0364291256358496,0.0408326463171061,Neither,0.832655951096428,0.916769859708322,0.789854698758472,0.982769082827713,0.0817760705742383,0.521198147502548,Influence flag,FALSE
Republic of Kenya,KEN,36.8172,-1.2864,3,DD -> IHD,0.388486469870177,0.718816670460909,0.000000000000000000000000397887908142984,0.00000000000000000000000579779523294062,DD -> IHD,0.859702896923634,0.916769859708322,0.0000471712151619567,0.00224269370696615,0.0920018526452066,0.611063197820135,Influence flag,FALSE
Republic of Kiribati,KIR,173.0176,1.3382,3,DD -> IHD,0.582639508016683,0.72919300389818,0.00608211767426657,0.00713075865258839,Neither,0.815851164192915,0.916769859708322,0.602427224254904,0.952675610449616,0.0872788192980251,0.0464555454215331,Residual serial correlation flag,TRUE
Republic of Korea,KOR,126.9833,37.5667,3,DD -> IHD,0.0619855064105493,0.526876804489669,0.0000000000112865455512453,0.0000000000230245529245404,Neither,0.734106230062394,0.916769859708322,0.566430821508908,0.952675610449616,0.679782250354303,0.0105976557994773,Residual serial correlation flag,FALSE
Republic of Latvia,LVA,24.1069,56.9475,2,Neither,0.582084340264678,0.72919300389818,0.0660535010523815,0.0724457753477732,Neither,0.682456286046588,0.916769859708322,0.993064158324938,0.998138144554251,0.845452494087583,0.0177211837569106,Residual serial correlation flag,FALSE
Republic of Liberia,LBR,-10.8014,6.3133,3,DD -> IHD,0.0365588147836729,0.486773875656861,0.00000000116426921637566,0.00000000206531234904899,Neither,0.650630720859256,0.916769859708322,0.754445953318491,0.97409477517071,0.828506657842776,0.0952916351099526,Influence flag,FALSE
Republic of Lithuania,LTU,25.28,54.6872,3,DD -> IHD,0.703724523880754,0.777594157184573,0.00000000000212467863297272,0.00000000000451494209506704,Neither,0.808072475590237,0.916769859708322,0.744602801223257,0.97409477517071,0.388407112177286,0.221955978434387,Influence flag,FALSE
Republic of Madagascar,MDG,47.525,-18.91,3,DD -> IHD,0.503491093278179,0.718816670460909,0.00000000831988176776806,0.0000000136875474243926,Neither,0.80813957363465,0.916769859708322,0.81762554436181,0.984444194753752,0.0811859792960032,0.246040036107599,Influence flag,FALSE
Republic of Malawi,MWI,33.7873,-13.9669,2,DD -> IHD,0.31249860108933,0.718816670460909,0.00000000000000000000000509642926789275,0.0000000000000000000000433196487770884,Neither,0.566035245988613,0.916769859708322,0.153246780716517,0.665156239705733,0.390492900246324,0.0330259019709907,Residual serial correlation flag,FALSE
Republic of Maldives,MDV,73.5089,4.1753,2,DD -> IHD,0.196755344989542,0.718816670460909,0.000000000000000287998244200528,0.000000000000000851473069810257,Neither,0.589948910333683,0.916769859708322,0.927116621438772,0.998138144554251,0.109095597849115,0.0252810609690372,Residual serial correlation flag,TRUE
Republic of Mali,MLI,-7.9922,12.6458,3,DD -> IHD,0.489089170781871,0.718816670460909,0.000000000000000000000000892499559039063,0.0000000000000000000000099171102275066,Neither,0.842252700907908,0.916769859708322,0.0153215954849642,0.18385914581957,0.298585677237603,0.375718932767841,Influence flag,FALSE
Republic of Malta,MLT,14.5125,35.8983,2,DD -> IHD,0.192969040043522,0.718816670460909,0.000868857478487835,0.00108740445160441,Neither,0.656550373040772,0.916769859708322,0.769264479372047,0.982769082827713,0.80495714688803,0.0671531758237448,Influence flag,FALSE
Republic of Mauritius,MUS,57.5042,-20.1644,2,Neither,0.264408109386867,0.718816670460909,0.131180466738972,0.138657073651556,Neither,0.323194388848784,0.916769859708322,0.961721774896705,0.998138144554251,0.0653304204358751,0.100829783525738,Influence flag,TRUE
Republic of Moldova,MDA,28.8353,47.0228,3,DD -> IHD,0.499767896226702,0.718816670460909,0.0000000000000000000106443640358805,0.0000000000000000000542862565829904,Neither,0.826064442444901,0.916769859708322,0.325324125092434,0.827630372655187,0.0206080789601079,0.160278832992028,Residual serial correlation flag,FALSE
Republic of Mozambique,MOZ,32.5764,-25.9153,2,DD -> IHD,0.554191996698137,0.724712611066795,0.000000000000000000000000000489593630623089,0.0000000000000000000000000346826049909825,Neither,0.663468116495984,0.916769859708322,0.0526662646837535,0.383711356981633,0.0843599112889876,0.119580055750052,Influence flag,FALSE
Republic of Namibia,NAM,17.0836,-22.57,3,DD -> IHD,0.641869995434433,0.749405188578252,0.000000000000000000409317971652858,0.00000000000000000160578588879198,Neither,0.840135365906214,0.916769859708322,0.347026618243769,0.83943457777099,0.458133959325207,0.856467713794158,Influence flag,FALSE
Republic of Nauru,NRU,166.925,-0.5456,3,DD -> IHD,0.0526531667091997,0.486773875656861,0.000628122549513826,0.000800856250630129,Neither,0.776912738887216,0.916769859708322,0.99284836942812,0.998138144554251,0.464561970316334,0.973245562853508,Influence flag,TRUE
Republic of Nicaragua,NIC,-86.2514,12.1364,2,Neither,0.428677586543605,0.718816670460909,0.130766795333784,0.138657073651556,Neither,0.665883117653283,0.916769859708322,0.820803357027685,0.984444194753752,0.363045031078754,0.80772014529665,Influence flag,FALSE
Republic of Niue,NIU,-169.921,-19.056,2,Neither,0.677218359039995,0.771801928738319,0.0783189754922613,0.0854388823551942,Neither,0.756595424331925,0.916769859708322,0.386038839438034,0.883046236444902,0.280608478701772,0.113932372175884,Influence flag,TRUE
Republic of Palau,PLW,134.4792,7.3419,2,DD -> IHD,0.289859835368419,0.718816670460909,0.00000000000000000253509412327729,0.00000000000000000891653795083737,Neither,0.653370332151827,0.916769859708322,0.475382591324305,0.932481236828444,0.0147766055464172,0.0173280991120691,Residual serial correlation flag,TRUE
Republic of Panama,PAN,-79.5347,8.9711,3,DD -> IHD,0.049364828662046,0.486773875656861,0.0000000000000000000787939624607992,0.000000000000000000350131100596873,Neither,0.805889335042057,0.916769859708322,0.663368090585757,0.965817692352022,0.323817983797751,0.0022079453580762,Residual serial correlation flag,FALSE
Republic of Paraguay,PRY,-57.6435,-25.2945,2,Neither,0.536128676819384,0.718816670460909,0.323835887804522,0.333649096525871,Neither,0.630009949789063,0.916769859708322,0.857035254252204,0.995669705266118,0.0943603492723963,0.145028416552959,Influence flag,FALSE
Republic of Peru,PER,-77.0375,-12.06,3,DD -> IHD,0.00445844985071478,0.227380942386454,0.0000000000000000000553951502059313,0.000000000000000000262804898651395,Neither,0.754678449711501,0.916769859708322,0.0970568139001583,0.565702572446637,0.594216336756545,0.0155000723969274,Residual serial correlation flag,FALSE
Republic of Poland,POL,21.0111,52.23,2,Neither,0.0199736157482778,0.407461761264867,0.0980871216627911,0.105314593785313,Neither,0.270603506483544,0.916769859708322,0.270615583822054,0.827630372655187,0.0697703347249304,0.0227021819621599,Residual serial correlation flag,FALSE
Republic of Rwanda,RWA,30.0606,-1.9536,3,DD -> IHD,0.256724920064466,0.718816670460909,0.000000000000000173159610437974,0.000000000000000535220614081012,Neither,0.746343173817489,0.916769859708322,0.317824226253688,0.827630372655187,0.239110257207626,0.409706153965958,Influence flag,FALSE
Republic of San Marino,SMR,12.4817,43.9717,2,DD -> IHD,0.0504557277211762,0.486773875656861,0.0000000213878001128554,0.0000000338225676203294,Neither,0.628377769732047,0.916769859708322,0.421988757555666,0.897107372940375,0.505327866619677,0.314976021626403,Influence flag,FALSE
Republic of Senegal,SEN,-17.432,14.6726,3,DD -> IHD,0.0509023579929521,0.486773875656861,0.00000000000000000000000563057446754124,0.0000000000000000000000459454876551365,Neither,0.811603232793189,0.916769859708322,0.318239032868895,0.827630372655187,0.194328181387781,0.0233021368610329,Residual serial correlation flag,FALSE
Republic of Serbia,SRB,20.4569,44.8178,2,DD -> IHD,0.179085761793439,0.718816670460909,0.0000217969910226199,0.0000300445011392869,Neither,0.614236728771599,0.916769859708322,0.939299998213333,0.998138144554251,0.108138766741034,0.00709266041192681,Residual serial correlation flag,FALSE
Republic of Seychelles,SYC,55.4525,-4.6231,3,DD -> IHD,0.40113660614438,0.718816670460909,0.00141582719485394,0.00175047725909215,Neither,0.809781387499216,0.916769859708322,0.919217613275274,0.998138144554251,0.0892211878266648,0.256798949411099,Influence flag,TRUE
Republic of Sierra Leone,SLE,-13.2331,8.4833,2,DD -> IHD,0.293026668117192,0.718816670460909,0.00178878042087588,0.00215923790448922,Neither,0.571224121928532,0.916769859708322,0.546276611672478,0.952675610449616,0.0170766021868608,0.345667951142356,Residual serial correlation flag,FALSE
Republic of Singapore,SGP,103.8,1.3,3,DD -> IHD,0.0011376776854897,0.116043123919949,0.0000000000857752511360144,0.000000000173249022096504,Neither,0.122314417193899,0.916769859708322,0.753947867382323,0.97409477517071,0.0761702728265323,0.108436476497616,Influence flag,TRUE
Republic of Slovenia,SVN,14.5061,46.0514,2,DD -> IHD,0.278043257949818,0.718816670460909,0.000000000255193151561445,0.000000000491126442627687,Neither,0.666995308360882,0.916769859708322,0.121229132813,0.588827216520286,0.975421414453174,0.0678156865106748,Influence flag,FALSE
Republic of South Africa,ZAF,28.0456,-26.2044,2,DD -> IHD,0.636073594358878,0.749405188578252,0.00000000000000000000000137104064131678,0.0000000000000000000000133186805156487,Neither,0.743192133079106,0.916769859708322,0.691726105865231,0.966521408195254,0.367791939887554,0.0262746043596884,Residual serial correlation flag,FALSE
Republic of South Sudan,SSD,31.58,4.83,2,DD -> IHD,0.538204414946153,0.718816670460909,0.00000000000000000000000000174399423044298,0.0000000000000000000000000592958038350614,Neither,0.73774838464459,0.916769859708322,0.570900535675672,0.952675610449616,0.0086121246352644,0.0504388027053142,Residual serial correlation flag,FALSE
Republic of Sudan,SDN,32.5265,15.6031,2,Neither,0.570181176856611,0.72919300389818,0.102948448292901,0.109955410742156,Neither,0.640548780310654,0.916769859708322,0.340037291631156,0.83943457777099,0.237056877050553,0.215102706199088,Influence flag,FALSE
Republic of Suriname,SUR,-55.2039,5.8522,3,DD -> IHD,0.501282698414942,0.718816670460909,0.0000237303117090968,0.0000324898227426561,Neither,0.843404151880398,0.916769859708322,0.241495893232442,0.816846289062875,0.855786840246712,0.622463003351297,Influence flag,TRUE
Republic of Tajikistan,TJK,68.78,38.5367,2,DD -> IHD,0.257087962393031,0.718816670460909,0.00000000000000358960165033658,0.00000000000000976371648891548,Neither,0.649383832979654,0.916769859708322,0.00372292283735174,0.0584212506784427,0.01406628338025,0.187525671382941,Residual serial correlation flag,FALSE
Republic of Trinidad and Tobago,TTO,-61.4,10.5167,3,DD -> IHD,0.470781363096679,0.718816670460909,0.000000000000184338606534173,0.000000000000417834174810792,Neither,0.854377221311284,0.916769859708322,0.048324887575225,0.365616623123299,0.655466901992489,0.839047522561084,Influence flag,TRUE
Republic of Tunisia,TUN,10.1817,36.8064,2,DD -> IHD,0.285142173671035,0.718816670460909,0.0000000000000158581677589853,0.0000000000000399390891707779,Neither,0.644391596317497,0.916769859708322,0.798500878035027,0.982769082827713,0.719385210104907,0.00743561384172525,Residual serial correlation flag,FALSE
Republic of Turkey,TUR,28.955,41.0136,3,DD -> IHD,0.682507510740181,0.772661502849497,0.0000000135274145386721,0.0000000217290753219614,Neither,0.790658983280923,0.916769859708322,0.0414587855995904,0.365616623123299,0.164794842280717,0.86669496554448,Influence flag,FALSE
Republic of Uganda,UGA,32.5811,0.3136,3,DD -> IHD,0.228096621038614,0.718816670460909,0.000000000000000000000210155738335705,0.00000000000000000000129914456425708,Neither,0.695982524574233,0.916769859708322,0.566884990091189,0.952675610449616,0.683112648259777,0.0566935605876624,Influence flag,FALSE
Republic of Uzbekistan,UZB,69.2797,41.3111,2,DD -> IHD,0.30028689992336,0.718816670460909,0.00000000000000000000000442002975181433,0.0000000000000000000000409857304259147,Neither,0.700633673808238,0.916769859708322,0.600470172311412,0.952675610449616,0.572592334527912,0.0096959408844604,Residual serial correlation flag,FALSE
Republic of Vanuatu,VUT,168.3167,-17.7333,3,DD -> IHD,0.497712718105554,0.718816670460909,0.000000000554370026417866,0.00000000101884221071392,Neither,0.855833310941848,0.916769859708322,0.146119355872428,0.65157533739031,0.0803065198175709,0.911789563202662,Influence flag,TRUE
Republic of Yemen,YEM,44.2064,15.3483,2,Neither,0.480159220299377,0.718816670460909,0.908995456019359,0.908995456019359,Neither,0.660017271344686,0.916769859708322,0.96480242824476,0.998138144554251,0.0385497183619593,0.681615676820672,Residual serial correlation flag,FALSE
Republic of Zambia,ZMB,28.2833,-15.4167,3,DD -> IHD,0.422392870738136,0.718816670460909,0.00000000000000000214454260916922,0.00000000000000000781226236197359,Neither,0.743170475243695,0.916769859708322,0.132971379558172,0.630840963485281,0.310324521181976,0.0874243842891045,Influence flag,FALSE
Republic of Zimbabwe,ZWE,31.0522,-17.8292,3,DD -> IHD,0.628239731635609,0.749405188578252,0.000000000171542911607562,0.000000000336488018922525,Neither,0.749446227673702,0.916769859708322,0.274979968241703,0.827630372655187,0.565996288692957,0.692085443142057,Influence flag,FALSE
Republic of the Congo,COG,15.2667,-4.2667,2,DD -> IHD,0.26558293861081,0.718816670460909,0.00000000000000000000128261116017779,0.00000000000000000000726812990767413,DD -> IHD,0.52566832484528,0.916769859708322,0.0000549679830138763,0.00224269370696615,0.399665944259475,0.443577520065744,Influence flag,FALSE
Republic of the Gambia,GMB,-16.5786,13.4581,3,DD -> IHD,0.43351948239549,0.718816670460909,0.00000000051670070748979,0.000000000958244948435611,Neither,0.811004921434543,0.916769859708322,0.494190625356676,0.945467922761366,0.830297688915848,0.516925796137202,Influence flag,FALSE
Republic of the Marshall Islands,MHL,171.3833,7.0833,3,DD -> IHD,0.00312562745772493,0.212542667125295,0.0000000000000000407168277071757,0.000000000000000133971497617159,DD -> IHD,0.220559206316798,0.916769859708322,0.000000000000461442058642921,0.0000000000941341799631559,0.0147149323563345,0.30532668593152,Residual serial correlation flag,TRUE
Republic of the Niger,NER,2.1175,13.515,2,DD -> IHD,0.37141043655582,0.718816670460909,0.0000000000000000000000203924667254448,0.000000000000000000000143450455585887,Neither,0.613796538204085,0.916769859708322,0.0121139277032091,0.157781117356396,0.0458458710672538,0.302287877350846,Residual serial correlation flag,FALSE
Republic of the Philippines,PHL,120.9772,14.5958,2,DD -> IHD,0.719437770140401,0.784841203789528,0.0000000000000000000000972415211833396,0.00000000000000000000066124234404671,Neither,0.699564690110444,0.916769859708322,0.0438408596815622,0.365616623123299,0.347066317093967,0.0802037470973057,Influence flag,FALSE
Republic of the Union of Myanmar,MMR,96.16,16.795,2,DD -> IHD,0.307887340184415,0.718816670460909,0.0000000000000000000785327389175809,0.000000000000000000350131100596873,Neither,0.499928227001407,0.916769859708322,0.426038572488919,0.897107372940375,0.357577341065915,0.0041814730161662,Residual serial correlation flag,FALSE
Romania,ROU,26.1039,44.4325,2,DD -> IHD,0.218219134661923,0.718816670460909,0.0226770420741012,0.0257006476839814,Neither,0.625441047161794,0.916769859708322,0.982761707332483,0.998138144554251,0.361542491236829,0.00153154165203609,Residual serial correlation flag,FALSE
Russian Federation,RUS,37.6175,55.7506,2,DD -> IHD,0.375682550226612,0.718816670460909,0.0189950844057779,0.0217696472965095,Neither,0.52681656415276,0.916769859708322,0.970528181646901,0.998138144554251,0.776166582695563,0.00584929429962454,Residual serial correlation flag,FALSE
Saint Kitts and Nevis,KNA,-62.7333,17.3,2,DD -> IHD,0.108490228328662,0.718816670460909,0.00000190974931066612,0.00000284371430201378,Neither,0.634721020118049,0.916769859708322,0.35799415816704,0.83943457777099,0.264627220265007,0.959150794045779,Influence flag,TRUE
Saint Lucia,LCA,-60.9894,14.0108,3,DD -> IHD,0.592108827689608,0.729734302009361,0.0000652480689943209,0.0000869974253257612,Neither,0.815673078791398,0.916769859708322,0.807893393817814,0.982769082827713,0.0745800650723747,0.0164232161562186,Residual serial correlation flag,TRUE
Saint Vincent and the Grenadines,VCT,-61.1928,13.1308,3,Neither,0.459898989551174,0.718816670460909,0.31902939270855,0.330365462500225,Neither,0.843532242014408,0.916769859708322,0.946329457966827,0.998138144554251,0.0541494459491213,0.995980074918646,Influence flag,TRUE
Slovak Republic,SVK,17.1128,48.1447,2,DD -> IHD,0.599857057615173,0.732759519482008,0.000000000000157631766678678,0.00000000000036131326294888,Neither,0.677253164829248,0.916769859708322,0.248294729040452,0.816846289062875,0.334060205835919,0.0443160181124056,Residual serial correlation flag,FALSE
Socialist Republic of Viet Nam,VNM,106.7019,10.7756,2,DD -> IHD,0.0118092142761879,0.369436598152389,0.000000000000000065775606283097,0.000000000000000206434210488489,Neither,0.514883993069605,0.916769859708322,0.686488065642369,0.965817692352022,0.16817686912506,0.0463288082533111,Residual serial correlation flag,FALSE
Solomon Islands,SLB,159.95,-9.4333,3,DD -> IHD,0.343767897759116,0.718816670460909,0.000000000000000000134806071944747,0.000000000000000000572925805765175,Neither,0.746059563443859,0.916769859708322,0.432635658933061,0.897107372940375,0.00430674125057083,0.344260519825395,Residual serial correlation flag,TRUE
State of Eritrea,ERI,38.9411,15.3358,3,DD -> IHD,0.0548813683338618,0.486773875656861,0.000000000000000000186777870901226,0.000000000000000000777605829874492,Neither,0.721193876030661,0.916769859708322,0.776142395898784,0.982769082827713,0.0391375755621574,0.234429069540254,Residual serial correlation flag,FALSE
State of Israel,ISR,35.2256,31.7789,2,DD -> IHD,0.549625344828604,0.723377873193775,0.0000152057296727037,0.0000215414503696636,Neither,0.562641807853066,0.916769859708322,0.112897590697586,0.580725411543763,0.552104996650093,0.125728892224956,Influence flag,FALSE
State of Kuwait,KWT,47.9783,29.3697,2,DD -> IHD,0.566759910716297,0.72919300389818,0.000000000000000000507496757661896,0.0000000000000000019533837464722,Neither,0.697484679264898,0.916769859708322,0.222796269468833,0.816846289062875,0.31712092757572,0.10113961982366,Influence flag,FALSE
State of Libya,LBY,13.1914,32.8872,3,DD -> IHD,0.178667957527507,0.718816670460909,0.000000000000000000000000467744799027234,0.00000000000000000000000636132926677038,Neither,0.819937357142728,0.916769859708322,0.714234293687062,0.967016766223359,0.272377519297356,0.143901616349882,Influence flag,FALSE
State of Qatar,QAT,51.5333,25.2867,2,DD -> IHD,0.392173879955446,0.718816670460909,0.00153767313333969,0.00187835520479819,Neither,0.619488884754742,0.916769859708322,0.574121702106551,0.952675610449616,0.554181464609965,0.500934744553045,Influence flag,FALSE
Sultanate of Oman,OMN,58.5911,23.614,2,DD -> IHD,0.593803402615461,0.729734302009361,0.00000169089928575554,0.00000255513669847504,Neither,0.664470788821619,0.916769859708322,0.987757053664732,0.998138144554251,0.558682236257594,0.406099061087457,Influence flag,FALSE
Swiss Confederation,CHE,8.5411,47.3744,3,Neither,0.0874287671410662,0.660572907288055,0.0891373397154609,0.0962117317563705,Neither,0.666240480605423,0.916769859708322,0.290559535619793,0.827630372655187,0.506531470607147,0.211187859957105,Influence flag,FALSE
Syrian Arab Republic,SYR,36.2981,33.502,3,DD -> IHD,0.76362443342567,0.807147069527652,0.0000000108015339385801,0.0000000176281033877627,Neither,0.836898916788735,0.916769859708322,0.576777163594266,0.952675610449616,0.0116426174299381,0.319371280252224,Residual serial correlation flag,FALSE
