location_name,n_years_levels,n_annual_changes,selected_lag_BIC,lag_selection_warning,lag_selection_error,adf_IHD_level_p,adf_DD_level_p,adf_IHD_log_change_p,adf_DD_log_change_p,IHD_to_DD_status,IHD_to_DD_n,IHD_to_DD_residual_df,IHD_to_DD_F,IHD_to_DD_df_num,IHD_to_DD_df_den,IHD_to_DD_p,IHD_to_DD_p_HC3,IHD_to_DD_beta_lag1,IHD_to_DD_HAC_SE_lag1,IHD_to_DD_HC3_SE_lag1,IHD_to_DD_BG_p,IHD_to_DD_BP_p,IHD_to_DD_Shapiro_p,IHD_to_DD_max_CooksD,IHD_to_DD_condition_number,IHD_to_DD_error,DD_to_IHD_status,DD_to_IHD_n,DD_to_IHD_residual_df,DD_to_IHD_F,DD_to_IHD_df_num,DD_to_IHD_df_den,DD_to_IHD_p,DD_to_IHD_p_HC3,DD_to_IHD_beta_lag1,DD_to_IHD_HAC_SE_lag1,DD_to_IHD_HC3_SE_lag1,DD_to_IHD_BG_p,DD_to_IHD_BP_p,DD_to_IHD_Shapiro_p,DD_to_IHD_max_CooksD,DD_to_IHD_condition_number,DD_to_IHD_error,IHD_to_DD_q,DD_to_IHD_q,IHD_to_DD_q_HC3,DD_to_IHD_q_HC3,direction,direction_HC3,diagnostics,ISO3,small_island_excluded
Federated States of Micronesia,30,29,3,,,0.95917933322927,0.99,0.99,0.99,fit_ok,26,18,0.751682102903183,3,18,0.535564357666056,0.671891492316707,2.02683927099141,1.36676708795239,1.76659963493677,0.269107776207464,0.454228395371303,0.00000496177748965453,0.882313391623743,4235.39407488345,,fit_ok,26,18,213.400275666385,3,18,0.0000000000000297744398777462,0.809339244681646,-0.452863400211913,0.0200212030340657,0.494115206292869,0.695243726532315,0.580155323399046,0.131399560677906,50.0317462161048,4235.39407488345,,0.718816670460909,0.0000000000000723093539888122,0.916769859708321,0.982769082827713,DD_to_IHD,Neither,Influence flag,FSM,TRUE
Federative Republic of Brazil,30,29,2,,,0.169975364318853,0.676674590051055,0.724713508418945,0.98768019792418,fit_ok,27,21,0.0736689919216139,2,21,0.929218136296343,0.947338586019986,0.0966705729249368,0.887322200504968,0.790745048958463,0.43011150183791,0.376544111522873,0.00000174546934778269,2.50901230736956,1472.00226311122,,fit_ok,27,21,131.622797777201,2,21,0.00000000000131679534765033,0.10653419182917,-0.109247163346695,0.00824545488586089,0.0633323902543503,0.124417790618873,0.314599871519679,0.00244223362923582,4.65274072739263,1472.00226311122,,0.929218136296343,0.00000000000282764474653334,0.947338586019986,0.580725411543761,DD_to_IHD,Neither,Influence flag,BRA,FALSE
French Republic,30,29,3,,,0.935904001401083,0.845868725469923,0.99,0.983775866508313,fit_ok,26,18,0.239860872623876,3,18,0.867387605372189,0.888039909621229,1.36930780623382,1.69580184131333,1.91327318887378,0.0469082463236492,0.568737212689851,0.000000463358117192909,7.85413678826052,2625.69304040839,,fit_ok,26,18,7506.30236761545,3,18,0.000000000000000000000000000465882290751559,0.119081677657932,-0.829221718019747,0.00795862039990061,0.46290168558449,0.0475690447599947,0.787001360777758,0.798078364791673,108.812113869702,2625.69304040838,,0.87166045071885,0.0000000000000000000000000346826049909825,0.916769859708321,0.588827216520287,DD_to_IHD,Neither,Residual serial correlation flag,FRA,FALSE
Gabonese Republic,30,29,2,,,0.949970869669779,0.986775620124832,0.809104279302023,0.99,fit_ok,27,21,1.23185088545527,2,21,0.311988818515287,0.619068185834891,-12.1452301959703,13.6929439185721,15.0835100572074,0.248214080901806,0.109936097806787,0.00000624775387879819,1.44872665849443,3206.44777135526,,fit_ok,27,21,3391.33775792478,2,21,0.00000000000000000000000000436008413462131,0.000620545738715475,0.0691416213441978,0.00137528586288313,0.0272657794935544,0.0581037504701105,0.494503473114966,0.27281118814497,16.2721920115585,3206.44777135526,,0.718816670460909,0.000000000000000000000000127065309066107,0.916769859708321,0.0164604470780552,DD_to_IHD,DD_to_IHD,Influence flag,GAB,FALSE
Georgia,30,29,2,,,0.99,0.99,0.99,0.953765163853794,fit_ok,27,21,0.559478096102943,2,21,0.57979437237034,0.78996320425003,0.582526333458104,0.560054639206899,0.897091919036676,0.889038332341027,0.589050865665726,0.00000001541458457853,628.7170539628,697.932664621884,,fit_ok,27,21,2236.27286004929,2,21,0.000000000000000000000000339716283309186,0.00123613622099915,0.509344808710863,0.00765097323802149,0.123440962693025,0.0224775048749351,0.595071046899682,0.0161239190521904,4.04419679472964,697.932664621884,,0.72919300389818,0.00000000000000000000000533093244577492,0.916769859708321,0.0252171789083827,DD_to_IHD,DD_to_IHD,Residual serial correlation flag,GEO,FALSE
Grand Duchy of Luxembourg,30,29,3,,,0.0642090530450883,0.99,0.01,0.99,fit_ok,26,18,0.989368836521743,3,18,0.420057466607262,0.793082993891032,-0.668391520513695,0.474478289346236,1.00273860268935,0.637017446110262,0.0208490799373995,0.0488474306497425,3.07274495238373,2603.93875922758,,fit_ok,26,18,0.901393186899457,3,18,0.459783649481229,0.84458468288595,0.042114097899136,0.0351505806871142,0.736220012366529,0.149291121045701,0.71030002254449,0.00730411351230678,24.5070070062222,2603.93875922759,,0.718816670460909,0.469559436259623,0.916769859708321,0.995669705266119,Neither,Neither,Influence flag,LUX,FALSE
Greenland,30,29,2,,,0.084396001967634,0.314920242487247,0.272135451304754,0.823420843984822,fit_ok,27,21,0.471599548954912,2,21,0.630453683721514,0.824583666740706,-1.18990844837271,2.61269608853569,7.65284478782731,0.00165005390949962,0.104502983727454,0.000000361785927764535,1868.38626241825,822.782458747703,,fit_ok,27,21,10.2132125818619,2,21,0.00079779127976687,0.345214331085113,-0.00860098831675736,0.00191906432138269,0.19357097894846,0.701706569442766,0.597257434102677,0.263710085892233,192.112511394359,822.782458747703,,0.749405188578252,0.00100462605600273,0.916769859708321,0.839434577770991,DD_to_IHD,Neither,Residual serial correlation flag,GRL,FALSE
Grenada,30,29,2,,,0.0672763239626295,0.99,0.52360394966973,0.99,fit_ok,27,21,0.688230594236412,2,21,0.513443721956264,0.59410511359158,-1.67466698448447,2.15951959373582,2.23476588849028,0.359698118770241,0.460601901722692,0.0000000924866143320649,0.807743277112232,769.943979903019,,fit_ok,27,21,0.160534368504763,2,21,0.852723843473201,0.873170524141622,0.0134203138592904,0.0236844696685062,0.0264525842154614,0.0767269646306044,0.452400227928367,0.000409160520788522,0.524520721383612,769.943979903019,,0.718816670460909,0.861166653804618,0.916769859708321,0.996153877303585,Neither,Neither,Influence flag,GRD,TRUE
Guam,30,29,2,,,0.950508028028047,0.99,0.948616414807509,0.623722921699054,fit_ok,27,21,0.801712579984318,2,21,0.461820203004317,0.616781436161404,-2.01341915900855,2.46541151188201,4.17187565835072,0.176494071687312,0.212619537716404,0.00000122195219236208,182.656423567428,1351.82620877217,,fit_ok,27,21,15.3582453012018,2,21,0.0000776600390358372,0.960548489159107,-0.0488411570628257,0.0151228200211192,0.462570807012141,0.0572957364216918,0.171398866764025,0.05727093021486,532.806562993498,1351.82620877217,,0.718816670460909,0.000102874337424096,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Influence flag,GUM,TRUE
Hashemite Kingdom of Jordan,30,29,3,,,0.977033008555483,0.99,0.99,0.99,fit_ok,26,18,0.366247639073969,3,18,0.778202533216255,0.847233541987806,-3.2289195198874,3.73619040692192,3.7432627939652,0.326849877291846,0.605106908598202,0.000000359814116840858,8.92186163701354,4123.2851501939,,fit_ok,26,18,2673.5956275863,3,18,0.0000000000000000000000049811371249808,0.5661273650126,0.679038607146227,0.0123757497108224,0.717114936038565,0.626989795520842,0.98006225149708,0.776390196823755,246.705073557725,4123.28515019391,,0.814119573210851,0.0000000000000000000000433196487770884,0.916769859708321,0.952675610449615,DD_to_IHD,Neither,Influence flag,JOR,FALSE
Hellenic Republic,30,29,3,,,0.127091004355122,0.161300210443386,0.093212097004418,0.663552750442888,fit_ok,26,18,2.87061891733251,3,18,0.0651347624112152,0.420701979037732,3.26455132911314,1.70872680270695,2.56983317445077,0.00157329824650684,0.152437752578309,0.0015407752689602,3.85285620004982,847.026274525833,,fit_ok,26,18,15.0195083950264,3,18,0.0000382160067841672,0.113867727753679,-0.444017675344523,0.071880216697698,0.472596380454642,0.21510220144709,0.357369060952732,0.349701680996155,15.6722426795864,847.026274525833,,0.531499661275516,0.0000516295720792723,0.916769859708321,0.580725411543761,DD_to_IHD,Neither,Residual serial correlation flag,GRC,FALSE
Hungary,30,29,2,,,0.156471992225291,0.99,0.432396328019721,0.959945051542024,fit_ok,27,21,0.806439533271636,2,21,0.4597969257955,0.584830832397725,1.32453824230928,1.07874945236414,1.73178940757357,0.957757682916572,0.363564739280652,0.000000218131942243479,43.1451868622308,710.489347861668,,fit_ok,27,21,536.836240207313,2,21,0.000000000000000000935014814811145,0.410861606635502,-0.622481575025799,0.0215709481727057,0.571832650405017,0.12067198557268,0.0544889823769363,0.246165727844576,54.3212237338139,710.489347861668,,0.718816670460909,0.00000000000000000346805494948134,0.916769859708321,0.891657103762154,DD_to_IHD,Neither,Influence flag,HUN,FALSE
Independent State of Papua New Guinea,30,29,3,,,0.53920264378113,0.99,0.847965290678014,0.99,fit_ok,26,18,1.04219714504834,3,18,0.397817339813157,0.806330560475568,-6.53532322837869,4.50125622880973,6.87394881819465,0.0172090479573908,0.101230690280124,0.00036628775667956,1.59169494626249,4221.88018361242,,fit_ok,26,18,1.33182783128007,3,18,0.295169582525804,0.721896409495097,0.698027742394573,1.35597360825949,1.93344037147193,0.0254027356524007,0.0728354593421914,0.000343644836114042,1.55602684231771,4221.88018361242,,0.718816670460909,0.307217320588082,0.916769859708321,0.967016766223358,Neither,Neither,Residual serial correlation flag,PNG,TRUE
Independent State of Samoa,30,29,3,,,0.630991831996528,0.99,0.827715402604244,0.99,fit_ok,26,18,0.497598314096911,3,18,0.688563951127304,0.780478225940453,-9.65417850701778,10.2862894847288,11.9281232303033,0.989100605647836,0.440790711011158,0.00000612304565106655,0.893462328213677,16940.5595911402,,fit_ok,26,18,0.900187022815623,3,18,0.460352388489827,0.643302311392373,0.487745351141765,0.331713848802732,0.460732317537525,0.895737143560717,0.65637022204233,0.000016004774076418,15.389739627037,16940.5595911402,,0.772661502849497,0.469559436259623,0.916769859708321,0.965817692352022,Neither,Neither,Influence flag,WSM,TRUE
Ireland,30,29,2,,,0.0198629094520689,0.99,0.01,0.99,fit_ok,27,21,1.6206247606312,2,21,0.221551693922069,0.517844001214668,0.143796667546658,0.289070947736669,0.348849799220134,0.336345011430465,0.00472731052666392,0.00264358332008885,3.06708091359455,687.414188302392,,fit_ok,27,21,2.0465329178131,2,21,0.154165952746587,0.965640353105749,-0.0567951323218706,0.0379819270030413,0.40693931780204,0.0850917988099694,0.419969830555668,0.0852245302303561,12.7087755966937,687.414188302392,,0.718816670460909,0.161281304411814,0.916769859708321,0.998138144554251,Neither,Neither,Influence flag,IRL,FALSE
Islamic Republic of Afghanistan,30,29,3,,,0.0959155452959812,0.641692150527009,0.0673144972572699,0.913957996751701,fit_ok,26,18,0.478706039389595,3,18,0.701092876169135,0.822518014018217,5.97598092442644,5.42017760798806,6.31087387473373,0.681603982000033,0.433561251074592,0.00000174726943004329,65.2578570788893,2667.13632790393,,fit_ok,26,18,20.9426971294729,3,18,0.00000424439619326878,0.324308923628388,-0.0176732556446338,0.00827816984380623,0.902912793732148,0.597989841048567,0.611400491351318,0.444305870835827,889.889608275841,2667.13632790392,,0.777594157184573,0.00000618469159590593,0.916769859708321,0.827630372655187,DD_to_IHD,Neither,Influence flag,AFG,FALSE
Islamic Republic of Iran,30,29,3,,,0.976016683432901,0.603534727299627,0.188115182512377,0.361606134063934,fit_ok,26,18,1.04522506672637,3,18,0.396578111880222,0.584755522897025,-0.386627704592381,0.98907365041797,1.04558522418806,0.804381339440413,0.0770119282036035,0.000270369728708168,1.65762618488647,738.0856592873,,fit_ok,26,18,484.10579039986,3,18,0.0000000000000000216458928424378,0.645453423083102,0.281567848628314,0.0132134228095888,0.774707335049162,0.30748451624329,0.386985498281992,0.326403254873417,103.792914657648,738.0856592873,,0.718816670460909,0.0000000000000000735960356642885,0.916769859708321,0.965817692352022,DD_to_IHD,Neither,Influence flag,IRN,FALSE
Islamic Republic of Mauritania,30,29,3,,,0.99,0.99,0.722735234593407,0.901492390616902,fit_ok,26,18,3.37798315983681,3,18,0.0411383254156904,0.776213583320759,-3.44883169927054,3.04992092979683,8.14785430768158,0.209862555590316,0.0101109194231242,0.578863861232178,138.474754203421,2998.21671191912,,fit_ok,26,18,54.5898097864977,3,18,0.00000000307976817432421,0.35739510470565,0.367729921778027,0.0333632370595097,0.338035097908865,0.379469106161543,0.366527885569063,0.481376702672771,95.7199044066199,2998.21671191912,,0.486773875656861,0.00000000519233642613337,0.916769859708321,0.839434577770991,DD_to_IHD,Neither,Influence flag,MRT,FALSE
Islamic Republic of Pakistan,30,29,3,,,0.126624285387596,0.99,0.292742991824842,0.99,fit_ok,26,18,1.15140315753159,3,18,0.355456272546219,0.805988384171359,1.34241931967634,0.964008971645676,2.33879018107635,0.0428848173411135,0.0454676209364309,0.00807374432967525,28.1120714733002,5306.52914287768,,fit_ok,26,18,36.6556372432195,3,18,0.0000000709901931319717,0.200820552424313,0.0658570644115724,0.00944510783682063,0.361628362275449,0.80673322558922,0.332065255654842,0.495633175836383,124.541988592976,5306.52914287767,,0.718816670460909,0.000000111399995376325,0.916769859708321,0.772969673482262,DD_to_IHD,Neither,Residual serial correlation flag,PAK,FALSE
Jamaica,30,29,3,,,0.451716492291154,0.99,0.657073585449489,0.99,fit_ok,26,18,0.976269243003723,3,18,0.425756561182057,0.838158959099726,0.154848927291838,3.56739664699181,8.15953203548805,0.289904886750571,0.191036036545064,0.0000198486730522725,20.5648925542912,3173.16228200295,,fit_ok,26,18,379.702938608786,3,18,0.000000000000000186660151506633,0.363874916848622,0.392078047376681,0.0168773585237617,0.564679683602216,0.15160734673509,0.198413782682549,0.240036794415608,305.674755742865,3173.16228200294,,0.718816670460909,0.000000000000000568338371751539,0.916769859708321,0.843528216330897,DD_to_IHD,Neither,Influence flag,JAM,TRUE
Japan,30,29,2,,,0.01,0.537373648697566,0.01,0.948909009211502,fit_ok,27,21,0.715724168825911,2,21,0.500380964419804,0.696751130146649,-0.359677857189949,0.300635355774988,0.718848987015908,0.03837485888827,0.522451543727324,0.000000117070376102427,12.1821374300822,2572.45949241084,,fit_ok,27,21,198.712734549414,2,21,0.0000000000000227149833042704,0.000817140370626103,-0.145448548533327,0.00759522323059203,0.0323014788035944,0.245750191531197,0.166939130212142,0.0128372760785732,0.347369510565766,2572.45949241084,,0.718816670460909,0.0000000000000558295975189296,0.916769859708321,0.0185218484008583,DD_to_IHD,DD_to_IHD,Residual serial correlation flag,JPN,FALSE
Kingdom of Bahrain,30,29,2,,,0.99,0.981365159654317,0.907286048240031,0.99,fit_ok,27,21,1.48999995058672,2,21,0.248248273335927,0.627681393972149,-2.88045183872082,3.31360694405615,3.60558957113418,0.318467935229519,0.0595120532576091,0.00000857758345597645,15.8744963881303,761.745055032615,,fit_ok,27,21,2014.44474658227,2,21,0.00000000000000000000000101192721871041,0.321196453205648,0.189551620941197,0.00404067444692526,0.310381429195142,0.0246806062452452,0.199696036340901,0.204268485284085,199.337700856523,761.745055032615,,0.718816670460909,0.0000000000000000000000103216576308462,0.916769859708321,0.827630372655187,DD_to_IHD,Neither,Residual serial correlation flag,BHR,TRUE
Kingdom of Belgium,30,29,3,,,0.398548818576215,0.562461744624727,0.01,0.977713256541394,fit_ok,26,18,0.562668010015688,3,18,0.646545652891041,0.938638375363462,0.667818619511629,0.962724191676854,1.44155257192888,0.194968042058141,0.0535241020719836,0.00537244364841036,158.122316229812,2239.16331356525,,fit_ok,26,18,8.91669998766931,3,18,0.000775482241490331,0.669290028642532,0.0649795715386132,0.0197954258837018,0.109336961396262,0.721253846406632,0.607969341543986,0.330352937529443,0.904605676862949,2239.16331356525,,0.749405188578252,0.000982598616546755,0.943262209724858,0.965817692352022,DD_to_IHD,Neither,Influence flag,BEL,FALSE
Kingdom of Bhutan,30,29,3,,,0.951880010933667,0.99,0.98873215003387,0.99,fit_ok,26,18,1.76013895448565,3,18,0.190778368415406,0.811702394693566,-10.6878827565121,6.21693027731109,14.4540978925323,0.249149577938818,0.0164517952347186,0.555037559356574,8.32137087931458,6920.53063995711,,fit_ok,26,18,697.271599163566,3,18,0.000000000000000000840636733039872,0.613784450085389,0.150039303566207,0.00461062927133311,0.398819932515404,0.270473016253366,0.431508293541364,0.736077711842865,733.53751827731,6920.53063995715,,0.718816670460909,0.00000000000000000317573876926174,0.916769859708321,0.96316944474938,DD_to_IHD,Neither,Influence flag,BTN,FALSE
Kingdom of Cambodia,30,29,3,,,0.564142228612887,0.99,0.978105522388909,0.99,fit_ok,26,18,0.285398015348785,3,18,0.835290650259899,0.873775677246583,0.876120846578753,1.03627225622826,1.59123250825979,0.793438199472798,0.941136192140535,0.00000000910939486669,24.2797124572893,1965.54364527116,,fit_ok,26,18,1258.77765882319,3,18,0.00000000000000000000427890955153371,0.0890370085170482,-0.483285301495118,0.0124911844513404,0.748830605467087,0.423848398705846,0.57385401852346,0.350379210623655,170.842840728392,1965.54364527115,,0.856277852527736,0.0000000000000000000229709881187599,0.916769859708321,0.534222051102289,DD_to_IHD,Neither,Influence flag,KHM,FALSE
Kingdom of Denmark,30,29,2,,,0.99,0.99,0.434070149015483,0.941509173625392,fit_ok,27,21,1.32733134095186,2,21,0.28653430287625,0.50034474510454,-0.014447665286212,0.450642420945391,1.05353479953033,0.24065020723381,0.747572732372875,0.00000000743287271499093,57.501025775312,1337.2065864913,,fit_ok,27,21,3808.79712782613,2,21,0.00000000000000000000000000129318737019239,0.0448597554883387,0.813014070437364,0.0146735343069148,0.610173559755888,0.185749729799819,0.0382422166486921,0.380655457929781,54.8111942829004,1337.2065864913,,0.718816670460909,0.0000000000000000000000000534500929075645,0.916769859708321,0.365616623123299,DD_to_IHD,Neither,Influence flag,DNK,FALSE
Kingdom of Eswatini,30,29,3,,,0.470509254693452,0.222586587554438,0.62116917768596,0.76008260426068,fit_ok,26,18,0.246233046935463,3,18,0.862919793223636,0.907338900351611,2.31824353723035,6.53877177433262,76.1064309625898,0.719398649458357,0.129017634529946,0.000125348171845742,11838.653496509,6554.52270782752,,fit_ok,26,18,230.898962145398,3,18,0.0000000000000149387449120942,0.998726251865621,0.045054869065321,0.00190410669808039,0.43762898565747,0.557232406867421,0.0859641907567179,0.802060033194536,5506.68742302713,6554.52270782752,,0.871463553552582,0.0000000000000380937995258401,0.92413243531043,0.998726251865621,DD_to_IHD,Neither,Influence flag,SWZ,FALSE
Kingdom of Lesotho,30,29,2,,,0.0483832067592244,0.99,0.388621186040007,0.968782556757727,fit_ok,27,21,0.849718685559687,2,21,0.441717005522321,0.639151591214443,-4.49228067064129,3.58653463817818,5.58101087030398,0.22563831404684,0.0696154692807197,0.00000458012871623948,59.7457799045846,1973.89039873134,,fit_ok,27,21,52.4399005946554,2,21,0.00000000681968142130978,0.955543277926687,0.0678506602046497,0.00680025323639615,0.228888590244636,0.046170246648821,0.202985177903488,0.120715791885352,174.304807783477,1973.89039873134,,0.718816670460909,0.0000000113106911377821,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Residual serial correlation flag,LSO,FALSE
Kingdom of Morocco,30,29,2,,,0.01,0.99,0.602872351822644,0.605032404313888,fit_ok,27,21,1.93681191855519,2,21,0.169060613782816,0.624157409643628,-19.4777610805919,11.6591763094938,20.0604375954333,0.219102448131799,0.00156395546749265,0.00138673747929426,930.465861778634,2801.91560694648,,fit_ok,27,21,3.42958633814952,2,21,0.0514205047202478,0.389579221960986,0.00541822270488134,0.00842140042981168,0.0808032433818575,0.973647480100339,0.179669307770115,0.315730825787004,65.3612308887255,2801.91560694648,,0.718816670460909,0.0567015295293544,0.916769859708321,0.883046236444902,Neither,Neither,Influence flag,MAR,FALSE
Kingdom of Norway,30,29,3,,,0.0287359462401662,0.979941864414411,0.01,0.975734301764747,fit_ok,26,18,0.523963184102918,3,18,0.671320979852505,0.79028283008314,0.763475889969229,0.68459268151322,0.750487589098768,0.750029452983917,0.70570629646735,0.000000260094362351095,5.22971501709273,1479.40927820508,,fit_ok,26,18,20.2059388339257,3,18,0.00000542812583123413,0.000329202041801127,-0.0203233657607035,0.0202862396551548,0.578436375769234,0.031125449532466,0.403896166153179,0.0966912940301218,21.6192183064246,1479.40927820507,,0.769379100505118,0.0000077436200669354,0.916769859708321,0.0111928694212383,DD_to_IHD,DD_to_IHD,Residual serial correlation flag,NOR,FALSE
Kingdom of Saudi Arabia,30,29,3,,,0.317073689608476,0.940568116339679,0.231109090400271,0.851923349692283,fit_ok,26,18,0.432808944717546,3,18,0.732086135993311,0.845575823795835,7.9150402601265,7.75154915125905,9.24706430028471,0.913124609363177,0.116736225975607,0.0000469098758427262,4.67503760099293,2965.54072050156,,fit_ok,26,18,71.1530991490133,3,18,0.000000000353549363384011,0.0123749895965801,-0.0400952631056133,0.00437617628168798,0.515155072839025,0.156311163490402,0.303157855195835,0.689098776028401,1118.74292881152,2965.54072050157,,0.787561682026455,0.000000000667815464169799,0.916769859708321,0.157781117356396,DD_to_IHD,Neither,Influence flag,SAU,FALSE
Kingdom of Spain,30,29,2,,,0.01,0.783694124581272,0.0120511559989322,0.653437636681394,fit_ok,27,21,3.97039440335421,2,21,0.0344701975570623,0.461464260862337,-0.509266504755125,0.186144649346409,0.408309584108151,0.415667144182889,0.713121845434147,0.0000000249633121601082,7.53797530683619,1352.65340964484,,fit_ok,27,21,9.32286575427055,2,21,0.00126543552418745,0.95005945150864,0.0650896006134762,0.0151924414367927,0.205709885958324,0.0402029614708192,0.485758803472254,0.140520241719784,4.07777917143721,1352.65340964484,,0.486773875656861,0.00157407833496487,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Residual serial correlation flag,ESP,FALSE
Kingdom of Sweden,30,29,2,,,0.99,0.605113695328785,0.99,0.99,fit_ok,27,21,1.73497704258374,2,21,0.200749500315152,0.570274939328737,1.21819236374999,1.20184995682317,2.19450631153151,0.00261086451409813,0.0209170871145256,0.000204307349212904,49.7758480348291,1313.15321180189,,fit_ok,27,21,5.2254462785021,2,21,0.0143931667724225,0.678344760808375,0.105622154784047,0.172624654436252,0.550832691265748,0.054531874759105,0.0501055076128716,0.00100741796957742,18.1215919258163,1313.15321180189,,0.718816670460909,0.0165887345851649,0.916769859708321,0.965817692352022,DD_to_IHD,Neither,Residual serial correlation flag,SWE,FALSE
Kingdom of Thailand,30,29,3,,,0.681565541210327,0.845966189304268,0.674927439558843,0.99,fit_ok,26,18,0.685839441646276,3,18,0.572283861761704,0.815375315709608,0.83327192102108,0.596855105422425,1.11172042728528,0.872310544139311,0.338312902685093,0.0000023812917742452,34.0373514976097,2366.20315451434,,fit_ok,26,18,117.578302508024,3,18,0.00000000000516661949787659,0.180354941936698,0.210382422433775,0.0139568863974995,0.684188578418254,0.550651597195969,0.54760087432818,0.619111098639926,44.3883902936871,2366.20315451434,,0.72919300389818,0.0000000000107550038527227,0.916769859708321,0.735848163101728,DD_to_IHD,Neither,Influence flag,THA,FALSE
Kingdom of Tonga,30,29,3,,,0.0188219601025027,0.99,0.350759998382299,0.99,fit_ok,26,18,0.496429062907825,3,18,0.68933526234612,0.743829716724665,-4.50920350628808,4.15507581185315,4.88535978776084,0.595957056602987,0.365974316742707,0.00000647612438234158,0.844186708780062,5866.74493537534,,fit_ok,26,18,29.5331285163209,3,18,0.000000362140310493236,0.746769853808915,0.263814470207444,0.0778808632772612,0.23756241927209,0.269775941575419,0.25041654096264,0.000502659989545559,9.53958931773621,5866.74493537534,,0.772661502849497,0.000000555463333388122,0.916769859708321,0.97409477517071,DD_to_IHD,Neither,Influence flag,TON,TRUE
Kingdom of the Netherlands,30,29,3,,,0.972042269604025,0.99,0.94663764782957,0.99,fit_ok,26,18,3.42453548998622,3,18,0.0394788141551611,0.771012119873445,3.6339963479339,1.16919495773237,3.87260392441488,0.0755013830759414,0.0501605151786941,0.115447889828826,208.670674960086,2825.57349785147,,fit_ok,26,18,227.917831172704,3,18,0.0000000000000167397129353962,0.0483904354133778,0.232514786722608,0.013625372964534,0.860778949009211,0.203282080660608,0.293718478096731,0.0109886785991017,331.539827298665,2825.57349785147,,0.486773875656861,0.0000000000000416451394978149,0.916769859708321,0.365616623123299,DD_to_IHD,Neither,Influence flag,NLD,FALSE
Kyrgyz Republic,30,29,3,,,0.99,0.99,0.38238472478603,0.99,fit_ok,26,18,0.359649260546121,3,18,0.782832481262443,0.882676500330498,-10.6968781981021,10.6948443237467,15.9306957299225,0.000343581934722761,0.845537520036865,0.0000000116142501238253,582.164957561697,3180.02928487821,,fit_ok,26,18,596.779227438246,3,18,0.00000000000000000336520297330085,0.594207811254331,-0.103815623303272,0.00433808715395335,0.36827694691181,0.0383615915796786,0.580668022343153,0.204447114519189,932.410543531748,3180.02928487821,,0.814784827436421,0.0000000000000000116356170602267,0.916769859708321,0.952675610449615,DD_to_IHD,Neither,Residual serial correlation flag,KGZ,FALSE
Lao People's Democratic Republic,30,29,3,,,0.394636079052065,0.99,0.840145080763313,0.555224993400361,fit_ok,26,18,1.50695630613801,3,18,0.246666703444048,0.748891317861061,2.22954006358725,1.45312754851102,2.26325077168035,0.620311708987034,0.139954825794662,0.00191252802092722,2.79909112146367,1737.3101757068,,fit_ok,26,18,140.20981557804,3,18,0.00000000000114137542930716,0.851886246094445,-0.77519696537305,0.0572855881103369,1.51435923621913,0.0747583390372288,0.501177291122433,0.107877426551437,100.603542051551,1737.3101757068,,0.718816670460909,0.00000000000247702752743255,0.916769859708321,0.995669705266119,DD_to_IHD,Neither,Influence flag,LAO,FALSE
Lebanese Republic,30,29,3,,,0.01,0.161221962389978,0.01,0.0578967637918404,fit_ok,26,18,1.52132274402633,3,18,0.243074702843195,0.877140598393154,-6.40139677901812,3.332792167391,11.776962863453,0.000911743059164081,0.00497050722390944,0.272068948470003,150.615442991045,1976.3219821542,,fit_ok,26,18,9.63139269863808,3,18,0.000515503830508677,0.80023528637913,-0.0249589229149316,0.00786755940605489,0.0828166458190347,0.100677468946676,0.226587987046539,0.243729803861709,15.5493257250755,1976.3219821542,,0.718816670460909,0.00066140114103,0.916769859708321,0.982769082827713,DD_to_IHD,Neither,Residual serial correlation flag,LBN,FALSE
Malaysia,30,29,3,,,0.428310249690903,0.272038693346806,0.184813238497609,0.503146269301301,fit_ok,26,18,1.12777051862735,3,18,0.364225471785729,0.775482419236766,-5.39810914567447,5.16590336544784,6.49817973621062,0.737523760479009,0.471201118183411,0.000790255200619903,15.5064993408073,1541.68041695003,,fit_ok,26,18,36.4435817103143,3,18,0.000000074219939555724,0.241033909551429,0.323547289726288,0.0341498350433131,0.330407815398537,0.110123621364861,0.0514018001758961,0.638797527016959,21.1174867105806,1541.68041695003,,0.718816670460909,0.000000115579142514257,0.916769859708321,0.816846289062876,DD_to_IHD,Neither,Influence flag,MYS,FALSE
Mongolia,30,29,2,,,0.963603949245134,0.99,0.99,0.99,fit_ok,27,21,4.07946290454112,2,21,0.0318567615919979,0.612834454546909,-0.862383032464999,0.346569308181415,0.866967727358459,0.101043603631422,0.00111924536575876,0.124726534568737,6.80151434832364,2504.36939947636,,fit_ok,27,21,3.79476823305871,2,21,0.0391857260064648,0.579266682516574,8.90719722549279,3.27627276827669,8.8532058546057,0.107680673694294,0.00229899320055515,0.186259827615541,5.8638571492467,2504.36939947636,,0.486773875656861,0.0436824486629443,0.916769859708321,0.952675610449615,DD_to_IHD,Neither,Influence flag,MNG,FALSE
