location_name,n_years_levels,n_annual_changes,selected_lag_BIC,lag_selection_warning,lag_selection_error,adf_IHD_level_p,adf_DD_level_p,adf_IHD_log_change_p,adf_DD_log_change_p,IHD_to_DD_status,IHD_to_DD_n,IHD_to_DD_residual_df,IHD_to_DD_F,IHD_to_DD_df_num,IHD_to_DD_df_den,IHD_to_DD_p,IHD_to_DD_p_HC3,IHD_to_DD_beta_lag1,IHD_to_DD_HAC_SE_lag1,IHD_to_DD_HC3_SE_lag1,IHD_to_DD_BG_p,IHD_to_DD_BP_p,IHD_to_DD_Shapiro_p,IHD_to_DD_max_CooksD,IHD_to_DD_condition_number,IHD_to_DD_error,DD_to_IHD_status,DD_to_IHD_n,DD_to_IHD_residual_df,DD_to_IHD_F,DD_to_IHD_df_num,DD_to_IHD_df_den,DD_to_IHD_p,DD_to_IHD_p_HC3,DD_to_IHD_beta_lag1,DD_to_IHD_HAC_SE_lag1,DD_to_IHD_HC3_SE_lag1,DD_to_IHD_BG_p,DD_to_IHD_BP_p,DD_to_IHD_Shapiro_p,DD_to_IHD_max_CooksD,DD_to_IHD_condition_number,DD_to_IHD_error,IHD_to_DD_q,DD_to_IHD_q,IHD_to_DD_q_HC3,DD_to_IHD_q_HC3,direction,direction_HC3,diagnostics,ISO3,small_island_excluded
Montenegro,30,29,2,,,0.984287455209343,0.985434498336632,0.948917416462628,0.99,fit_ok,27,21,0.446657938438037,2,21,0.645700900450724,0.650411704139159,2.36474293187352,2.90711170457343,9.83510467541643,0.756368290516084,0.856254006986306,0.00000000263951185059049,3633.71014819724,1287.55446077172,,fit_ok,27,21,3804.08727847095,2,21,0.00000000000000000000000000131005129675403,0.108367744605292,-0.124956550188063,0.00151363181849252,0.33693974019822,0.157223993488243,0.522689075268382,0.0994565500127801,931.631416873684,1287.55446077173,,0.749405188578252,0.0000000000000000000000000534500929075645,0.916769859708321,0.580725411543761,DD_to_IHD,Neither,Influence flag,MNE,FALSE
New Zealand,30,29,2,,,0.337479294539805,0.909397429043233,0.0460309875377658,0.859964837830827,fit_ok,27,21,3.46845344890913,2,21,0.0499378947515102,0.087699668997277,0.814384359079777,0.495445822973906,0.592661388761944,0.0941999150711085,0.137959211452138,0.0000140869640781898,1.16364140600259,1519.31410216129,,fit_ok,27,21,8.77289597773716,2,21,0.00170037369505958,0.440839433345875,-0.456901103006662,0.147753378569831,0.354864575607515,0.00946131798199817,0.401678299302834,0.984089324419011,0.926188485917166,1519.31410216128,,0.486773875656861,0.00206473948685806,0.916769859708321,0.899312444025585,DD_to_IHD,Neither,Residual serial correlation flag,NZL,FALSE
North Macedonia,30,29,2,,,0.0384747888988505,0.99,0.385462407066726,0.99,fit_ok,27,21,0.9735219452865,2,21,0.394159282235172,0.67817410091146,1.71392608889394,2.52902431524432,2.73852469599002,0.888589509593377,0.0884654099828594,0.00000553326520635493,2515.21856833267,1156.06846602782,,fit_ok,27,21,2112.41792272489,2,21,0.000000000000000000000000616153617425257,0.792393348752423,-0.128279697810995,0.00200037584817647,0.194745726055406,0.40287289008475,0.464419340343831,0.635090608841145,356.100753880543,1156.06846602782,,0.718816670460909,0.00000000000000000000000785595862217202,0.916769859708321,0.982769082827713,DD_to_IHD,Neither,Influence flag,MKD,FALSE
Northern Mariana Islands,30,29,3,,,0.99,0.99,0.0130383207212088,0.99,fit_ok,26,18,0.980458631498336,3,18,0.423925847162418,0.818019590604889,-6.62233066150962,4.01982185349918,7.20769118820926,0.168529520678354,0.0167374659541411,0.000301973986175596,17.3709233973423,2020.27277211862,,fit_ok,26,18,2.1286968554582,3,18,0.132198981715582,0.650344900279701,0.00264416682298842,0.00562777571463087,0.064764738422075,0.0931038163097643,0.393484955113105,0.370030099089792,7.31395325902256,2020.27277211862,,0.718816670460909,0.139013362216385,0.916769859708321,0.965817692352022,Neither,Neither,Influence flag,MNP,TRUE
Palestine,30,29,3,,,0.973937115258965,0.540665986234569,0.99,0.917818936582977,fit_ok,26,18,2.20759115146085,3,18,0.122368889721457,0.65625965224477,-11.6114498192668,10.7425065278544,13.8206720143701,0.0247462826212472,0.00866817371315847,0.0142266907030946,10.0098197848148,5028.80316492862,,fit_ok,26,18,59.3452846177555,3,18,0.00000000156576855629327,0.350019367461962,0.0726026138198954,0.00737804948454027,0.0444925523503602,0.0571881909498422,0.66253833873719,0.286293616787899,11.0044557332505,5028.80316492861,,0.718816670460909,0.00000000275359297830885,0.916769859708321,0.839434577770991,DD_to_IHD,Neither,Residual serial correlation flag,PSE,FALSE
People's Democratic Republic of Algeria,30,29,3,,,0.26502567870968,0.99,0.143695551093177,0.99,fit_ok,26,18,0.820756649336109,3,18,0.499285727646197,0.838946007696442,2.26158405414401,1.88909516863156,5.74516516251358,0.0213277508732934,0.184523579950034,0.0000173683948038458,2751.82710896052,3109.4278260473,,fit_ok,26,18,16.9191304559342,3,18,0.0000177915124933694,0.591290058043074,-0.00964469361573153,0.0194699879829237,0.294860991426207,0.469657621137922,0.769128183295991,0.045938465846214,38.8026550833909,3109.4278260473,,0.718816670460909,0.0000248593736208723,0.916769859708321,0.952675610449615,DD_to_IHD,Neither,Residual serial correlation flag,DZA,FALSE
People's Republic of Bangladesh,30,29,3,,,0.01,0.99,0.01,0.99,fit_ok,26,18,0.858090785251898,3,18,0.480620457196009,0.845303776285592,-3.77330972910982,2.82260796612053,4.82916699608031,0.535828798024704,0.0109885099604737,0.137943710306244,2614.31804083412,5799.74689026805,,fit_ok,26,18,82.3434547634607,3,18,0.000000000104983738852744,0.79449558257389,0.0692752428429942,0.0129797975461623,1.11044686290622,0.086103141796608,0.948594043308852,0.388613949443362,1829.75956109641,5799.74689026803,,0.718816670460909,0.000000000209967477705488,0.916769859708321,0.982769082827713,DD_to_IHD,Neither,Influence flag,BGD,FALSE
People's Republic of China,30,29,3,,,0.205313819229571,0.661366315862188,0.01,0.302667944907807,fit_ok,26,18,48.1004532611969,3,18,0.00000000848674426270947,0.302768304570072,-2.96067189751039,0.296957199549359,2.12454325002611,0.349496678070282,0.781272309835094,0.00000514794176033023,18.4176027020605,1087.89684452427,,fit_ok,26,18,6.32939720186768,3,18,0.00404085423815004,0.165814287066,0.185311168001937,0.0425306303379235,1.32691021286317,0.404637951416053,0.350110982212605,0.512700490634797,53.2221551382849,1087.89684452427,,0.00000173129582959273,0.00476493794556421,0.916769859708321,0.690328868601305,Bidirectional,Neither,Influence flag,CHN,FALSE
Plurinational State of Bolivia,30,29,3,,,0.107113283259175,0.99,0.0144839434860963,0.984128676423371,fit_ok,26,18,1.8272543421913,3,18,0.178329876420201,0.815885422961546,-17.2675100202826,8.3120733517352,19.5953411539478,0.0241055704869537,0.00609512280876568,0.323317631502009,9412.43985632727,3483.87777141235,,fit_ok,26,18,16.4567464928048,3,18,0.0000213053794417457,0.958332717867034,0.0370519204754458,0.010003126107021,0.608646160339943,0.526729502087225,0.469485053995761,0.109362148631,2434.07906653429,3483.87777141235,,0.718816670460909,0.0000295666490211981,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Residual serial correlation flag,BOL,FALSE
Portuguese Republic,30,29,2,,,0.01,0.720292069556539,0.0242655168165121,0.99,fit_ok,27,21,1.76856415776445,2,21,0.195053338193063,0.452220436823868,-0.000509709175815382,0.329866438332405,0.490089999319118,0.107860653392844,0.190524681353622,0.0000136554533079719,6.4752260597299,1229.12233290838,,fit_ok,27,21,61.1742780138818,2,21,0.00000000174249968204091,0.0177057850670754,-0.325331338093398,0.0383567574838218,0.103770237507027,0.0618810618618265,0.495232044033259,0.0214013219157628,0.607360355233272,1229.12233290838,,0.718816670460909,0.00000000303820457381492,0.916769859708321,0.200665564093521,DD_to_IHD,Neither,Influence flag,PRT,FALSE
Principality of Andorra,30,29,2,,,0.99,0.99,0.58067672206831,0.99,fit_ok,27,21,1.49282548191206,2,21,0.247634838863379,0.680129544320487,-5.28974239120891,5.45905002611516,7.51290832726618,0.0374523509895395,0.0217491988405351,0.000019158075738112,337.463723365266,629.24241732156,,fit_ok,27,21,55.9240811792947,2,21,0.0000000038731944918849,0.825195869131822,0.0796736905054113,0.0356305756888882,0.831538648076744,0.322555115965063,0.334402125899548,0.00156392779607588,463.196721081778,629.24241732156,,0.718816670460909,0.00000000647648915036492,0.916769859708321,0.984444194753752,DD_to_IHD,Neither,Residual serial correlation flag,AND,FALSE
Principality of Monaco,30,29,2,,,0.99,0.99,0.435965015002036,0.861842528362713,fit_ok,27,21,0.664422872802807,2,21,0.525057326786545,0.674499339529635,-6.4103408424386,6.23612017272271,7.18771754518604,0.331929061969348,0.22497548998702,0.000000925504376482474,16727.230854429,9488.88963374924,,fit_ok,27,21,11.8315194198198,2,21,0.000362114380557818,0.719839448939295,0.195232884860609,0.0435946625401748,3.48083912261453,0.149636556103526,0.249939038964737,0.000198622386708077,9186.79773323091,9488.88963374924,,0.718816670460909,0.000467540086289841,0.916769859708321,0.967016766223358,DD_to_IHD,Neither,Influence flag,MCO,FALSE
Puerto Rico,30,29,3,,,0.99,0.99,0.528046668263001,0.986145947820193,fit_ok,26,18,3.69743952073931,3,18,0.0311134231712235,0.789989033069315,-0.641346177594154,3.63910191481624,5.70302285016741,0.0330662854542495,0.00236694449181668,0.0290775060001249,234.198407589356,1846.68072314369,,fit_ok,26,18,343.88615578953,3,18,0.000000000000000448406016064315,0.597154240816244,0.345862730118727,0.0133491879325642,0.582145168347034,0.022696635199612,0.681704043278785,0.969080207299155,432.454601553694,1846.68072314368,,0.486773875656861,0.00000000000000128837784897353,0.916769859708321,0.952675610449615,DD_to_IHD,Neither,Residual serial correlation flag,PRI,TRUE
Republic of Albania,30,29,3,,,0.252831424781981,0.967668895684592,0.958741451380086,0.99,fit_ok,26,18,0.87671520766094,3,18,0.471552551681138,0.870583309440315,10.1591471802142,7.07889563506805,16.6184519657284,0.116043606958616,0.00980556208738537,0.0051303836849643,24.3308782725522,2461.04755352816,,fit_ok,26,18,31.7935433706289,3,18,0.000000208995409977456,0.982026515370124,-0.0266328683371494,0.00899004793257535,0.14971527330672,0.122928992784355,0.0878957404847011,0.284739327121292,133.961291647909,2461.04755352816,,0.718816670460909,0.000000322992906328796,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Influence flag,ALB,FALSE
Republic of Angola,30,29,2,,,0.99,0.99,0.99,0.99,fit_ok,27,21,1.08323711682858,2,21,0.356675434894303,0.63888333002408,-2.29143608215504,2.95235846113108,3.34784149537393,0.0696093891758017,0.125213050588333,0.00000172958615253053,2.31828817039255,1135.53137627695,,fit_ok,27,21,1620.26790037153,2,21,0.00000000000000000000000982584750903016,0.235592298958418,0.235970299121492,0.00429943270079795,0.276805783981846,0.00896288405250727,0.64162541859602,0.00156940850095068,171.780538327959,1135.53137627695,,0.718816670460909,0.0000000000000000000000770951112246982,0.916769859708321,0.816846289062876,DD_to_IHD,Neither,Residual serial correlation flag,AGO,FALSE
Republic of Armenia,30,29,3,,,0.976495169494555,0.99,0.99,0.986941276392888,fit_ok,26,18,0.259561997051666,3,18,0.853543679412185,0.861549187564662,-3.5219803715025,5.71705218015563,7.29422390404086,0.0393945236934301,0.451094575156599,0.0000015744509972539,1312.97100855607,2265.24210563086,,fit_ok,26,18,4323.01992645605,3,18,0.0000000000000000000000000664679959414249,0.020084895337775,0.137326578834082,0.00231998334384568,0.0496880667949589,0.828875412916506,0.348141356302214,0.240708551401069,19.1281410843866,2265.24210563086,,0.866283137313859,0.00000000000000000000000135594711720507,0.916769859708321,0.209164804994715,DD_to_IHD,Neither,Residual serial correlation flag,ARM,FALSE
Republic of Austria,30,29,2,,,0.01,0.99,0.0425339970983437,0.984363748716708,fit_ok,27,21,5.41678038002566,2,21,0.012676746015033,0.599148758892323,0.933719669349698,0.305589133840504,12.7557942749731,0.820591336027915,0.465470635226956,0.0000000400124563132234,1614.22409259618,1768.23330557747,,fit_ok,27,21,355.657963505927,2,21,0.0000000000000000636749420723667,0.145847719871867,-0.11539112423231,0.00538689579734613,0.0820202909502699,0.0272435195928532,0.0426223891308301,0.620824268503315,5.3899603355028,1768.23330557747,,0.369436598152389,0.000000000000000202963877855669,0.916769859708321,0.651575337390311,DD_to_IHD,Neither,Residual serial correlation flag,AUT,FALSE
Republic of Azerbaijan,30,29,3,,,0.99,0.99,0.97641533536585,0.99,fit_ok,26,18,1.1533360696973,3,18,0.354748463666819,0.802192312788299,-0.420598414645601,1.23444940958027,1.83117695123496,0.277865776355471,0.0313951794380392,0.0288643322123275,96.5533691677827,1339.65653004388,,fit_ok,26,18,4594.46525828136,3,18,0.0000000000000000000000000384520104904002,0.113183652982965,-0.372959471176395,0.0207976851798007,0.147281068586071,0.196274030726732,0.335911271642337,0.154349401996436,8.11206875808905,1339.65653004388,,0.718816670460909,0.000000000000000000000000871578904449072,0.916769859708321,0.580725411543761,DD_to_IHD,Neither,Influence flag,AZE,FALSE
Republic of Belarus,30,29,3,,,0.99,0.903107549148374,0.0317305307599011,0.99,fit_ok,26,18,1.32492244737668,3,18,0.297272880033946,0.807430750996149,1.08223113266124,1.49175000048403,2.14581398998942,0.927619304217715,0.0453185166186554,0.0269305453229521,2050.69508999161,2374.25258482847,,fit_ok,26,18,78.7877793745081,3,18,0.000000000151739346486374,0.725262574667519,-0.168916223236076,0.0178426185376964,1.30298387237066,0.132600136721919,0.829258995676087,0.00032626883770538,1078.00321931235,2374.25258482847,,0.718816670460909,0.000000000300532297895343,0.916769859708321,0.967016766223358,DD_to_IHD,Neither,Influence flag,BLR,FALSE
Republic of Benin,30,29,2,,,0.99,0.854649977489613,0.965642892865774,0.99,fit_ok,27,21,0.954170719546293,2,21,0.401207734089128,0.622678845057624,-1.89668882472653,1.8747521438651,2.1947584588793,0.704050923808821,0.101936576919864,0.00000711300964410382,30.9300741396905,1581.01770247438,,fit_ok,27,21,2418.37235807749,2,21,0.000000000000000000000000149878165980772,0.314115271568449,0.423058315285207,0.00608612267651628,0.34347089766523,0.0909935589496491,0.399430833590787,0.219298937805966,122.047475654785,1581.01770247438,,0.718816670460909,0.00000000000000000000000277955871455249,0.916769859708321,0.827630372655187,DD_to_IHD,Neither,Influence flag,BEN,FALSE
Republic of Botswana,30,29,2,,,0.740904470602978,0.99,0.983197554743169,0.99,fit_ok,27,21,0.973429603611713,2,21,0.394192592811908,0.393043382758779,-3.70428256145311,2.6798179304093,2.67725955477611,0.821697900827713,0.0829091809861562,0.0000108606151490957,1.54843172465303,2148.49810832895,,fit_ok,27,21,242.154508497672,2,21,0.00000000000000313295090880846,0.256265502451098,0.205401054600957,0.00997012644015802,0.177202910718011,0.012069856973257,0.515665465312428,0.775215037611696,46.1079180782124,2148.49810832895,,0.718816670460909,0.00000000000000863678358644495,0.916769859708321,0.816846289062876,DD_to_IHD,Neither,Residual serial correlation flag,BWA,FALSE
Republic of Bulgaria,30,29,3,,,0.0668883278759018,0.99,0.154704776597845,0.99,fit_ok,26,18,0.745296749523221,3,18,0.539033652889162,0.800337667018469,-0.612157981414029,0.800987400048079,1.52866208808118,0.332887737471832,0.349175882204724,0.0000103036812349098,146.210576150636,1407.52735055032,,fit_ok,26,18,158.72242544952,3,18,0.000000000000391180135995224,0.0879040965404598,-0.184671811081209,0.0316832524127409,0.0856326628972183,0.726859809488457,0.487685496149177,0.110853088758137,0.945927971221144,1407.52735055032,,0.718816670460909,0.00000000000086739943198941,0.916769859708321,0.534222051102289,DD_to_IHD,Neither,Influence flag,BGR,FALSE
Republic of Burundi,30,29,3,,,0.99,0.99,0.99,0.99,fit_ok,26,18,1.61348699435852,3,18,0.221296869896495,0.837101240513676,6.59484492607236,3.52902953433357,28.1740277705566,0.0124472909027711,0.00711455460550708,0.00100473964384286,1133.56833670301,6721.47293153792,,fit_ok,26,18,1040.47770391695,3,18,0.0000000000000000000235340481257088,0.0331984419695657,0.211098870887417,0.00388702972518712,0.373918460980056,0.803646244124952,0.113567450077533,0.415403164495337,670.978914841105,6721.47293153791,,0.718816670460909,0.000000000000000000114308233753443,0.916769859708321,0.307840098263245,DD_to_IHD,Neither,Residual serial correlation flag,BDI,FALSE
Republic of Cabo Verde,30,29,3,,,0.01,0.66652546298384,0.01,0.99,fit_ok,26,18,0.795102756757451,3,18,0.512493148824737,0.839768066798119,-5.93453479940745,5.10509411311299,8.89461571104441,0.208056793154262,0.0105671166812844,0.00582069586061857,394.365252742485,3530.74565270185,,fit_ok,26,18,21.476238277628,3,18,0.00000356636732453701,0.404008163133797,0.0242652810322067,0.00342462337942296,0.224486246107061,0.133188069714141,0.727870064260413,0.0829372293084089,299.7719986216,3530.74565270185,,0.718816670460909,0.00000523409305183848,0.916769859708321,0.891657103762154,DD_to_IHD,Neither,Influence flag,CPV,TRUE
Republic of Cameroon,30,29,3,,,0.127913625011378,0.850919864747044,0.885045004608587,0.99,fit_ok,26,18,1.10886292233899,3,18,0.371396723848586,0.790042672377012,1.66803615908634,1.27012082676062,2.03782730964801,0.160035025142824,0.410051736419626,0.000000929746988779264,72.7876455231673,3047.55237393877,,fit_ok,26,18,27.1628452521739,3,18,0.000000669744971576222,0.521643924381507,0.0284401110547123,0.00510337438847482,0.506928998378498,0.621380433861177,0.755669416522041,0.378008062456223,101.976160241931,3047.55237393877,,0.718816670460909,0.00000101961174777276,0.916769859708321,0.952675610449615,DD_to_IHD,Neither,Influence flag,CMR,FALSE
Republic of Chad,30,29,2,,,0.538030084235234,0.680220784050812,0.944657572277812,0.99,fit_ok,27,21,4.94820767365682,2,21,0.0173487264564618,0.598090772822055,2.23210899224616,0.920127206042551,3.84077201876334,0.204377522621424,0.62671975890591,0.000000101874149484742,30.3545283110978,1063.62618170446,,fit_ok,27,21,2825.6905081681,2,21,0.0000000000000000000000000294283524117484,0.208209592360243,0.222464310932474,0.00349740190929834,0.153489890542928,0.0129921791180796,0.143250098574503,0.842276246213241,46.6799282935014,1063.62618170446,,0.393237799679801,0.000000000000000000000000750422986499584,0.916769859708321,0.786569571138696,DD_to_IHD,Neither,Residual serial correlation flag,TCD,FALSE
Republic of Chile,30,29,2,,,0.362583979790146,0.99,0.976631105977174,0.978892038971694,fit_ok,27,21,1.06227060851281,2,21,0.363525415629369,0.832576871353078,0.874474488423124,0.616299439044536,1.65652602389953,0.072796208187607,0.747148563411361,0.0000000075444401231625,100.757941447543,711.549584894555,,fit_ok,27,21,1019.35598299956,2,21,0.00000000000000000000122555957714019,0.026416143242943,-0.542102172333436,0.0123631303962913,0.419384716713394,0.0248511867415936,0.174776690945071,0.625841475424204,47.6038954839586,711.549584894555,,0.718816670460909,0.00000000000000000000714326153533138,0.916769859708321,0.256613962931446,DD_to_IHD,Neither,Residual serial correlation flag,CHL,FALSE
Republic of Colombia,30,29,3,,,0.99,0.803469820246903,0.657296671669326,0.99,fit_ok,26,18,1.67171565938965,3,18,0.208603629968013,0.875730146723547,2.60762297523015,6.08252889620847,5.94945188157458,0.376046278024104,0.0137941551254958,0.27757191508175,21.6358947639381,2690.6114968293,,fit_ok,26,18,63.5171081977448,3,18,0.000000000899501423416464,0.80187313151809,0.182205073932764,0.0132714638542404,0.199802050045241,0.276982555399902,0.514118484379875,0.122191271419615,54.2168652852093,2690.61149682931,,0.718816670460909,0.00000000163837759265142,0.916769859708321,0.982769082827713,DD_to_IHD,Neither,Influence flag,COL,FALSE
Republic of Costa Rica,30,29,3,,,0.99,0.770340473550418,0.808850730900043,0.987652777836569,fit_ok,26,18,2.77679109890746,3,18,0.0710669286369857,0.803008975930963,14.7779768923936,6.99673813401618,15.7521032551815,0.855242895161376,0.0230487059165416,0.21624655272805,5.4679037361092,3399.76492572611,,fit_ok,26,18,1763.39158586547,3,18,0.000000000000000000000208598191206345,0.0000291301342173739,0.26638168189149,0.0039225376486373,0.0448519691901186,0.00275755574131507,0.479199027277665,0.0366666347960674,16.4259560457353,3399.76492572611,,0.557602055459426,0.00000000000000000000129914456425708,0.916769859708321,0.00198084912678142,DD_to_IHD,DD_to_IHD,Residual serial correlation flag,CRI,FALSE
Republic of Croatia,30,29,3,,,0.0496546491953621,0.99,0.636332881241207,0.99,fit_ok,26,18,0.750378909408298,3,18,0.536270812422005,0.765802012305631,0.702107422453443,0.550978921052645,0.812349641517425,0.335917961675916,0.682048358730125,0.0000000874764788928411,15.5892917085215,1850.84405166402,,fit_ok,26,18,61.9665618121457,3,18,0.00000000110090948338883,0.919155053716736,-0.281580470036223,0.0215361353727729,1.22526172164577,0.232563035188981,0.189948536427871,0.239674399892885,82.56463556726,1850.84405166402,,0.718816670460909,0.00000000197004854922211,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Influence flag,HRV,FALSE
Republic of Cuba,30,29,2,,,0.578442808237925,0.99,0.373240212584328,0.99,fit_ok,27,21,0.327485136456683,2,21,0.724349025073367,0.771998000796005,-0.0987635481525439,0.48149646004445,1.0704934913027,0.425222874213478,0.509333425532961,0.0000000568502403112275,27.68473282634,406.091447808384,,fit_ok,27,21,110.181693734931,2,21,0.00000000000733251524081795,0.936360654219302,0.191370362972485,0.0222393088541854,0.654327551693566,0.0141606389389039,0.378748042284182,0.146975731012498,73.6268239134848,406.091447808384,,0.785995750611525,0.0000000000151094253447158,0.916769859708321,0.998138144554251,DD_to_IHD,Neither,Residual serial correlation flag,CUB,TRUE
Republic of Cyprus,30,29,2,,,0.01,0.99,0.515880537573087,0.99,fit_ok,27,21,0.636369739603012,2,21,0.539112502845682,0.697399912793491,-0.356346401197124,0.36195683798948,0.425184840982807,0.845770374152513,0.11424207041636,0.0000106846421498735,20.4957894664605,592.969758507016,,fit_ok,27,21,64.5749415348503,2,21,0.00000000107100158188517,0.328617942083677,-0.651993582815347,0.0623773207118418,0.585549352522596,0.0555923481999238,0.278111577129346,0.0114975193212959,4.36579701593482,592.969758507016,,0.718816670460909,0.00000000193348958145641,0.916769859708321,0.827630372655187,DD_to_IHD,Neither,Influence flag,CYP,FALSE
Republic of Côte d'Ivoire,30,29,3,,,0.647630677621084,0.99,0.843527626137968,0.976429896601591,fit_ok,26,18,0.892098220468975,3,18,0.464183637220418,0.713744860280781,-2.43426714592633,2.51914737562424,3.43819736918415,0.000595066972471444,0.306907524559644,0.00000173154724977745,35.8542404611007,2704.63315513298,,fit_ok,26,18,23.7592674295776,3,18,0.00000175502871723091,0.714153026122063,0.194445442911922,0.0382111970612322,0.402063611741262,0.756329626270882,0.751080054173262,0.000613576667330415,49.9519783112741,2704.63315513297,,0.718816670460909,0.00000263254307584636,0.916769859708321,0.967016766223358,DD_to_IHD,Neither,Residual serial correlation flag,CIV,FALSE
Republic of Djibouti,30,29,1,,,0.290347244626883,0.99,0.195274868258936,0.99,fit_ok,28,24,0.696944787807511,1,24,0.412045667456438,0.372973376926632,-2.87211079128505,3.44034504281442,3.16357109678584,0.485963927055762,0.613257104132313,0.00000000206759012237522,14.3931271602459,1445.37907331159,,fit_ok,28,24,251.74165190385,1,24,0.0000000000000317696630072746,0.32303582196575,0.0469771372309296,0.00296079956766651,0.0465577249794625,0.00502723580965345,0.660697725936519,0.475020412725133,19.3237458297604,1445.37907331159,,0.718816670460909,0.0000000000000762471912174591,0.916769859708321,0.827630372655187,DD_to_IHD,Neither,Residual serial correlation flag,DJI,FALSE
Republic of Ecuador,30,29,2,,,0.888144651201218,0.743068693174537,0.306029305555955,0.99,fit_ok,27,21,1.1009439558448,2,21,0.351000462452056,0.642199282049353,-11.2748072731741,9.3424434423189,12.4628161995919,0.0510817890099789,0.0490583142947623,0.0000700941247407133,10.8199333742839,809.965523829326,,fit_ok,27,21,315.262751289933,2,21,0.00000000000000021728146740079,0.473583791932952,0.0986459512105704,0.00630922670032041,0.202604177197264,0.0568684262552082,0.0597326758610133,0.761146410562299,560.721447898095,809.965523829326,,0.718816670460909,0.000000000000000651844402202371,0.916769859708321,0.932481236828444,DD_to_IHD,Neither,Influence flag,ECU,FALSE
Republic of El Salvador,30,29,2,,,0.504466348710095,0.99,0.15809578797291,0.99,fit_ok,27,21,1.7286706659353,2,21,0.20183920426537,0.620400399102759,-6.96147666970147,6.03402774785293,7.60688591497904,0.178134791278266,0.0138009135973235,0.0000563193564701412,661.882592303123,754.72279274187,,fit_ok,27,21,374.737736562903,2,21,0.0000000000000000373538184514728,0.467082370789556,0.102826537534356,0.004374203497443,0.385622379610857,0.606574269542744,0.265183317532143,0.903867587648619,1660.95951121775,754.722792741871,,0.718816670460909,0.000000000000000124920966624598,0.916769859708321,0.932481236828444,DD_to_IHD,Neither,Influence flag,SLV,FALSE
Republic of Equatorial Guinea,30,29,2,,,0.99,0.99,0.044811079015717,0.95726159449831,fit_ok,27,21,2.3773125689276,2,21,0.117306654099268,0.65062326595571,-9.13824995484204,6.30894142959933,10.0913358582104,0.319081497589231,0.00218115461881179,0.00241407168744835,5.89512153635198,1540.49840769465,,fit_ok,27,21,219.949454347826,2,21,0.00000000000000823081720373018,0.0795123792390406,0.102774794851331,0.00491202481745722,0.358138951907866,0.0845323609886409,0.494328932125579,0.702069343669984,697.924941964461,1540.49840769465,,0.718816670460909,0.0000000000000215267526866789,0.916769859708321,0.506891417648884,DD_to_IHD,Neither,Influence flag,GNQ,FALSE
Republic of Estonia,30,29,2,,,0.99,0.99,0.640054327225232,0.99,fit_ok,27,21,1.14651725907321,2,21,0.336844031745782,0.576880567119671,-1.32279230684893,1.20271280861739,1.30689583806123,0.769045708685592,0.196157365389508,0.00000125216978383094,4.57390731644866,1542.58522733671,,fit_ok,27,21,871.89671101714,2,21,0.00000000000000000000620893185180451,0.249618791582668,0.851715019069556,0.020532931075745,0.601856823374238,0.017445191355982,0.724706128433148,0.529489422970831,57.4509284747288,1542.58522733671,,0.718816670460909,0.000000000000000000032477489686362,0.916769859708321,0.816846289062876,DD_to_IHD,Neither,Residual serial correlation flag,EST,FALSE
Republic of Fiji,30,29,3,,,0.884438487751242,0.99,0.932411476686533,0.99,fit_ok,26,18,0.368743650024503,3,18,0.77645335641786,0.847560560204827,-0.505979435271113,1.49569766408955,2.99087549870906,0.431555935152754,0.579136171052106,0.000000406634260005188,47.007624495808,2416.37262051294,,fit_ok,26,18,3675.40354569777,3,18,0.000000000000000000000000285726352441905,0.241048790922256,-0.649386507861783,0.00892188117558292,0.527938753061903,0.00839204274228919,0.606471133259043,0.18616479360362,132.248026290559,2416.37262051294,,0.814119573210851,0.00000000000000000000000485734799151239,0.916769859708321,0.816846289062876,DD_to_IHD,Neither,Residual serial correlation flag,FJI,TRUE
Republic of Finland,30,29,3,,,0.180724669384812,0.884203760663245,0.01,0.99,fit_ok,26,18,1.76366068658023,3,18,0.190102728609939,0.795549260548834,-1.21917111875596,0.591279793449226,1.25583499912772,0.974921494144783,0.0391523020237602,0.0138062415873687,62.5427702685819,4837.86762858448,,fit_ok,26,18,3.27426736071722,3,18,0.0451174129232862,0.464508600123478,0.00813330365189068,0.0418960244172567,0.198079223155938,0.121608673467804,0.33820700246513,0.0230551022624182,1.70509431785732,4837.86762858448,,0.718816670460909,0.0500214795453826,0.916769859708321,0.932481236828444,Neither,Neither,Influence flag,FIN,FALSE
Republic of Ghana,30,29,3,,,0.27074064625239,0.98131742444294,0.219099244452302,0.99,fit_ok,26,18,0.950329951193384,3,18,0.43726246738431,0.806003386945123,7.90178255436569,5.30081855316851,8.05138680702405,0.0574034033122265,0.105354608266832,0.000164991397732301,201.567820177076,4634.99576863706,,fit_ok,26,18,2.57780075180476,3,18,0.085691270191633,0.731797315741204,0.00585216920672548,0.0286517101242806,0.260011595585705,0.592407113472873,0.308634517832517,0.636957588762408,34.1183539032919,4634.99576863706,,0.718816670460909,0.0929841442504954,0.916769859708321,0.96939384682601,Neither,Neither,Influence flag,GHA,FALSE
