location_name,IHD_to_DD_status,IHD_to_DD_p,IHD_to_DD_BG_p,IHD_to_DD_error,DD_to_IHD_status,DD_to_IHD_p,DD_to_IHD_BG_p,DD_to_IHD_error,IHD_to_DD_q,DD_to_IHD_q,direction
Commonwealth of Dominica,fit_ok,0.430412730482257,0.993650066591818,,fit_ok,0.000591029722854982,0.0000665935584361145,,0.585280323439566,0.000880073455930047,DD_to_IHD
Commonwealth of the Bahamas,fit_ok,0.421974565950702,0.0795479859038189,,fit_ok,0.599683707255732,0.0000313804804139713,,0.581640617932048,0.627361416821381,Neither
Cook Islands,fit_ok,0.866736134827219,0.192957632828683,,fit_ok,0.00752737517092959,0.0152191532503763,,0.919694360854856,0.0102372302324642,DD_to_IHD
Czech Republic,fit_ok,0.193753957361564,0.00533654595262224,,fit_ok,0.00401965294288066,0.0000704018672074441,,0.545021320493047,0.00557829387991601,DD_to_IHD
Democratic People's Republic of Korea,fit_ok,0.166710573481847,0.153909613389101,,fit_ok,0.00000020233148173453,0.000136074856331691,,0.545021320493047,0.000000448648068193957,DD_to_IHD
Democratic Republic of Sao Tome and Principe,fit_ok,0.924712758747476,0.00534053883271742,,fit_ok,0.0000000118554977437324,0.000107762103474746,,0.949059855479497,0.0000000291388137315832,DD_to_IHD
Democratic Republic of Timor-Leste,fit_ok,0.383758700733568,0.120667706226547,,fit_ok,0.0000000000000781988739206311,0.000150986958030075,,0.55827985258979,0.000000000000284867326425156,DD_to_IHD
Democratic Republic of the Congo,fit_ok,0.199386244059571,0.051784089327934,,fit_ok,0.00000000000000000000019103487186901,0.0000848810522752558,,0.545021320493047,0.00000000000000000000324759282177316,DD_to_IHD
Democratic Socialist Republic of Sri Lanka,fit_ok,0.21734804314673,0.0259593732555656,,fit_ok,0.00000303253338279507,0.0000131766804291461,,0.545021320493047,0.00000600618262223489,DD_to_IHD
Dominican Republic,fit_ok,0.891125312152186,0.164015279983095,,fit_ok,0.000000000000000425323940993284,0.000116787690215884,,0.932254172713056,0.00000000000000220549118008168,DD_to_IHD
Eastern Republic of Uruguay,fit_ok,0.374377205811958,0.0390758076938259,,fit_ok,0.00000127986329672936,0.0000279806356183566,,0.554645317143787,0.00000263729406598777,DD_to_IHD
Federal Democratic Republic of Ethiopia,fit_ok,0.109625189188661,0.272678072523821,,fit_ok,0.000000000000000000731989941262726,0.000011217651045357,,0.545021320493047,0.00000000000000000746629740087981,DD_to_IHD
Federal Democratic Republic of Nepal,fit_ok,0.0484178379745085,0.0926736751966098,,fit_ok,0.0000000506606144186742,0.00000595732206951929,,0.545021320493047,0.000000116120958892242,DD_to_IHD
Federal Republic of Germany,fit_ok,0.87143287478642,0.429279053886143,,fit_ok,0.346916424765019,0.0000105348176368796,,0.919694360854856,0.386726506295432,Neither
Federal Republic of Nigeria,fit_ok,0.0995070568758296,0.609160740659887,,fit_ok,0.00000644111765892013,0.0000174845541117371,,0.545021320493047,0.0000125009764536647,DD_to_IHD
Federal Republic of Somalia,fit_ok,0.234929943513004,0.0973212206948844,,fit_ok,0.00000000000000000209433333703591,0.00000607527987459995,,0.545021320493047,0.000000000000000017089760030213,DD_to_IHD
Federated States of Micronesia,fit_ok,0.314262297638702,0.0201615013458693,,fit_ok,0.00000649560541219832,0.0000555596646240093,,0.545021320493047,0.0000125009764536647,DD_to_IHD
Federative Republic of Brazil,fit_ok,0.73948543933222,0.88221959918529,,fit_ok,0.0153198732741825,0.00000564921504204898,,0.84750016642569,0.0201629299866661,DD_to_IHD
French Republic,fit_ok,0.865498248498119,0.16532586281732,,fit_ok,0.00000000000000666036389122208,0.00003032942636688,,0.919694360854856,0.0000000000000277288619144756,DD_to_IHD
Gabonese Republic,fit_ok,0.941848999685471,0.0838538375912787,,fit_ok,0.000000000000000000000000628133570248615,0.000131308541615172,,0.949059855479497,0.0000000000000000000000291702567316159,DD_to_IHD
Georgia,fit_ok,0.3162669491125,0.553339832260195,,fit_ok,0.00000000000000000000000000000705066980955559,0.0000728190593330406,,0.545021320493047,0.00000000000000000000000000143833664114934,DD_to_IHD
Grand Duchy of Luxembourg,fit_ok,0.601300750083258,0.443644082566553,,fit_ok,0.84401465597018,0.000122724938781956,,0.74795946961576,0.860894949089584,Neither
Greenland,fit_ok,0.433222200193012,0.329400162857621,,fit_ok,0.0000000217794762560347,0.0192843119381465,,0.585280323439566,0.0000000510691167382883,DD_to_IHD
Grenada,fit_ok,0.346031813886478,0.73205369605415,,fit_ok,0.157034688632048,0.000721958257180601,,0.545583402870244,0.186250444656616,Neither
Guam,fit_ok,0.259789927814449,0.359214458257627,,fit_ok,0.000310988229662397,0.0000915531698757554,,0.545021320493047,0.000488012298854839,DD_to_IHD
Hashemite Kingdom of Jordan,fit_ok,0.681101366408545,0.82654349492892,,fit_ok,0.00000000000000000120730771966369,0.00000696141661716024,,0.815858332532234,0.0000000000000000111950352186997,DD_to_IHD
Hellenic Republic,fit_ok,0.0847163660387703,0.643610748501372,,fit_ok,0.0550880509215546,0.00146526883093074,,0.545021320493047,0.0699407312143301,Neither
Hungary,fit_ok,0.54247758208216,0.993206769232702,,fit_ok,0.000000000000000560056347144574,0.0000426085517733085,,0.700414093321269,0.00000000000000272027368613079,DD_to_IHD
Independent State of Papua New Guinea,fit_ok,0.466615431134626,0.41889041533735,,fit_ok,0.192603352902732,0.567605830802434,,0.615713704838553,0.224600339413991,Neither
Independent State of Samoa,fit_ok,0.0448217089421126,0.0456105820363571,,fit_ok,0.143327117400268,0.00408913979707221,,0.545021320493047,0.170986736547689,Neither
Ireland,fit_ok,0.364908714884326,0.0619731635365399,,fit_ok,0.0823216716819715,0.0000487229968866344,,0.551417613602982,0.101166391705555,Neither
Islamic Republic of Afghanistan,fit_ok,0.391343230001667,0.493509771642582,,fit_ok,0.000147693361156825,0.000068224125036822,,0.55827985258979,0.000241035565407938,DD_to_IHD
Islamic Republic of Iran,fit_ok,0.605640080992605,0.305288003324905,,fit_ok,0.000000000000178633096035949,0.0000332027009448358,,0.748791372863585,0.000000000000628295717091958,DD_to_IHD
Islamic Republic of Mauritania,fit_ok,0.412105451397505,0.158648484231483,,fit_ok,0.0000000000025073469099238,0.0000703632667925344,,0.575818575925281,0.00000000000824998015523315,DD_to_IHD
Islamic Republic of Pakistan,fit_ok,0.0802442321668048,0.0826668111471302,,fit_ok,0.00176518945400244,0.000417006106381515,,0.545021320493047,0.00253590597617252,DD_to_IHD
Jamaica,fit_ok,0.462091026531103,0.755782674572782,,fit_ok,0.00000000415286059279319,0.00000456953988933868,,0.615713704838553,0.0000000107238425434153,DD_to_IHD
Japan,fit_ok,0.831017822753297,0.0185601986618314,,fit_ok,0.0754192858354197,0.0000113653993303437,,0.906564897549051,0.093245662487428,Neither
Kingdom of Bahrain,fit_ok,0.152643663969729,0.0344252424880645,,fit_ok,0.00000000000320529762421048,0.0000203365902684286,,0.545021320493047,0.0000000000103790589736339,DD_to_IHD
Kingdom of Belgium,fit_ok,0.3260986882758,0.594628241595694,,fit_ok,0.0000716677165911654,0.0000851858582485395,,0.545021320493047,0.000119837821185227,DD_to_IHD
Kingdom of Bhutan,fit_ok,0.874611303950206,0.59090424854589,,fit_ok,0.00000000871329057459063,0.00000731778910230842,,0.919694360854856,0.0000000219445836693394,DD_to_IHD
Kingdom of Cambodia,fit_ok,0.212090022556683,0.763101898045892,,fit_ok,0.000000000000000178104756293576,0.00000789172062039485,,0.545021320493047,0.000000000000000956141323260249,DD_to_IHD
Kingdom of Denmark,fit_ok,0.0384019684065016,0.571300348976124,,fit_ok,0.00000000000000000000000431363404396609,0.0000156023500242194,,0.545021320493047,0.000000000000000000000125711620709869,DD_to_IHD
Kingdom of Eswatini,fit_ok,0.238860083806541,0.848208955201521,,fit_ok,0.0000000000000000893800652460052,0.000123519130208757,,0.545021320493047,0.000000000000000520958094576716,DD_to_IHD
Kingdom of Lesotho,fit_ok,0.047541202169267,0.392107406683602,,fit_ok,0.0000224334842715866,0.0000296605445709343,,0.545021320493047,0.0000404993875345458,DD_to_IHD
Kingdom of Morocco,fit_ok,0.641677852558058,0.00052470594226863,,fit_ok,0.0000101267935208464,0.0000260858157401104,,0.783845999532,0.0000186114043085826,DD_to_IHD
Kingdom of Norway,fit_ok,0.0949184985663705,0.0984582530055157,,fit_ok,0.978904557556646,0.0000294731214041854,,0.545021320493047,0.978904557556646,Neither
Kingdom of Saudi Arabia,fit_ok,0.284416292994564,0.29580966713621,,fit_ok,0.0000279946780305395,0.000768966060780798,,0.545021320493047,0.0000496601245063484,DD_to_IHD
Kingdom of Spain,fit_ok,0.135855551781765,0.0907215133761763,,fit_ok,0.178940252289946,0.0000204753218765486,,0.545021320493047,0.211004690561554,Neither
Kingdom of Sweden,fit_ok,0.347675697907508,0.738517408280691,,fit_ok,0.00564619675712771,0.0186035459455052,,0.545583402870244,0.00773036334532921,DD_to_IHD
Kingdom of Thailand,fit_ok,0.363999198961527,0.119435696519788,,fit_ok,0.000918235184450793,0.0000675239934373817,,0.551417613602982,0.00133799984019973,DD_to_IHD
Kingdom of Tonga,fit_ok,0.318738291845425,0.0314368454767109,,fit_ok,0.000195911418897364,0.00134984146729211,,0.545021320493047,0.000314692357913876,DD_to_IHD
Kingdom of the Netherlands,fit_ok,0.135272847233652,0.498185541160434,,fit_ok,0.000000292022129715463,0.0000527952585347058,,0.545021320493047,0.000000633750153850579,DD_to_IHD
Kyrgyz Republic,fit_ok,0.827009223873524,0.144962723303538,,fit_ok,0.00000000000000000376235623624253,0.0000839248315022802,,0.906564897549051,0.0000000000000000284266915627213,DD_to_IHD
Lao People's Democratic Republic,fit_ok,0.000583112742131627,0.333852847240464,,fit_ok,0.000309413416377497,0.0000135653010966221,,0.118954999394852,0.000488012298854839,DD_to_IHD
Lebanese Republic,fit_ok,0.235380634226949,0.0695268263166269,,fit_ok,0.0000560861606875093,0.0000377151776339026,,0.545021320493047,0.0000953464731687658,DD_to_IHD
Malaysia,fit_ok,0.052356718718174,0.770668176410967,,fit_ok,0.000163655534533282,0.0000161842990303055,,0.545021320493047,0.000264966103530075,DD_to_IHD
Mongolia,fit_ok,0.387490851295376,0.906203663399741,,fit_ok,0.0749037982152818,0.623942328099235,,0.55827985258979,0.0931730172921798,Neither
Montenegro,fit_ok,0.454662265174126,0.795574145096499,,fit_ok,0.0000000000000000000000000176242744781166,0.0000203171205925002,,0.610204619049484,0.00000000000000000000000179767599676789,DD_to_IHD
New Zealand,fit_ok,0.079930066317345,0.0124619978259782,,fit_ok,0.37843231827674,0.0000825377061957152,,0.545021320493047,0.41729834015381,Neither
North Macedonia,fit_ok,0.432832943459094,0.862282910231037,,fit_ok,0.00000000000355985528451934,0.00000182644140088999,,0.585280323439566,0.0000000000113470387194054,DD_to_IHD
Northern Mariana Islands,fit_ok,0.548588708194794,0.0397875428735776,,fit_ok,0.0000000632623534628045,0.000108028239512207,,0.703849663344264,0.000000143394667849023,DD_to_IHD
Palestine,fit_ok,0.216161942724779,0.0872622399694145,,fit_ok,0.00224633855467236,0.00089376812427993,,0.545021320493047,0.00320456688918294,DD_to_IHD
People's Democratic Republic of Algeria,fit_ok,0.165435250483285,0.951926387679548,,fit_ok,0.381275963056518,0.0000910004716502953,,0.545021320493047,0.418173636900697,Neither
People's Republic of Bangladesh,fit_ok,0.305887653763994,0.0635750926577949,,fit_ok,0.00000000000000657233410882482,0.00000883017255604256,,0.545021320493047,0.0000000000000277288619144756,DD_to_IHD
People's Republic of China,fit_ok,0.0378332269871215,0.689995532960416,,fit_ok,0.139986964111926,0.000129312668656137,,0.545021320493047,0.167984356934312,Neither
Plurinational State of Bolivia,fit_ok,0.870501541768608,0.00240880453659225,,fit_ok,0.413012026671749,0.0000536804162579606,,0.919694360854856,0.444718393624166,Neither
Portuguese Republic,fit_ok,0.901260404735544,0.0811606966099434,,fit_ok,0.0000378267617769442,0.0000599689439014494,,0.938046543704342,0.0000648458773319043,DD_to_IHD
Principality of Andorra,fit_ok,0.214959386058344,0.0475387633171431,,fit_ok,0.0000000000000000813352707110944,0.12552609067171,,0.545021320493047,0.000000000000000488011624266566,DD_to_IHD
Principality of Monaco,fit_ok,0.317393461771051,0.0899737045848214,,fit_ok,0.00000000129875707041748,0.00218158853971507,,0.545021320493047,0.0000000034408628878593,DD_to_IHD
Puerto Rico,fit_ok,0.165063881719831,0.111209470248426,,fit_ok,0.00000000000567578192887565,0.00000607132862346327,,0.545021320493047,0.0000000000175433259619793,DD_to_IHD
Republic of Albania,fit_ok,0.559444093984998,0.977523907828577,,fit_ok,0.000000387398414971698,0.000113717555096788,,0.713291219830872,0.000000831887122676067,DD_to_IHD
Republic of Angola,fit_ok,0.17955146362075,0.0664334290086377,,fit_ok,0.00000000000000000000000020091154624318,0.000104937867804032,,0.545021320493047,0.0000000000000000000000136619851445362,DD_to_IHD
Republic of Armenia,fit_ok,0.337749849461701,0.861997016898481,,fit_ok,0.000000000000000000000000714957272833722,0.00189821155136761,,0.545021320493047,0.0000000000000000000000291702567316159,DD_to_IHD
Republic of Austria,fit_ok,0.137963863848486,0.400884902846712,,fit_ok,0.00000000000577366328168318,0.0000380753417774301,,0.545021320493047,0.0000000000175795120815428,DD_to_IHD
Republic of Azerbaijan,fit_ok,0.247446939145135,0.254780337328822,,fit_ok,0.00000000000000000207585545532402,0.0000302972509500361,,0.545021320493047,0.000000000000000017089760030213,DD_to_IHD
Republic of Belarus,fit_ok,0.220438631603772,0.497649317508477,,fit_ok,0.000000000000100894791961002,0.0000479854685726901,,0.545021320493047,0.000000000000361097150176219,DD_to_IHD
Republic of Benin,fit_ok,0.177713951849212,0.0129694069905245,,fit_ok,0.000000000000000000318280658198014,0.00000843246487618102,,0.545021320493047,0.00000000000000000341732917223131,DD_to_IHD
Republic of Botswana,fit_ok,0.614251455527548,0.314558239652241,,fit_ok,0.000000683473405405415,0.000072301333380891,,0.754863234503733,0.00000143740798662582,DD_to_IHD
Republic of Bulgaria,fit_ok,0.941072578751891,0.194299144696119,,fit_ok,0.00046842247588301,0.0000535288447394683,,0.949059855479497,0.000707838408000992,DD_to_IHD
Republic of Burundi,fit_ok,0.108929539209135,0.00273066099677349,,fit_ok,0.00000000000000000000011814762817279,0.0000340407706503116,,0.545021320493047,0.00000000000000000000219110146793173,DD_to_IHD
Republic of Cabo Verde,fit_ok,0.228542403558498,0.532052565191206,,fit_ok,0.00308564014305549,0.00000889474089080339,,0.545021320493047,0.00435046421587447,DD_to_IHD
Republic of Cameroon,fit_ok,0.101801863128361,0.229191387758788,,fit_ok,0.00000221127999875645,0.0000862006902642436,,0.545021320493047,0.00000442255999751291,DD_to_IHD
Republic of Chad,fit_ok,0.0347213425516327,0.972707456977703,,fit_ok,0.000000000895396287934511,0.00000339451344378304,,0.545021320493047,0.00000000243547790318187,DD_to_IHD
Republic of Chile,fit_ok,0.163113807706861,0.177916428165742,,fit_ok,0.000000000000000432449250996408,0.0000804194178200731,,0.545021320493047,0.00000000000000220549118008168,DD_to_IHD
Republic of Colombia,fit_ok,0.264170856122392,0.109993473719187,,fit_ok,0.00309224172206764,0.000114325437311169,,0.545021320493047,0.00435046421587447,DD_to_IHD
Republic of Costa Rica,fit_ok,0.263303319219485,0.00570160658973436,,fit_ok,0.000000000000000000000310838675142134,0.00000274629701918044,,0.545021320493047,0.00000000000000000000487777613299965,DD_to_IHD
Republic of Croatia,fit_ok,0.195456042299948,0.92173185995174,,fit_ok,0.0000000000000742845903950878,0.0000435125010651776,,0.545021320493047,0.000000000000275528298919962,DD_to_IHD
Republic of Cuba,fit_ok,0.358825382783355,0.382398997092928,,fit_ok,0.0000000123613154969174,0.000135594187921795,,0.550378782615071,0.0000000300203376353708,DD_to_IHD
Republic of Cyprus,fit_ok,0.92599321625077,0.407586063565984,,fit_ok,0.00000000000000217225500997611,0.0000470026967799639,,0.949059855479497,0.00000000000000963347873989407,DD_to_IHD
Republic of Côte d'Ivoire,fit_ok,0.155366098179167,0.417744481557199,,fit_ok,0.000543314035934212,0.000823000471031943,,0.545021320493047,0.000814971053901318,DD_to_IHD
Republic of Djibouti,fit_ok,0.412045667456438,0.485963927055762,,fit_ok,0.0000000000000317696630072746,0.00502723580965345,,0.575818575925281,0.00000000000012463483179777,DD_to_IHD
Republic of Ecuador,fit_ok,0.311433409637577,0.0336018275646015,,fit_ok,0.000000000000000101361360841437,0.00000455352169073933,,0.545021320493047,0.000000000000000574381044768142,DD_to_IHD
Republic of El Salvador,fit_ok,0.295164480693186,0.127042846015831,,fit_ok,0.000000000402547234947327,0.00000352173507487724,,0.545021320493047,0.00000000110972480985479,DD_to_IHD
Republic of Equatorial Guinea,fit_ok,0.172647027842224,0.031363325572916,,fit_ok,0.0000000000449884711922374,0.0000273898120082288,,0.545021320493047,0.000000000133009393090093,DD_to_IHD
Republic of Estonia,fit_ok,0.265673510326397,0.19472514625628,,fit_ok,0.0000270928508805871,0.000716744016203236,,0.545021320493047,0.0000484819436810505,DD_to_IHD
Republic of Fiji,fit_ok,0.331326110623508,0.495625716951454,,fit_ok,0.00000000000000211207565768045,0.00000277772214041646,,0.545021320493047,0.00000000000000957474298148469,DD_to_IHD
Republic of Finland,fit_ok,0.801180856377765,0.121811902147841,,fit_ok,0.3218294341998,0.00042934279714416,,0.89455303633282,0.360731893278897,Neither
Republic of Ghana,fit_ok,0.190443511408042,0.718379567292565,,fit_ok,0.00958366533705487,0.000064209090209826,,0.545021320493047,0.0128622876892052,DD_to_IHD
Republic of Guatemala,fit_ok,0.802466694357383,0.0939781078522282,,fit_ok,0.000000291402681255682,0.0000277284081506926,,0.89455303633282,0.000000633750153850579,DD_to_IHD
Republic of Guinea,fit_ok,0.721125101772481,0.00609234180410771,,fit_ok,0.0107183496960131,0.0000181271717805509,,0.84062583292335,0.0142911329280175,DD_to_IHD
Republic of Guinea-Bissau,fit_ok,0.992857841608972,0.127255512694212,,fit_ok,0.000001673273750941,0.0000148346254314131,,0.992857841608972,0.00000337968163556401,DD_to_IHD
Republic of Guyana,fit_ok,0.294981497251134,0.00467121737977045,,fit_ok,0.0000000170463432337684,0.0000106951937749079,,0.545021320493047,0.000000040435511856846,DD_to_IHD
Republic of Haiti,fit_ok,0.397905594313966,0.873589280340793,,fit_ok,0.232809189334257,0.0000248033612507904,,0.563699591944786,0.266815025978587,Neither
Republic of Honduras,fit_ok,0.738855979185131,0.192952635220778,,fit_ok,0.00000000000000000174667636157692,0.0012545749989925,,0.84750016642569,0.0000000000000000154922599026822,DD_to_IHD
Republic of Iceland,fit_ok,0.0139191168291667,0.829094681352344,,fit_ok,0.0551396642945746,0.00018535171385722,,0.545021320493047,0.0699407312143301,Neither
Republic of India,fit_ok,0.0627999007775618,0.0414639344173516,,fit_ok,0.000217874705177117,0.0000342314052081768,,0.545021320493047,0.00034723781137603,DD_to_IHD
Republic of Indonesia,fit_ok,0.285425789099332,0.133321612316273,,fit_ok,0.000000000000000492547902514956,0.0000277972567258251,,0.545021320493047,0.00000000000000245072614909881,DD_to_IHD
Republic of Iraq,fit_ok,0.0720120619819644,0.455129123982651,,fit_ok,0.0000325549263862329,0.0000262461793309028,,0.545021320493047,0.0000567624357503548,DD_to_IHD
Republic of Italy,fit_ok,0.0540634243827604,0.193149727915055,,fit_ok,0.00554342596459888,0.000528639653146326,,0.545021320493047,0.0076409384917444,DD_to_IHD
Republic of Kazakhstan,fit_ok,0.143079797101179,0.280916564670686,,fit_ok,0.834826193157747,0.0000391595170611363,,0.545021320493047,0.855801725649148,Neither
Republic of Kenya,fit_ok,0.0807244389792432,0.246853506386841,,fit_ok,0.00000000000000999869110944361,0.00000904821318593402,,0.545021320493047,0.0000000000000407946597265299,DD_to_IHD
Republic of Kiribati,fit_ok,0.0306969601081541,0.404617024611762,,fit_ok,0.40116492746996,0.0457136432051215,,0.545021320493047,0.43530662342485,Neither
Republic of Korea,fit_ok,0.25421545465764,0.258880095223315,,fit_ok,0.272629514182754,0.00000992940800900482,,0.545021320493047,0.310706261973641,Neither
Republic of Latvia,fit_ok,0.68388124932849,0.30526550671772,,fit_ok,0.426185358675971,0.0000775255866699657,,0.815858332532234,0.455192739109414,Neither
Republic of Liberia,fit_ok,0.826354824552866,0.690867848775203,,fit_ok,0.0439289189549756,0.00010444859667684,,0.906564897549051,0.0567183510557912,Neither
Republic of Lithuania,fit_ok,0.321103357861545,0.684446832079448,,fit_ok,0.000461028214401309,0.0000231079513951776,,0.545021320493047,0.000701863848790052,DD_to_IHD
Republic of Madagascar,fit_ok,0.230208527466737,0.766683330984995,,fit_ok,0.00000000102636301284447,0.0000940793269221557,,0.545021320493047,0.00000000275497440289831,DD_to_IHD
Republic of Malawi,fit_ok,0.265190618001942,0.0257072909977117,,fit_ok,0.0000000000000182640623028178,0.00000531284883188067,,0.545021320493047,0.0000000000000730562492112713,DD_to_IHD
Republic of Maldives,fit_ok,0.682879158749199,0.0736673663594865,,fit_ok,0.00000000547621695056459,0.0000445860557019072,,0.815858332532234,0.0000000139643532239397,DD_to_IHD
Republic of Mali,fit_ok,0.782053839935328,0.179438608999267,,fit_ok,0.00000000000000000352213040542815,0.0000110713250824452,,0.881430847219928,0.0000000000000000276351770272055,DD_to_IHD
Republic of Malta,fit_ok,0.583572977143273,0.0283456296064916,,fit_ok,0.192671859791414,0.000125325538120957,,0.730361272007532,0.224600339413991,Neither
Republic of Mauritius,fit_ok,0.252485216857831,0.815308417461982,,fit_ok,0.0603733239279973,0.0000399752485691234,,0.545021320493047,0.0760256671685893,Neither
Republic of Moldova,fit_ok,0.705124949331311,0.0623879536443875,,fit_ok,0.00000000000000568398484247107,0.00000989986415849266,,0.826698216457399,0.0000000000000246709129332787,DD_to_IHD
Republic of Mozambique,fit_ok,0.29617213584395,0.0607210443673477,,fit_ok,0.0000000000000000000752364933147056,0.00000340584127689856,,0.545021320493047,0.000000000000000000852680257566664,DD_to_IHD
Republic of Namibia,fit_ok,0.733007543113633,0.671201309716396,,fit_ok,0.000000000161847541264072,0.0000713592957161007,,0.84750016642569,0.000000000458568033581538,DD_to_IHD
Republic of Nauru,fit_ok,0.179383777436548,0.0506980887159869,,fit_ok,0.000341360892383984,0.0000402065167153256,,0.545021320493047,0.000531584901117043,DD_to_IHD
Republic of Nicaragua,fit_ok,0.206784807990732,0.239839253916793,,fit_ok,0.0000086677615622102,0.0000817444434055215,,0.545021320493047,0.0000163724385063971,DD_to_IHD
Republic of Niue,fit_ok,0.757453183161468,0.499582375763322,,fit_ok,0.310673306472656,0.0181039927670146,,0.863242733882343,0.350151129947082,Neither
Republic of Palau,fit_ok,0.219988954191655,0.209014623996684,,fit_ok,0.000000000000000797131713075821,0.00032906041909085,,0.545021320493047,0.00000000000000369579248789699,DD_to_IHD
Republic of Panama,fit_ok,0.260398744404361,0.00176994056330275,,fit_ok,0.0000000000000000269880148638522,0.00000240169224243612,,0.545021320493047,0.000000000000000166835000976541,DD_to_IHD
Republic of Paraguay,fit_ok,0.340306098047919,0.637762190517012,,fit_ok,0.0000282989756673238,0.0000104862234673166,,0.545021320493047,0.0000497671641046038,DD_to_IHD
Republic of Peru,fit_ok,0.194577376388624,0.448329115527895,,fit_ok,0.000000000000000711532609243641,0.0000229196327506085,,0.545021320493047,0.00000000000000337564307641169,DD_to_IHD
Republic of Poland,fit_ok,0.705060193110465,0.00557602343195005,,fit_ok,0.929301175345219,0.0000562725681436277,,0.826698216457399,0.933879013647412,Neither
Republic of Rwanda,fit_ok,0.224074925868785,0.230911568280059,,fit_ok,0.0000000136007818873526,0.000523639619761622,,0.545021320493047,0.0000000326418765296462,DD_to_IHD
Republic of San Marino,fit_ok,0.272823727580734,0.00187432897625318,,fit_ok,0.000000000000000125616270155032,0.000134916633893543,,0.545021320493047,0.00000000000000069258700301693,DD_to_IHD
Republic of Senegal,fit_ok,0.30829823093309,0.00229403504808094,,fit_ok,0.000000000000000000000115859091696487,0.0000108184993907912,,0.545021320493047,0.00000000000000000000219110146793173,DD_to_IHD
Republic of Serbia,fit_ok,0.209739310435269,0.0328900191591187,,fit_ok,0.119420510855965,0.0000473445783493092,,0.545021320493047,0.144152569317259,Neither
Republic of Seychelles,fit_ok,0.34197416187799,0.0262573386419238,,fit_ok,0.766538068774285,0.0000264957620342824,,0.545021320493047,0.790163316006229,Neither
Republic of Sierra Leone,fit_ok,0.242963264617387,0.263297329948613,,fit_ok,0.0000122066822720969,0.012181869568111,,0.545021320493047,0.000022233599852748,DD_to_IHD
Republic of Singapore,fit_ok,0.196446472306415,0.0571435843187106,,fit_ok,0.0838931731551838,0.0000558702824282362,,0.545021320493047,0.102480283375195,Neither
Republic of Slovenia,fit_ok,0.146413912370702,0.00626420293899027,,fit_ok,0.572569005245077,0.0000441853197831657,,0.545021320493047,0.602082871494824,Neither
Republic of South Africa,fit_ok,0.386595175939361,0.975717324619009,,fit_ok,0.000000000000405351247054917,0.00000936049913162084,,0.55827985258979,0.00000000000139125850693557,DD_to_IHD
Republic of South Sudan,fit_ok,0.106114079753155,0.0766225248482318,,fit_ok,0.0000000000000000000000713559081277677,0.00000544145180258775,,0.545021320493047,0.0000000000000000000016174005842294,DD_to_IHD
