location_name,sex_name,n_age_groups,correlation,p_value,fdr_pvalue,bh_family,small_island_excluded,fdr_pvalue_SID_excluded,significant_full_BH,significant_SID_excluded_BH,bh_family_SID_excluded
Kingdom of the Netherlands,Male,20,0.128563709448726,0.589070307823645,0.663924545834384,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.683665539736931,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Kyrgyz Republic,Female,20,0.473989341549952,0.034746764136155,0.100296591902772,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0956937310674774,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Kyrgyz Republic,Male,20,0.551445974312906,0.0117218023708427,0.023675719640118,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0221876973448094,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Lao People's Democratic Republic,Female,20,0.333325315374585,0.150960885002047,0.267791482960153,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.275894031210638,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Lao People's Democratic Republic,Male,20,0.373382844555444,0.104894527358671,0.159690175978872,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.153011283027786,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Lebanese Republic,Female,20,-0.260785955321821,0.266770773815943,0.40312028043298,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.415848559183676,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Lebanese Republic,Male,20,-0.0884405417971695,0.710802265679234,0.779589581712708,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.79589831157041,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Malaysia,Female,20,0.51788323048081,0.0193380023093733,0.0680164219157267,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0627498442283746,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Malaysia,Male,20,0.576024502449489,0.00785970260954398,0.0174280362211627,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.016229775518409,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Mongolia,Female,20,0.422760556776492,0.0632996518741946,0.150646450048783,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.148496219576633,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Mongolia,Male,20,0.585323182800818,0.00670264819804071,0.0155379571863671,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0142096141798463,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Montenegro,Female,20,0.48720707353468,0.0293461827335704,0.0907063829946722,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0864082047155129,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Montenegro,Male,20,0.722192960583391,0.000323488930383459,0.0015712319475768,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00131883948540949,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
New Zealand,Female,20,-0.295412939889639,0.206046340290201,0.336267627353609,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.344856506380442,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
New Zealand,Male,20,-0.274036550451263,0.242335927101694,0.338606363895518,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.323793381589658,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
North Macedonia,Female,20,0.369135513585565,0.109223658945882,0.204418591054678,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.209235684004762,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
North Macedonia,Male,20,0.723385388808266,0.000312716078612981,0.00155595317163532,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00130846990788063,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Palestine,Female,20,-0.0706222074405223,0.767332977287324,0.860087513003374,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.871471024204889,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Palestine,Male,20,-0.0326537728875638,0.891295618479935,0.922966021167039,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.932342127225721,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
People's Democratic Republic of Algeria,Female,20,-0.00597953136141581,0.980039414394307,0.980039414394307,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.980039414394307,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
People's Democratic Republic of Algeria,Male,20,0.240455294818493,0.307164109007168,0.399117695780014,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.39706579944829,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
People's Republic of Bangladesh,Female,20,0.142556236817503,0.548802253767725,0.686844538457766,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.71524228154974,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
People's Republic of Bangladesh,Male,20,0.582335778948653,0.00705803705938801,0.0161696310395759,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0147661564795091,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
People's Republic of China,Female,20,0.639366599998887,0.00240315134039656,0.0144771305699882,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0132291020725754,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
People's Republic of China,Male,20,0.803712636423661,0.0000196546839032533,0.000255941546853589,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00022798154593681,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Plurinational State of Bolivia,Female,20,0.115135092448546,0.628841216135507,0.74152374619447,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.757467828526861,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Plurinational State of Bolivia,Male,20,0.38418312113722,0.0944485395681429,0.147080168487795,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.140348764404997,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Portuguese Republic,Female,20,0.244006828304613,0.299854798245279,0.436931277443121,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.454065837342851,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Portuguese Republic,Male,20,0.402376262218329,0.0786051945548189,0.125277028821743,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.120175249367464,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Principality of Andorra,Female,20,0.0291315612562129,0.902964845224573,0.930327416291984,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.932281885653942,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Principality of Andorra,Male,20,0.129852979371928,0.585308490381163,0.663349622431985,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.683665539736931,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Principality of Monaco,Female,20,-0.0239192354180644,0.920268023993727,0.943307885311772,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.942596491733105,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Principality of Monaco,Male,20,0.097385620223087,0.682941862562319,0.757442675352487,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.775901362398892,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Albania,Female,20,0.383006690771063,0.0955478385273337,0.187420760188231,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.194770593921103,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Albania,Male,20,0.724124681077242,0.000306191870004472,0.00155595317163532,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00130846990788063,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Angola,Female,20,0.449100107646328,0.046989771018404,0.119239077868731,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.115812977667525,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Angola,Male,20,0.636432133779292,0.00255313530145519,0.00777372539547551,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00665489365461271,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Armenia,Female,20,0.413583851980873,0.0698835012422651,0.156940766099688,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.158735381393145,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Armenia,Male,20,0.638120850410779,0.00246589883386247,0.00773912864781453,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00653463190973555,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Austria,Female,20,0.120754537541937,0.612070078794406,0.734484094553287,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.754411957583803,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Austria,Male,20,0.181444532492278,0.443923568509383,0.523470566334764,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.53880799536635,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Azerbaijan,Female,20,0.450609002099026,0.0461644475782696,0.119239077868731,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.115812977667525,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Azerbaijan,Male,20,0.685592875209889,0.000848134553318402,0.00327288906337823,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0027510010437565,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Belarus,Female,20,0.172912295391258,0.465992550322308,0.621323400429744,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.660202836965815,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Belarus,Male,20,0.414293408558413,0.069356848745261,0.112292040825661,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.108115087749966,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Benin,Female,20,0.742520121173512,0.000177243679587178,0.00328706460325312,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00281817450543613,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Benin,Male,20,0.776545722091488,0.0000567058775699936,0.000444923039395334,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.000392010197114304,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Botswana,Female,20,0.624362603733122,0.00325465830748336,0.0174723761770159,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0156815354815107,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Botswana,Male,20,0.661600048653597,0.00148802556755207,0.00505928692967705,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00422492973644249,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Bulgaria,Female,20,0.361047880608488,0.117821250685373,0.21434431657095,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.220395045399698,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Bulgaria,Male,20,0.693255846768632,0.000701048239918523,0.00297945501965372,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00247703711437878,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Burundi,Female,20,0.635286356108231,0.00261377752071518,0.0152345889778828,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0138530208597905,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Burundi,Male,20,0.740340837498787,0.000189540086188673,0.00107406048840248,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.000913238597090879,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Côte d'Ivoire,Female,20,0.763613206504242,0.0000893720483083082,0.00316871846234201,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00278444594469135,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Côte d'Ivoire,Male,20,0.811171200630314,0.0000142796924584745,0.000252108041560689,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00022798154593681,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Cameroon,Female,20,0.725051988004943,0.000298172858541053,0.00405515087615832,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00338639175057339,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Cameroon,Male,20,0.775333251014479,0.0000592502954373803,0.000447668898860207,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.000392533207272645,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Chad,Female,20,0.746284300003077,0.000157610147812718,0.00321524701537945,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00278444594469135,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Chad,Male,20,0.803208693936249,0.0000200738468120462,0.000255941546853589,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00022798154593681,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Chile,Female,20,-0.173358709275138,0.464824274513604,0.621323400429744,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.660202836965815,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Chile,Male,20,-0.0505843407865575,0.832271800712206,0.879706981063679,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.894129839954329,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Colombia,Female,20,0.625295808066525,0.00319525351348995,0.0174723761770159,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0156815354815107,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Colombia,Male,20,0.655766475045082,0.00169362404807115,0.00557256944849216,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0046428659248847,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Costa Rica,Female,20,0.404241880568303,0.0770999933545562,0.162291780346961,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.167516595215046,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Costa Rica,Male,20,0.611325183498528,0.00418526584313522,0.0111049046897647,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00964430824722464,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Croatia,Female,20,0.38057686387026,0.0978479278539114,0.189202955243619,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.194802098617749,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Croatia,Male,20,0.777814462859008,0.0000541447699811868,0.000441821323046485,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.000391319019409486,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Cyprus,Female,20,0.148168416945742,0.533008983903489,0.671196498248838,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.700400235046734,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Cyprus,Male,20,0.434190732574473,0.0557667792525627,0.0948035247293567,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0914115247542007,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Djibouti,Female,20,0.686576803567766,0.00082790199546199,0.00767690941246573,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00692823248833981,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Djibouti,Male,20,0.777997486646739,0.0000537836754615404,0.000441821323046485,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.000391319019409486,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Ecuador,Female,20,0.168543049729629,0.477505196547602,0.624429872408403,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.660202836965815,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Ecuador,Male,20,0.437056422037085,0.0539898959392401,0.0930932371733042,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0894207651493664,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of El Salvador,Female,20,0.403168086355249,0.0779636984019713,0.162291780346961,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.167516595215046,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of El Salvador,Male,20,0.632294877827695,0.00277778992103037,0.00809527348414565,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00690107183505983,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Equatorial Guinea,Female,20,0.49911328181236,0.0250673258984228,0.083721475316636,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0781510748597887,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Equatorial Guinea,Male,20,0.679030939714854,0.000994049646644285,0.00355765136693744,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00298214893993286,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Estonia,Female,20,0.458198222398624,0.0421810681098773,0.113222867031776,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.109947374253615,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Estonia,Male,20,0.693964303709633,0.000688615477890864,0.00297945501965372,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00247703711437878,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Finland,Female,20,-0.116063019109577,0.626059456054365,0.74152374619447,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.757467828526861,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Finland,Male,20,0.00180274484909359,0.993981641733634,0.994313120577629,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.994313120577629,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Ghana,Female,20,0.732432215415567,0.000240493898756887,0.00385942218761546,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0032394697547632,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Ghana,Male,20,0.809772599824818,0.0000151771358613131,0.000252108041560689,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00022798154593681,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Guatemala,Female,20,0.379630708516464,0.098754403730496,0.189202955243619,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.194802098617749,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Guatemala,Male,20,0.570474957947475,0.00862469014362611,0.0189186751537605,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0175810991389301,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Guinea,Female,20,0.716495159753148,0.00037944200243151,0.00483462646322347,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00402208522577401,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Guinea,Male,20,0.794033280889774,0.0000291812285773172,0.000313314243672248,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00027293031434079,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Honduras,Female,20,0.504698201549172,0.0232382024636659,0.079009888376464,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.0738974838344576,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Honduras,Male,20,0.741960476009183,0.000180334317717731,0.00107406048840248,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.000913238597090879,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Iceland,Female,20,0.287799340089367,0.218531158378661,0.351674879764461,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.35887259182756,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Iceland,Male,20,0.305017948038499,0.190983945737631,0.273270357710722,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.258115159657224,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of India,Female,20,0.257708848007515,0.272658724737462,0.408988087106193,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.420900361487927,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of India,Male,20,0.474460552812017,0.0345418021560792,0.0634822309895509,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0596972450306151,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Indonesia,Female,20,0.261925801569448,0.264610161369962,0.40312028043298,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.415848559183676,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Indonesia,Male,20,0.421318174276435,0.0643022075440216,0.105787502733713,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.101228227717816,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Iraq,Female,20,-0.162100896548602,0.494735400618023,0.634754853623124,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.666422627340702,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Iraq,Male,20,-0.082051266855447,0.73092321995596,0.797370785406502,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.812704838972011,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Italy,Female,20,0.159064476434982,0.502960473464681,0.637291531595,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.666422627340702,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Italy,Male,20,0.429631726591661,0.0586848273697745,0.098939708954,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0951717571969122,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Kazakhstan,Female,20,0.458847542530072,0.0418530078153851,0.113222867031776,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.109947374253615,FALSE,FALSE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Kazakhstan,Male,20,0.556372436768785,0.0108449497662428,0.0221236975231352,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.0207752652148507,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
Republic of Kenya,Female,20,0.70686412377203,0.000492768078233715,0.00502623439798389,2021 country-level Pearson correlations across 20 age groups within Female (m=204),FALSE,0.00460883084936239,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Female after cartographic/SIDS exclusion (m=159)
Republic of Kenya,Male,20,0.808840532503644,0.0000158020159020608,0.000252108041560689,2021 country-level Pearson correlations across 20 age groups within Male (m=204),FALSE,0.00022798154593681,TRUE,TRUE,2021 country-level Pearson correlations across 20 age groups within Male after cartographic/SIDS exclusion (m=159)
