"location_name","origin","specification","model","n_train","n_forecast","future_SDI","status","message","roots","p_IHD","d_IHD","q_IHD","p_DD","d_DD","q_DD","clip_low_IHD","clip_high_IHD","clip_low_DD","clip_high_DD","zero_floor_IHD","zero_floor_DD","residual_lb_IHD","residual_lb_DD","warning"
"Republic of Burundi",2021,"Benchmark","Persistence",30,9,0.28937,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Cabo Verde",2021,"Benchmark","Persistence",30,9,0.53353,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Cameroon",2021,"Benchmark","Persistence",30,9,0.47969,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Chad",2021,"Benchmark","Persistence",30,9,0.24044,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Chile",2021,"Benchmark","Persistence",30,9,0.77151,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Colombia",2021,"Benchmark","Persistence",30,9,0.65544,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Costa Rica",2021,"Benchmark","Persistence",30,9,0.70034,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Croatia",2021,"Benchmark","Persistence",30,9,0.79834,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Cuba",2021,"Benchmark","Persistence",30,9,0.66873,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Cyprus",2021,"Benchmark","Persistence",30,9,0.83563,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Côte d'Ivoire",2021,"Benchmark","Persistence",30,9,0.42594,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Djibouti",2021,"Benchmark","Persistence",30,9,0.48796,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Ecuador",2021,"Benchmark","Persistence",30,9,0.66102,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of El Salvador",2021,"Benchmark","Persistence",30,9,0.56378,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Equatorial Guinea",2021,"Benchmark","Persistence",30,9,0.65786,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Estonia",2021,"Benchmark","Persistence",30,9,0.84492,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Fiji",2021,"Benchmark","Persistence",30,9,0.67505,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Finland",2021,"Benchmark","Persistence",30,9,0.85983,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Ghana",2021,"Benchmark","Persistence",30,9,0.56493,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Guatemala",2021,"Benchmark","Persistence",30,9,0.53997,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Guinea",2021,"Benchmark","Persistence",30,9,0.3364,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Guinea-Bissau",2021,"Benchmark","Persistence",30,9,0.35311,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Guyana",2021,"Benchmark","Persistence",30,9,0.65081,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Haiti",2021,"Benchmark","Persistence",30,9,0.44828,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Honduras",2021,"Benchmark","Persistence",30,9,0.51304,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Iceland",2021,"Benchmark","Persistence",30,9,0.87636,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of India",2021,"Benchmark","Persistence",30,9,0.5754,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Indonesia",2021,"Benchmark","Persistence",30,9,0.65687,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Iraq",2021,"Benchmark","Persistence",30,9,0.66263,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Italy",2021,"Benchmark","Persistence",30,9,0.80577,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Kazakhstan",2021,"Benchmark","Persistence",30,9,0.72514,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Kenya",2021,"Benchmark","Persistence",30,9,0.52377,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Kiribati",2021,"Benchmark","Persistence",30,9,0.52719,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Korea",2021,"Benchmark","Persistence",30,9,0.88668,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Latvia",2021,"Benchmark","Persistence",30,9,0.83066,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Liberia",2021,"Benchmark","Persistence",30,9,0.35244,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Lithuania",2021,"Benchmark","Persistence",30,9,0.85648,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Madagascar",2021,"Benchmark","Persistence",30,9,0.40025,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Malawi",2021,"Benchmark","Persistence",30,9,0.38455,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Maldives",2021,"Benchmark","Persistence",30,9,0.65089,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Mali",2021,"Benchmark","Persistence",30,9,0.26858,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Malta",2021,"Benchmark","Persistence",30,9,0.80159,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Mauritius",2021,"Benchmark","Persistence",30,9,0.71826,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Moldova",2021,"Benchmark","Persistence",30,9,0.73221,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Mozambique",2021,"Benchmark","Persistence",30,9,0.32646,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Namibia",2021,"Benchmark","Persistence",30,9,0.61756,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Nauru",2021,"Benchmark","Persistence",30,9,0.62518,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Nicaragua",2021,"Benchmark","Persistence",30,9,0.52396,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Niue",2021,"Benchmark","Persistence",30,9,0.72622,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Palau",2021,"Benchmark","Persistence",30,9,0.75405,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Panama",2021,"Benchmark","Persistence",30,9,0.70886,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Paraguay",2021,"Benchmark","Persistence",30,9,0.63572,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Peru",2021,"Benchmark","Persistence",30,9,0.66205,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Poland",2021,"Benchmark","Persistence",30,9,0.81204,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Rwanda",2021,"Benchmark","Persistence",30,9,0.43559,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of San Marino",2021,"Benchmark","Persistence",30,9,0.88801,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Senegal",2021,"Benchmark","Persistence",30,9,0.40805,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Serbia",2021,"Benchmark","Persistence",30,9,0.79242,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Seychelles",2021,"Benchmark","Persistence",30,9,0.73015,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Sierra Leone",2021,"Benchmark","Persistence",30,9,0.35867,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Singapore",2021,"Benchmark","Persistence",30,9,0.8561,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Slovenia",2021,"Benchmark","Persistence",30,9,0.84243,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of South Africa",2021,"Benchmark","Persistence",30,9,0.67963,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of South Sudan",2021,"Benchmark","Persistence",30,9,0.27837,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Sudan",2021,"Benchmark","Persistence",30,9,0.54195,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Suriname",2021,"Benchmark","Persistence",30,9,0.63367,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Tajikistan",2021,"Benchmark","Persistence",30,9,0.54151,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Trinidad and Tobago",2021,"Benchmark","Persistence",30,9,0.76876,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Tunisia",2021,"Benchmark","Persistence",30,9,0.68243,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Turkey",2021,"Benchmark","Persistence",30,9,0.71269,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Uganda",2021,"Benchmark","Persistence",30,9,0.42326,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Uzbekistan",2021,"Benchmark","Persistence",30,9,0.66262,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Vanuatu",2021,"Benchmark","Persistence",30,9,0.4731,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Yemen",2021,"Benchmark","Persistence",30,9,0.45038,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Zambia",2021,"Benchmark","Persistence",30,9,0.50595,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of Zimbabwe",2021,"Benchmark","Persistence",30,9,0.47382,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of the Congo",2021,"Benchmark","Persistence",30,9,0.58308,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of the Gambia",2021,"Benchmark","Persistence",30,9,0.40971,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of the Marshall Islands",2021,"Benchmark","Persistence",30,9,0.57409,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of the Niger",2021,"Benchmark","Persistence",30,9,0.16807,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of the Philippines",2021,"Benchmark","Persistence",30,9,0.65122,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Republic of the Union of Myanmar",2021,"Benchmark","Persistence",30,9,0.5339,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Romania",2021,"Benchmark","Persistence",30,9,0.76845,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Russian Federation",2021,"Benchmark","Persistence",30,9,0.80854,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Saint Kitts and Nevis",2021,"Benchmark","Persistence",30,9,0.75499,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Saint Lucia",2021,"Benchmark","Persistence",30,9,0.67251,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Saint Vincent and the Grenadines",2021,"Benchmark","Persistence",30,9,0.6372,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Slovak Republic",2021,"Benchmark","Persistence",30,9,0.81061,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Socialist Republic of Viet Nam",2021,"Benchmark","Persistence",30,9,0.62793,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Solomon Islands",2021,"Benchmark","Persistence",30,9,0.42936,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"State of Eritrea",2021,"Benchmark","Persistence",30,9,0.40386,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"State of Israel",2021,"Benchmark","Persistence",30,9,0.80901,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"State of Kuwait",2021,"Benchmark","Persistence",30,9,0.84665,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"State of Libya",2021,"Benchmark","Persistence",30,9,0.72577,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"State of Qatar",2021,"Benchmark","Persistence",30,9,0.84686,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Sultanate of Oman",2021,"Benchmark","Persistence",30,9,0.77339,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Swiss Confederation",2021,"Benchmark","Persistence",30,9,0.93306,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Syrian Arab Republic",2021,"Benchmark","Persistence",30,9,0.623,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Taiwan (Province of China)",2021,"Benchmark","Persistence",30,9,0.87475,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Togolese Republic",2021,"Benchmark","Persistence",30,9,0.40853,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Tokelau",2021,"Benchmark","Persistence",30,9,0.68643,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Turkmenistan",2021,"Benchmark","Persistence",30,9,0.68216,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Tuvalu",2021,"Benchmark","Persistence",30,9,0.57662,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Ukraine",2021,"Benchmark","Persistence",30,9,0.76077,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"Union of the Comoros",2021,"Benchmark","Persistence",30,9,0.47598,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"United Arab Emirates",2021,"Benchmark","Persistence",30,9,0.84932,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"United Kingdom of Great Britain and Northern Ireland",2021,"Benchmark","Persistence",30,9,0.859,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"United Mexican States",2021,"Benchmark","Persistence",30,9,0.66458,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"United Republic of Tanzania",2021,"Benchmark","Persistence",30,9,0.44657,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"United States Virgin Islands",2021,"Benchmark","Persistence",30,9,0.82183,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"United States of America",2021,"Benchmark","Persistence",30,9,0.86245,"ok","",,,,,,,,0,0,0,0,0,0,,,""
"American Samoa",2012,"Original","VARX",21,9,0.68086,"ok","",1.1206253585616,2,,,2,,,0,0,6,0,0,0,0.0373497039451935,0.0340058843112032,""
"Antigua and Barbuda",2012,"Original","VARX",21,9,0.71951,"ok","",1.01487848455536,2,,,2,,,0,0,0,0,0,0,0.00195866087010299,0.00808962085412546,""
"Arab Republic of Egypt",2012,"Original","VARX",21,9,0.50916,"ok","",1.05040217482746,2,,,2,,,3,0,2,0,0,0,0.006463941700941,0.0250552073465602,""
"Argentine Republic",2012,"Original","VARX",21,9,0.67922,"ok","",1.00221773623704,2,,,2,,,6,0,4,0,0,0,2.16200005989098e-05,0.00147419498900836,""
"Australia",2012,"Original","VARX",21,9,0.81164,"ok","",0.971417797433101,2,,,2,,,0,0,0,0,0,0,6.0557884221768e-05,0.00658064794739621,""
"Barbados",2012,"Original","VARX",21,9,0.72416,"ok","",1.1687787546774,2,,,2,,,1,0,0,0,0,0,0.000180254713930794,5.68365381647951e-07,""
"Belize",2012,"Original","VARX",21,9,0.56846,"ok","",1.16296704911914,2,,,2,,,0,0,0,0,0,0,0.0130503483959603,0.224882434001758,""
"Bermuda",2012,"Original","VARX",21,9,0.79748,"ok","",1.03321923672435,2,,,2,,,0,0,0,0,0,0,0.000443450204067219,1.60058276408304e-05,""
"Bolivarian Republic of Venezuela",2012,"Original","VARX",21,9,0.61019,"ok","",1.03087211806619,2,,,2,,,0,0,0,0,0,0,0.00557729815818775,0.000472963787373382,""
"Bosnia and Herzegovina",2012,"Original","VARX",21,9,0.68951,"ok","",0.913681231656543,2,,,2,,,3,0,7,0,0,0,0.0222585164446024,0.00204329375447865,""
"Brunei Darussalam",2012,"Original","VARX",21,9,0.78022,"ok","",1.10345797882054,2,,,2,,,3,0,0,0,0,0,0.00290845888716817,0.000837424465895964,""
"Burkina Faso",2012,"Original","VARX",21,9,0.23259,"ok","",1.11277963245906,2,,,2,,,0,0,1,0,0,0,0.0122236349132959,0.0159402543005207,""
"Canada",2012,"Original","VARX",21,9,0.85098,"ok","",1.03288663933731,2,,,2,,,0,0,0,0,0,0,0.000244609948477414,6.10604136828119e-05,""
"Central African Republic",2012,"Original","VARX",21,9,0.29046,"ok","",1.0631552726695,2,,,2,,,9,0,9,0,0,0,0.000713542725091609,0.00125950675443587,""
"Commonwealth of Dominica",2012,"Original","VARX",21,9,0.70687,"ok","",1.05653826795858,2,,,2,,,0,0,3,0,0,0,0.0102177895573263,0.0248064766712777,""
"Commonwealth of the Bahamas",2012,"Original","VARX",21,9,0.78184,"ok","",1.09630701331559,2,,,2,,,0,0,0,0,0,0,0.00212275942301066,0.0228018061643913,""
"Cook Islands",2012,"Original","VARX",21,9,0.72696,"ok","",0.95957882767655,2,,,2,,,0,0,5,0,0,0,0.0116152685592584,0.000718547906966349,""
"Czech Republic",2012,"Original","VARX",21,9,0.81423,"ok","",0.952779426240121,2,,,2,,,9,0,7,0,0,0,8.39928430773629e-06,0.000265801805740318,""
"Democratic People's Republic of Korea",2012,"Original","VARX",21,9,0.54533,"ok","",1.06931301444712,2,,,2,,,0,0,0,0,0,0,0.00017563470108517,0.000588391362083107,""
"Democratic Republic of Sao Tome and Principe",2012,"Original","VARX",21,9,0.42572,"ok","",1.03839612873262,2,,,2,,,2,0,4,0,0,0,0.0280754097464951,4.29515194892982e-05,""
"Democratic Republic of Timor-Leste",2012,"Original","VARX",21,9,0.40891,"ok","",1.03476767207376,2,,,2,,,0,0,0,0,0,0,0.0466380949259662,0.000452418979516866,""
"Democratic Republic of the Congo",2012,"Original","VARX",21,9,0.30045,"ok","",1.06224681138059,2,,,2,,,9,0,6,0,0,0,0.000390807395976633,7.73439087953243e-06,""
"Democratic Socialist Republic of Sri Lanka",2012,"Original","VARX",21,9,0.64805,"ok","",1.06099166126896,2,,,2,,,4,0,0,0,0,0,0.100838115780845,4.74508930702333e-05,""
"Dominican Republic",2012,"Original","VARX",21,9,0.57897,"ok","",1.04469264843194,2,,,2,,,0,0,0,0,0,0,0.00170286807665965,0.00723715062727714,""
"Eastern Republic of Uruguay",2012,"Original","VARX",21,9,0.6658,"ok","",1.17572368407641,2,,,2,,,6,0,0,0,0,0,2.88039930692596e-05,0.0128856618604206,""
"Federal Democratic Republic of Ethiopia",2012,"Original","VARX",21,9,0.27901,"ok","",0.936581308140403,2,,,2,,,2,0,9,0,0,0,2.17840116938373e-05,0.000717895647901701,""
"Federal Democratic Republic of Nepal",2012,"Original","VARX",21,9,0.37244,"ok","",1.27514249296125,2,,,2,,,9,0,6,0,0,0,0.365870656400691,0.000102772840904319,""
"Federal Republic of Germany",2012,"Original","VARX",21,9,0.88366,"ok","",1.02603765062062,2,,,2,,,0,0,0,0,0,0,0.467164336070936,0.000202503624232686,""
"Federal Republic of Nigeria",2012,"Original","VARX",21,9,0.43178,"ok","",0.999698644531576,2,,,2,,,8,0,9,0,0,0,0.000662298428699359,0.000623322456883568,""
"Federal Republic of Somalia",2012,"Original","VARX",21,9,0.06635,"ok","",1.0720839901383,2,,,2,,,3,0,0,0,0,0,0.000814151611633562,0.00678020255925349,""
"Federated States of Micronesia",2012,"Original","VARX",21,9,0.55797,"ok","",1.08548490445705,2,,,2,,,0,0,3,0,0,0,0.000417329073833295,0.00181983728087631,""
"Federative Republic of Brazil",2012,"Original","VARX",21,9,0.61262,"ok","",0.977699568054417,2,,,2,,,9,0,0,0,0,0,0.00136552523405131,0.0033684316584297,""
"French Republic",2012,"Original","VARX",21,9,0.80962,"ok","",1.02269937189988,2,,,2,,,5,0,4,0,0,0,0.000199283490591617,0.106498360871386,""
"Gabonese Republic",2012,"Original","VARX",21,9,0.56684,"ok","",0.992819795769575,2,,,2,,,0,0,0,0,0,0,0.0142848220486342,0.0055849183883715,""
"Georgia",2012,"Original","VARX",21,9,0.68552,"ok","",1.00751067976097,2,,,2,,,4,0,0,0,0,0,0.00066426760971261,0.00234794956542239,""
"Grand Duchy of Luxembourg",2012,"Original","VARX",21,9,0.85979,"ok","",1.02515032297574,2,,,2,,,0,0,9,0,0,0,0.000999118172941738,0.157860289251812,""
"Greenland",2012,"Original","VARX",21,9,0.81168,"ok","",1.04104135224028,2,,,2,,,1,0,0,0,0,0,0.108629619200233,0.118893552867256,""
"Grenada",2012,"Original","VARX",21,9,0.62498,"ok","",1.04644703307928,2,,,2,,,0,0,2,0,0,0,0.00144325783010679,0.0128852054123165,""
"Guam",2012,"Original","VARX",21,9,0.76685,"ok","",0.924042347784266,2,,,2,,,0,0,0,0,0,0,0.0562146213500984,0.0263772577125059,""
"Hashemite Kingdom of Jordan",2012,"Original","VARX",21,9,0.67457,"ok","",1.13273303146579,2,,,2,,,3,0,0,0,0,0,0.00142148969042111,0.00402092217475591,""
"Hellenic Republic",2012,"Original","VARX",21,9,0.78079,"ok","",0.976429434111045,2,,,2,,,9,0,8,0,0,0,0.176724462542588,0.0149137440176728,""
"Hungary",2012,"Original","VARX",21,9,0.77078,"ok","",0.985048047559447,2,,,2,,,0,0,0,0,0,0,0.0119920660387542,0.00746567807566179,""
"Independent State of Papua New Guinea",2012,"Original","VARX",21,9,0.38678,"ok","",1.04622268857018,2,,,2,,,8,0,7,0,0,0,0.00192570873476183,0.00586101703529729,""
"Independent State of Samoa",2012,"Original","VARX",21,9,0.56532,"ok","",0.986412698616381,2,,,2,,,0,0,2,0,0,0,0.0120096533447784,0.00444157925385358,""
"Ireland",2012,"Original","VARX",21,9,0.83533,"ok","",1.1402729911502,2,,,2,,,9,0,7,0,0,0,0.000761961132331068,0.000491624631663301,""
"Islamic Republic of Afghanistan",2012,"Original","VARX",21,9,0.26648,"ok","",1.28122081745085,2,,,2,,,0,0,2,0,0,0,0.000124916373100969,0.0609275562681294,""
"Islamic Republic of Iran",2012,"Original","VARX",21,9,0.6515,"ok","",0.965761951502536,2,,,2,,,0,0,0,0,0,0,0.000729466673312085,0.000431758419061512,""
"Islamic Republic of Mauritania",2012,"Original","VARX",21,9,0.43472,"ok","",1.07875894912051,2,,,2,,,4,0,0,0,0,0,6.37596114816397e-06,0.00171643574372005,""
"Islamic Republic of Pakistan",2012,"Original","VARX",21,9,0.4471,"ok","",0.97315424013289,2,,,2,,,0,0,1,0,0,0,0.000177405302723033,0.00018634256672434,""
"Jamaica",2012,"Original","VARX",21,9,0.65058,"ok","",1.11812292714638,2,,,2,,,0,0,4,0,0,0,0.0193324565657775,0.0943376876628882,""
"Japan",2012,"Original","VARX",21,9,0.84906,"ok","",0.991311012096378,2,,,2,,,4,0,0,0,0,0,0.0355748779563121,0.00071540566102879,""
"Kingdom of Bahrain",2012,"Original","VARX",21,9,0.71036,"ok","",0.966423443458103,2,,,2,,,9,0,9,0,0,0,0.0095770775633861,0.000158383837096987,""
"Kingdom of Belgium",2012,"Original","VARX",21,9,0.82423,"ok","",1.06891978250964,2,,,2,,,9,0,0,0,0,0,0.0700009889051738,0.00335836489927333,""
"Kingdom of Bhutan",2012,"Original","VARX",21,9,0.41944,"ok","",1.09874500367302,2,,,2,,,9,0,3,0,0,0,0.0267067206185126,0.00122421201981726,""
"Kingdom of Cambodia",2012,"Original","VARX",21,9,0.42177,"ok","",0.931183902112692,2,,,2,,,0,0,2,0,0,0,0.0438482277120962,0.015628438242932,""
"Kingdom of Denmark",2012,"Original","VARX",21,9,0.87252,"ok","",0.985003674537941,2,,,2,,,0,0,7,0,0,0,0.0550962088933357,0.117872825632808,""
"Kingdom of Eswatini",2012,"Original","VARX",21,9,0.5378,"ok","",1.02091489614666,2,,,2,,,0,0,0,0,0,0,5.41542466123701e-05,7.47382640138294e-05,""
"Kingdom of Lesotho",2012,"Original","VARX",21,9,0.46042,"ok","",1.00252796091733,2,,,2,,,0,0,0,0,0,0,0.00367607212873644,0.183431686670978,""
"Kingdom of Morocco",2012,"Original","VARX",21,9,0.4916,"ok","",1.01955857702101,2,,,2,,,2,0,0,0,0,0,0.00121628333611934,0.0658508564158562,""
"Kingdom of Norway",2012,"Original","VARX",21,9,0.88816,"ok","",0.981013425674404,2,,,2,,,2,0,0,0,0,0,0.000797351684332148,0.0054169981757386,""
"Kingdom of Saudi Arabia",2012,"Original","VARX",21,9,0.75905,"ok","",0.780363287596598,2,,,2,,,0,0,0,0,0,0,0.00646419464165726,0.000629387401445136,""
"Kingdom of Spain",2012,"Original","VARX",21,9,0.74518,"ok","",0.931538157087018,2,,,2,,,1,0,0,0,0,0,0.0267007633947731,4.58044558016013e-06,""
"Kingdom of Sweden",2012,"Original","VARX",21,9,0.86471,"ok","",1.18907358180013,2,,,2,,,9,0,6,0,0,0,0.00771656479609462,0.0686744207598993,""
"Kingdom of Thailand",2012,"Original","VARX",21,9,0.63841,"ok","",1.01338513041879,2,,,2,,,0,0,0,0,0,0,0.0453242769484271,0.0158937154888148,""
"Kingdom of Tonga",2012,"Original","VARX",21,9,0.58477,"ok","",1.02571957912659,2,,,2,,,0,0,0,0,0,0,0.000707150448139515,0.0129683029555591,""
"Kingdom of the Netherlands",2012,"Original","VARX",21,9,0.86695,"ok","",1.14071070188205,2,,,2,,,7,0,9,0,0,0,0.179819342891131,0.00226973222421245,""
"Kyrgyz Republic",2012,"Original","VARX",21,9,0.56154,"ok","",1.05904642075157,2,,,2,,,3,0,8,0,0,0,0.0702871613810176,0.000628223615566803,""
"Lao People's Democratic Republic",2012,"Original","VARX",21,9,0.43115,"ok","",1.05911385435205,2,,,2,,,0,0,2,0,0,0,0.00150160832595081,0.00110530027381728,""
"Lebanese Republic",2012,"Original","VARX",21,9,0.69391,"ok","",0.965625873665002,2,,,2,,,9,0,0,0,0,0,0.00228812222884311,0.000800584570701868,""
"Malaysia",2012,"Original","VARX",21,9,0.69966,"ok","",0.988706142573736,2,,,2,,,0,0,0,0,0,0,0.0295346143741447,0.000108032868945451,""
"Mongolia",2012,"Original","VARX",21,9,0.58326,"ok","",0.97161176085795,2,,,2,,,2,0,0,0,0,0,0.00159679482504826,0.00124083205299408,""
"Montenegro",2012,"Original","VARX",21,9,0.75558,"ok","",1.02321822781813,2,,,2,,,0,0,0,0,0,0,0.0622441175520956,0.0174699902767793,""
"New Zealand",2012,"Original","VARX",21,9,0.81496,"ok","",0.925480367478659,2,,,2,,,7,0,1,0,0,0,0.014958973393855,0.000194070440238892,""
"North Macedonia",2012,"Original","VARX",21,9,0.71517,"ok","",1.01958454247388,2,,,2,,,0,0,2,0,0,0,0.385159613921878,6.22224503354918e-05,""
"Northern Mariana Islands",2012,"Original","VARX",21,9,0.74294,"ok","",0.921460357933112,2,,,2,,,0,0,0,0,0,0,6.46913894419843e-06,0.0287281788524175,""
"Palestine",2012,"Original","VARX",21,9,0.5483,"ok","",0.908841263519724,2,,,2,,,9,0,6,0,0,0,0.012699220060996,0.141668526938274,""
"People's Democratic Republic of Algeria",2012,"Original","VARX",21,9,0.6127,"ok","",1.02720698167487,2,,,2,,,6,0,3,0,0,0,0.0183696003433615,0.0141382362240063,""
"People's Republic of Bangladesh",2012,"Original","VARX",21,9,0.39062,"ok","",1.03664840027462,2,,,2,,,0,0,0,0,0,0,0.000268858157217666,0.0105651610734949,""
"People's Republic of China",2012,"Original","VARX",21,9,0.65714,"ok","",0.952946660501009,2,,,2,,,0,0,3,0,0,0,4.39192304541036e-05,0.00026026780569044,""
"Plurinational State of Bolivia",2012,"Original","VARX",21,9,0.54862,"ok","",0.961852331100099,2,,,2,,,0,0,9,0,0,0,0.106415487841277,0.0004666518770573,""
"Portuguese Republic",2012,"Original","VARX",21,9,0.7158,"ok","",1.02470320599555,2,,,2,,,5,0,9,0,0,0,0.0042564178023663,0.00438519856584718,""
