"location_name","origin","specification","model","n_train","n_forecast","future_SDI","status","message","roots","p_IHD","d_IHD","q_IHD","p_DD","d_DD","q_DD","clip_low_IHD","clip_high_IHD","clip_low_DD","clip_high_DD","zero_floor_IHD","zero_floor_DD","residual_lb_IHD","residual_lb_DD","warning"
"American Samoa",2021,"Original","VARX",30,9,0.72373,"ok","",1.89179125041707,2,,,2,,,0,5,0,8,0,0,0.000158836599380652,0.164701623460164,""
"Antigua and Barbuda",2021,"Original","VARX",30,9,0.74989,"ok","",1.51409631751718,2,,,2,,,8,0,0,8,0,0,0.0160413103348709,0.196797520040944,""
"Arab Republic of Egypt",2021,"Original","VARX",30,9,0.60679,"ok","",1.02494445188878,2,,,2,,,8,0,0,0,0,0,9.19265725496388e-05,0.573738966834047,""
"Argentine Republic",2021,"Original","VARX",30,9,0.72312,"ok","",0.99223987194063,2,,,2,,,0,0,0,0,0,0,2.8378034923171e-05,0.894221324310385,""
"Australia",2021,"Original","VARX",30,9,0.84425,"ok","",0.89388562875899,2,,,2,,,0,0,0,0,0,0,0.000369126857997393,0.997100152926628,""
"Barbados",2021,"Original","VARX",30,9,0.74675,"ok","",2.2044424888611,2,,,2,,,7,0,0,8,0,0,0.000103246118380085,0.952937335818002,""
"Belize",2021,"Original","VARX",30,9,0.61023,"ok","",0.866206069742554,2,,,2,,,0,0,0,0,0,0,0.516851675727192,0.999982422158597,""
"Bermuda",2021,"Original","VARX",30,9,0.82137,"ok","",1.81933004456705,2,,,2,,,8,0,0,8,0,0,0.00820312840283433,0.554075092730322,""
"Bolivarian Republic of Venezuela",2021,"Original","VARX",30,9,0.59651,"ok","",1.99007127059904,2,,,2,,,0,4,0,8,0,0,0.0118097851002008,0.996727058300994,""
"Bosnia and Herzegovina",2021,"Original","VARX",30,9,0.72308,"ok","",1.104437950774,2,,,2,,,0,0,0,4,0,0,0.00152710183192495,0.802571732228034,""
"Brunei Darussalam",2021,"Original","VARX",30,9,0.81023,"ok","",1.4141338940077,2,,,2,,,9,0,0,7,0,0,0.00705183854903491,0.749294985587164,""
"Burkina Faso",2021,"Original","VARX",30,9,0.28512,"ok","",0.893023452315551,2,,,2,,,0,0,0,0,0,0,0.0178479349277643,0.727794270791976,""
"Canada",2021,"Original","VARX",30,9,0.87317,"ok","",1.03494739519249,2,,,2,,,0,0,0,0,0,0,0.0139744300706764,0.874440423421665,""
"Central African Republic",2021,"Original","VARX",30,9,0.30917,"ok","",1.09474205878517,2,,,2,,,0,0,3,0,0,0,0.0112040326283466,0.993179278691551,""
"Commonwealth of Dominica",2021,"Original","VARX",30,9,0.74697,"ok","",1.60699877520702,2,,,2,,,7,0,0,8,0,0,0.00221121889598508,0.51390154394946,""
"Commonwealth of the Bahamas",2021,"Original","VARX",30,9,0.80502,"ok","",1.81927865757051,2,,,2,,,8,0,0,9,0,0,0.00023159520309235,0.273816361367068,""
"Cook Islands",2021,"Original","VARX",30,9,0.77911,"ok","",2.76442482935911,2,,,2,,,0,6,0,8,0,0,0.00126754400518447,0.554387822152321,""
"Czech Republic",2021,"Original","VARX",30,9,0.82845,"ok","",1.29306712942725,2,,,2,,,0,0,5,1,0,0,0.00235240123177993,0.976724485336692,""
"Democratic People's Republic of Korea",2021,"Original","VARX",30,9,0.56985,"ok","",1.099168576757,2,,,2,,,9,0,0,0,0,0,0.000229663857673312,0.913357331663339,""
"Democratic Republic of Sao Tome and Principe",2021,"Original","VARX",30,9,0.50541,"ok","",1.27731049752978,2,,,2,,,6,0,0,5,0,0,0.0170385954442832,0.781501895054391,""
"Democratic Republic of Timor-Leste",2021,"Original","VARX",30,9,0.44467,"ok","",1.56040433074672,2,,,2,,,8,0,0,7,0,0,9.12757584847768e-07,0.951068113181728,""
"Democratic Republic of the Congo",2021,"Original","VARX",30,9,0.38318,"ok","",1.15522945875107,2,,,2,,,0,3,0,1,0,0,0.0240536030478619,0.984191803503615,""
"Democratic Socialist Republic of Sri Lanka",2021,"Original","VARX",30,9,0.70153,"ok","",1.35616591017483,2,,,2,,,9,0,0,7,0,0,0.0334156290240776,0.898753081446038,""
"Dominican Republic",2021,"Original","VARX",30,9,0.61939,"ok","",0.950083681207335,2,,,2,,,0,0,0,0,0,0,0.00406654457877997,0.95061362555288,""
"Eastern Republic of Uruguay",2021,"Original","VARX",30,9,0.71928,"ok","",1.38956129012278,2,,,2,,,6,0,4,2,0,0,1.71634751428007e-05,0.998291590434449,""
"Federal Democratic Republic of Ethiopia",2021,"Original","VARX",30,9,0.35882,"ok","",1.2438361283837,2,,,2,,,5,0,0,2,0,0,0.113996479517553,0.922190495866786,""
"Federal Democratic Republic of Nepal",2021,"Original","VARX",30,9,0.43317,"ok","",0.99758801159586,2,,,2,,,5,0,0,0,0,0,0.0616522184342996,0.999284645080775,""
"Federal Republic of Germany",2021,"Original","VARX",30,9,0.90296,"ok","",0.944898097031957,2,,,2,,,4,0,0,0,0,0,0.047165295313497,0.999941655372677,""
"Federal Republic of Nigeria",2021,"Original","VARX",30,9,0.50339,"ok","",0.988231858847876,2,,,2,,,0,0,0,0,0,0,0.0386176281884177,0.957468144621266,""
"Federal Republic of Somalia",2021,"Original","VARX",30,9,0.07769,"ok","",1.5164971668713,2,,,2,,,0,6,0,7,0,0,0.00650480257104624,0.994410738575926,""
"Federated States of Micronesia",2021,"Original","VARX",30,9,0.58753,"ok","",2.43782600334661,2,,,2,,,9,0,0,8,0,0,9.2455174329098e-05,0.0876243114426326,""
"Federative Republic of Brazil",2021,"Original","VARX",30,9,0.65304,"ok","",0.916807120881441,2,,,2,,,5,0,0,0,0,0,0.000727066040714375,0.995873955593135,""
"French Republic",2021,"Original","VARX",30,9,0.83836,"ok","",1.09357318742187,2,,,2,,,8,0,3,0,0,0,6.63819665902565e-10,0.956267070448159,""
"Gabonese Republic",2021,"Original","VARX",30,9,0.63469,"ok","",1.39362841538997,2,,,2,,,0,0,0,6,0,0,1.16359298165669e-05,0.540646748124657,""
"Georgia",2021,"Original","VARX",30,9,0.73247,"ok","",1.80973944703385,2,,,2,,,0,7,0,8,0,0,0.000266406923823626,0.974487329963137,""
"Grand Duchy of Luxembourg",2021,"Original","VARX",30,9,0.88443,"ok","",1.21185500049898,2,,,2,,,6,0,0,7,0,0,0.00461267540551247,0.320892414077555,""
"Greenland",2021,"Original","VARX",30,9,0.82621,"ok","",1.9760587990266,2,,,2,,,5,2,4,5,0,0,0.733634350852754,0.836768999195532,""
"Grenada",2021,"Original","VARX",30,9,0.66899,"ok","",1.47494179832396,2,,,2,,,8,0,0,7,0,0,0.00324561549209723,0.731377848638434,""
"Guam",2021,"Original","VARX",30,9,0.80398,"ok","",2.5799948267502,2,,,2,,,7,0,0,9,0,0,0.0228715011633362,0.78210429687091,""
"Hashemite Kingdom of Jordan",2021,"Original","VARX",30,9,0.72531,"ok","",1.41377850921261,2,,,2,,,0,5,0,6,0,0,2.59563789469786e-05,0.86026666212578,""
"Hellenic Republic",2021,"Original","VARX",30,9,0.79185,"ok","",0.906167599129997,2,,,2,,,2,0,0,0,0,0,0.0553293117150417,0.935122301799435,""
"Hungary",2021,"Original","VARX",30,9,0.79075,"ok","",1.67680067363417,2,,,2,,,9,0,0,7,0,0,0.0328669773285041,0.939636221499079,""
"Independent State of Papua New Guinea",2021,"Original","VARX",30,9,0.4178,"ok","",1.87584588959409,2,,,2,,,0,4,0,7,0,0,0.980651592164591,0.975569125366168,""
"Independent State of Samoa",2021,"Original","VARX",30,9,0.59339,"ok","",1.86887573416635,2,,,2,,,0,2,0,8,0,0,0.54300506182274,0.539141306387801,""
"Ireland",2021,"Original","VARX",30,9,0.87375,"ok","",0.975913131477723,2,,,2,,,9,0,0,0,0,0,0.000608785713210436,0.978089162476447,""
"Islamic Republic of Afghanistan",2021,"Original","VARX",30,9,0.3372,"ok","",1.79854853687243,2,,,2,,,3,2,4,4,0,0,0.00318088454573695,0.888778224302419,""
"Islamic Republic of Iran",2021,"Original","VARX",30,9,0.69721,"ok","",0.952718233860515,2,,,2,,,0,0,0,0,0,0,0.000157201371074667,0.898191415250983,""
"Islamic Republic of Mauritania",2021,"Original","VARX",30,9,0.49895,"ok","",1.15212331858763,2,,,2,,,0,0,0,1,0,0,0.000749070344346014,0.296993062704458,""
"Islamic Republic of Pakistan",2021,"Original","VARX",30,9,0.50403,"ok","",1.57546281149213,2,,,2,,,0,0,0,7,0,0,7.27220466059109e-05,0.4974699845408,""
"Jamaica",2021,"Original","VARX",30,9,0.68326,"ok","",1.74013871440541,2,,,2,,,0,6,0,8,0,0,0.000713032925881096,0.988665165001526,""
"Japan",2021,"Original","VARX",30,9,0.87124,"ok","",1.00601488084537,2,,,2,,,6,0,0,0,0,0,0.000951070587073666,0.98962762829056,""
"Kingdom of Bahrain",2021,"Original","VARX",30,9,0.75304,"ok","",1.0343394279359,2,,,2,,,0,0,0,2,0,0,0.000204838209539315,0.851371186272458,""
"Kingdom of Belgium",2021,"Original","VARX",30,9,0.85365,"ok","",0.926192138471024,2,,,2,,,7,0,0,0,0,0,7.14849564904529e-05,0.972327863228157,""
"Kingdom of Bhutan",2021,"Original","VARX",30,9,0.47306,"ok","",1.9966208080845,2,,,2,,,2,1,4,4,0,0,7.40376912194973e-05,0.256506231492405,""
"Kingdom of Cambodia",2021,"Original","VARX",30,9,0.47362,"ok","",2.11538228562141,2,,,2,,,9,0,0,8,0,0,0.000139796082184285,0.925027944440472,""
"Kingdom of Denmark",2021,"Original","VARX",30,9,0.89642,"ok","",1.37686007683156,2,,,2,,,0,7,0,7,0,0,0.000272823726243709,0.954866234533474,""
"Kingdom of Eswatini",2021,"Original","VARX",30,9,0.58546,"ok","",3.56745065812221,2,,,2,,,4,3,5,4,0,0,2.73772598036182e-07,0.931335634817292,""
"Kingdom of Lesotho",2021,"Original","VARX",30,9,0.51039,"ok","",1.90445816261115,2,,,2,,,0,5,0,8,0,0,0.00262496232013965,0.842513924616415,""
"Kingdom of Morocco",2021,"Original","VARX",30,9,0.5627,"ok","",2.98043194178654,2,,,2,,,4,3,5,4,0,0,0.0369036714375993,0.745015990163939,""
"Kingdom of Norway",2021,"Original","VARX",30,9,0.91613,"ok","",1.06163350293563,2,,,2,,,9,0,3,0,0,0,0.00574606870108041,0.859664494553395,""
"Kingdom of Saudi Arabia",2021,"Original","VARX",30,9,0.81514,"ok","",1.52112049449105,2,,,2,,,9,0,3,4,0,0,0.000497258804212475,0.894877853183817,""
"Kingdom of Spain",2021,"Original","VARX",30,9,0.76928,"ok","",0.954089518718905,2,,,2,,,9,0,0,0,0,0,1.76034536902847e-06,0.98916455485688,""
"Kingdom of Sweden",2021,"Original","VARX",30,9,0.88688,"ok","",1.19537209789154,2,,,2,,,0,7,0,5,0,0,0.593819766808442,0.95431933445593,""
"Kingdom of Thailand",2021,"Original","VARX",30,9,0.68255,"ok","",1.17336615749851,2,,,2,,,6,0,4,0,0,0,0.000307829294915574,0.831504318036413,""
"Kingdom of Tonga",2021,"Original","VARX",30,9,0.62635,"ok","",2.21745904687062,2,,,2,,,0,4,0,8,0,0,0.0723830396614633,0.0551805783390689,""
"Kingdom of the Netherlands",2021,"Original","VARX",30,9,0.88846,"ok","",1.81614674090977,2,,,2,,,0,4,0,9,0,0,0.00144436499401335,0.993463165843435,""
"Kyrgyz Republic",2021,"Original","VARX",30,9,0.60398,"ok","",1.50444260076689,2,,,2,,,0,1,0,7,0,0,6.59088934540364e-08,0.772471478090824,""
"Lao People's Democratic Republic",2021,"Original","VARX",30,9,0.48914,"ok","",2.06123884753171,2,,,2,,,9,0,0,8,0,0,0.00413023140218083,0.76322427319749,""
"Lebanese Republic",2021,"Original","VARX",30,9,0.74475,"ok","",1.22475878779084,2,,,2,,,6,0,3,2,0,0,6.21355452012917e-05,0.974325760082196,""
"Malaysia",2021,"Original","VARX",30,9,0.74252,"ok","",0.995334171801867,2,,,2,,,0,0,0,0,0,0,0.206370438158557,0.912973981509822,""
"Mongolia",2021,"Original","VARX",30,9,0.61762,"ok","",3.89843060525342,2,,,2,,,0,8,0,8,0,0,0.662443184734845,0.445621335631897,""
"Montenegro",2021,"Original","VARX",30,9,0.7958,"ok","",2.17416044462309,2,,,2,,,3,3,4,5,0,0,6.68747307519535e-06,0.871785743766616,""
"New Zealand",2021,"Original","VARX",30,9,0.84944,"ok","",0.981258698216523,2,,,2,,,9,0,2,0,0,0,0.00624556613585947,0.830255042837925,""
"North Macedonia",2021,"Original","VARX",30,9,0.75063,"ok","",2.61886791188733,2,,,2,,,7,0,0,9,0,0,0.171408278654075,0.977138382113538,""
"Northern Mariana Islands",2021,"Original","VARX",30,9,0.77154,"ok","",1.7184632331795,2,,,2,,,5,0,0,8,0,0,2.68082919863133e-07,0.999206775703596,""
"Palestine",2021,"Original","VARX",30,9,0.63101,"ok","",1.07341273173607,2,,,2,,,0,0,0,0,0,0,0.00843365941730867,0.805448988951668,""
"People's Democratic Republic of Algeria",2021,"Original","VARX",30,9,0.6595,"ok","",1.92672571225603,2,,,2,,,0,4,0,8,0,0,0.000302777468294324,0.744199672677236,""
"People's Republic of Bangladesh",2021,"Original","VARX",30,9,0.49242,"ok","",1.63979427785814,2,,,2,,,0,4,0,8,0,0,2.10433441144575e-05,0.986793888923155,""
"People's Republic of China",2021,"Original","VARX",30,9,0.72163,"ok","",0.943911497068744,2,,,2,,,0,0,0,0,0,0,3.98291525749439e-06,0.543426974179021,""
"Plurinational State of Bolivia",2021,"Original","VARX",30,9,0.59901,"ok","",1.69906194082377,2,,,2,,,0,4,0,9,0,0,0.0169195068712973,0.997900235308301,""
"Portuguese Republic",2021,"Original","VARX",30,9,0.74415,"ok","",0.948077156738616,2,,,2,,,3,0,0,0,0,0,0.0794291592686504,0.985764319066811,""
"Principality of Andorra",2021,"Original","VARX",30,9,0.86944,"ok","",2.4504910589288,2,,,2,,,0,7,0,9,0,0,0.914218624583816,0.611030399571246,""
"Principality of Monaco",2021,"Original","VARX",30,9,0.90826,"ok","",3.00416400327717,2,,,2,,,0,6,0,9,0,0,0.386841549906859,0.733582579068369,""
"Puerto Rico",2021,"Original","VARX",30,9,0.82553,"ok","",1.34801640099496,2,,,2,,,0,4,0,7,0,0,0.00013810312936624,0.656559826608846,""
"Republic of Albania",2021,"Original","VARX",30,9,0.70685,"ok","",1.76587016208498,2,,,2,,,7,0,0,8,0,0,1.6361393456954e-05,0.628969494298588,""
"Republic of Angola",2021,"Original","VARX",30,9,0.45372,"ok","",1.49776376076039,2,,,2,,,0,2,4,3,0,0,1.51039655338359e-07,0.982375008415894,""
"Republic of Armenia",2021,"Original","VARX",30,9,0.70183,"ok","",2.04595413138813,2,,,2,,,0,6,0,9,0,0,0.000116364628345966,0.847711435486198,""
"Republic of Austria",2021,"Original","VARX",30,9,0.85384,"ok","",1.56882858106631,2,,,2,,,2,0,0,8,0,0,0.108192674939952,0.96486659139034,""
"Republic of Azerbaijan",2021,"Original","VARX",30,9,0.69485,"ok","",2.46970221521804,2,,,2,,,8,0,0,9,0,0,0.00142542466671747,0.695882860936981,""
"Republic of Belarus",2021,"Original","VARX",30,9,0.78448,"ok","",1.86993431930879,2,,,2,,,4,2,0,8,0,0,3.10099230974581e-05,0.796475657524988,""
"Republic of Benin",2021,"Original","VARX",30,9,0.37349,"ok","",1.14396088389905,2,,,2,,,6,0,1,0,0,0,6.45812922261957e-06,0.899126522979615,""
"Republic of Botswana",2021,"Original","VARX",30,9,0.64272,"ok","",1.75271846049596,2,,,2,,,0,6,0,8,0,0,5.22078753816269e-05,0.675532535963495,""
"Republic of Bulgaria",2021,"Original","VARX",30,9,0.76815,"ok","",2.04429296973804,2,,,2,,,0,5,0,9,0,0,0.00182435838414563,0.848517422013746,""
"Republic of Burundi",2021,"Original","VARX",30,9,0.28937,"ok","",1.301021319859,2,,,2,,,0,1,0,4,0,0,0.000492160411309062,0.9638502181242,""
"Republic of Cabo Verde",2021,"Original","VARX",30,9,0.53353,"ok","",0.980759074733653,2,,,2,,,0,0,0,0,0,0,1.79659506205354e-06,0.867178750238166,""
"Republic of Cameroon",2021,"Original","VARX",30,9,0.47969,"ok","",1.52168981742594,2,,,2,,,0,3,0,6,0,0,1.16291823353265e-05,0.630243566665654,""
"Republic of Chad",2021,"Original","VARX",30,9,0.24044,"ok","",0.969986296085897,2,,,2,,,1,0,0,0,0,0,0.00372933481912874,0.976143132085385,""
"Republic of Chile",2021,"Original","VARX",30,9,0.77151,"ok","",1.12449667022538,2,,,2,,,9,0,3,0,0,0,0.000881343279752977,0.846108500289787,""
"Republic of Colombia",2021,"Original","VARX",30,9,0.65544,"ok","",1.16682845130859,2,,,2,,,0,0,0,5,0,0,0.0034759059327677,0.86183297085198,""
"Republic of Costa Rica",2021,"Original","VARX",30,9,0.70034,"ok","",1.82441644752003,2,,,2,,,6,2,5,4,0,0,3.13559144350384e-05,0.924693477731742,""
"Republic of Croatia",2021,"Original","VARX",30,9,0.79834,"ok","",1.74498164692106,2,,,2,,,9,0,0,8,0,0,3.30706017259708e-05,0.837999751804003,""
"Republic of Cuba",2021,"Original","VARX",30,9,0.66873,"ok","",1.25725525012627,2,,,2,,,0,4,0,6,0,0,4.24690340716793e-06,0.772611456307247,""
"Republic of Cyprus",2021,"Original","VARX",30,9,0.83563,"ok","",1.19351522784831,2,,,2,,,8,0,0,6,0,0,0.00175129471564273,0.422495937092943,""
"Republic of Côte d'Ivoire",2021,"Original","VARX",30,9,0.42594,"ok","",1.03884131492669,2,,,2,,,5,0,0,0,0,0,0.000938998476503583,0.563258689703859,""
"Republic of Djibouti",2021,"Original","VARX",30,9,0.48796,"ok","",1.1858111602862,2,,,2,,,0,0,0,5,0,0,4.36650955696338e-05,0.660365126525288,""
"Republic of Ecuador",2021,"Original","VARX",30,9,0.66102,"ok","",1.22883248546083,2,,,2,,,6,0,6,0,0,0,0.101331506232504,0.999683543932889,""
"Republic of El Salvador",2021,"Original","VARX",30,9,0.56378,"ok","",1.78654034937046,2,,,2,,,7,0,0,9,0,0,0.104341773693037,0.950092580832255,""
"Republic of Equatorial Guinea",2021,"Original","VARX",30,9,0.65786,"ok","",2.72629950128852,2,,,2,,,4,3,5,4,0,0,0.00770303000342487,0.677696968280648,""
"Republic of Estonia",2021,"Original","VARX",30,9,0.84492,"ok","",1.50861113811364,2,,,2,,,0,7,0,7,0,0,0.0216988175390304,0.611628354419762,""
"Republic of Fiji",2021,"Original","VARX",30,9,0.67505,"ok","",2.06709897173141,2,,,2,,,9,0,0,8,0,0,0.000420690654554634,0.977485657257398,""
"Republic of Finland",2021,"Original","VARX",30,9,0.85983,"ok","",1.2904812966521,2,,,2,,,7,0,0,8,0,0,0.00366531920521629,0.561642357437647,""
"Republic of Ghana",2021,"Original","VARX",30,9,0.56493,"ok","",1.27592854123359,2,,,2,,,9,0,2,0,0,0,0.000748131432433019,0.921190119109418,""
"Republic of Guatemala",2021,"Original","VARX",30,9,0.53997,"ok","",0.975866277730109,2,,,2,,,0,0,0,0,0,0,0.0254481171236165,0.999336311500362,""
"Republic of Guinea",2021,"Original","VARX",30,9,0.3364,"ok","",1.26276126826933,2,,,2,,,0,3,2,0,0,0,0.000588032419174378,0.764727237223897,""
"Republic of Guinea-Bissau",2021,"Original","VARX",30,9,0.35311,"ok","",1.02101787897117,2,,,2,,,0,0,0,0,0,0,0.0686013067343768,0.996801216870257,""
"Republic of Guyana",2021,"Original","VARX",30,9,0.65081,"ok","",1.08439200967997,2,,,2,,,4,0,3,0,0,0,0.0555863778623836,0.99238652581532,""
"Republic of Haiti",2021,"Original","VARX",30,9,0.44828,"ok","",1.69132806822851,2,,,2,,,2,0,0,8,0,0,5.50287345533196e-05,0.890250177353697,""
"Republic of Honduras",2021,"Original","VARX",30,9,0.51304,"ok","",1.70799347443065,2,,,2,,,4,2,4,4,0,0,0.000734886659902401,0.983416971707819,""
"Republic of Iceland",2021,"Original","VARX",30,9,0.87636,"ok","",1.06254123694425,2,,,2,,,0,0,0,0,0,0,0.000323335785667789,0.803614762946139,""
"Republic of India",2021,"Original","VARX",30,9,0.5754,"ok","",1.00560293208696,2,,,2,,,0,0,1,0,0,0,0.0785224629973238,0.949638942284123,""
"Republic of Indonesia",2021,"Original","VARX",30,9,0.65687,"ok","",1.66949734890763,2,,,2,,,8,0,0,8,0,0,7.82427218279924e-05,0.867505140445981,""
"Republic of Iraq",2021,"Original","VARX",30,9,0.66263,"ok","",0.926029618643525,2,,,2,,,0,0,0,0,0,0,2.45354439876166e-07,0.571869056832908,""
"Republic of Italy",2021,"Original","VARX",30,9,0.80577,"ok","",1.07810473725733,2,,,2,,,0,0,0,6,0,0,1.3321539682476e-07,0.579025884927447,""
"Republic of Kazakhstan",2021,"Original","VARX",30,9,0.72514,"ok","",1.28757778902901,2,,,2,,,9,0,0,6,0,0,4.90950948006663e-05,0.853537227974391,""
"Republic of Kenya",2021,"Original","VARX",30,9,0.52377,"ok","",1.00072327169967,2,,,2,,,0,0,0,0,0,0,0.00814270253848604,0.99456203025012,""
"Republic of Kiribati",2021,"Original","VARX",30,9,0.52719,"ok","",2.28175580463944,2,,,2,,,9,0,0,8,0,0,0.00845470980644891,0.246635509255119,""
"Republic of Korea",2021,"Original","VARX",30,9,0.88668,"ok","",0.951639487009336,2,,,2,,,0,0,0,0,0,0,0.00671973299922435,0.932365840945001,""
"Republic of Latvia",2021,"Original","VARX",30,9,0.83066,"ok","",2.13405667532483,2,,,2,,,6,0,0,8,0,0,5.986041201822e-05,0.713079326293276,""
"Republic of Liberia",2021,"Original","VARX",30,9,0.35244,"ok","",1.08884238568856,2,,,2,,,0,0,0,0,0,0,0.16568401055375,0.991482161991607,""
"Republic of Lithuania",2021,"Original","VARX",30,9,0.85648,"ok","",2.20609358196559,2,,,2,,,9,0,0,9,0,0,2.03971819460191e-05,0.835499408880164,""
"Republic of Madagascar",2021,"Original","VARX",30,9,0.40025,"ok","",1.52948741123175,2,,,2,,,9,0,0,7,0,0,0.0172244634813954,0.848764703785289,""
"Republic of Malawi",2021,"Original","VARX",30,9,0.38455,"ok","",1.55931961720817,2,,,2,,,0,6,0,7,0,0,0.000671220497206471,0.919508684458276,""
"Republic of Maldives",2021,"Original","VARX",30,9,0.65089,"ok","",1.079875619103,2,,,2,,,9,0,1,0,0,0,0.0156947095083295,0.854957029730062,""
"Republic of Mali",2021,"Original","VARX",30,9,0.26858,"ok","",1.24220702865913,2,,,2,,,0,0,0,3,0,0,1.01099524016934e-05,0.358048970529999,""
"Republic of Malta",2021,"Original","VARX",30,9,0.80159,"ok","",1.41324845726711,2,,,2,,,4,0,0,7,0,0,0.000359151960039439,0.570793210180296,""
"Republic of Mauritius",2021,"Original","VARX",30,9,0.71826,"ok","",0.93184307074342,2,,,2,,,9,0,0,0,0,0,0.0959349630904757,0.947434367546649,""
"Republic of Moldova",2021,"Original","VARX",30,9,0.73221,"ok","",1.35035058225362,2,,,2,,,3,0,0,7,0,0,0.0137510956025222,0.999046668533423,""
"Republic of Mozambique",2021,"Original","VARX",30,9,0.32646,"ok","",1.26503239819493,2,,,2,,,6,0,5,0,0,0,0.00149587288394515,0.962974847520635,""
"Republic of Namibia",2021,"Original","VARX",30,9,0.61756,"ok","",1.74790432646088,2,,,2,,,0,5,0,8,0,0,0.000596786105009683,0.597204340252902,""
"Republic of Nauru",2021,"Original","VARX",30,9,0.62518,"ok","",2.08069531200581,2,,,2,,,0,5,0,8,0,0,0.0309969659900051,0.884970402111863,""
"Republic of Nicaragua",2021,"Original","VARX",30,9,0.52396,"ok","",1.00191885385692,2,,,2,,,1,0,3,0,0,0,0.575231887419391,0.99973989198568,""
"Republic of Niue",2021,"Original","VARX",30,9,0.72622,"ok","",1.45247051254339,2,,,2,,,7,0,0,8,0,0,0.62640631281326,0.998201980375617,""
"Republic of Palau",2021,"Original","VARX",30,9,0.75405,"ok","",1.90909645765317,2,,,2,,,8,0,0,8,0,0,0.0218166040655611,0.970852584545159,""
"Republic of Panama",2021,"Original","VARX",30,9,0.70886,"ok","",1.39595875510765,2,,,2,,,0,3,0,6,0,0,0.551195811337608,0.99436946486353,""
"Republic of Paraguay",2021,"Original","VARX",30,9,0.63572,"ok","",1.03988070175932,2,,,2,,,6,0,3,0,0,0,5.15037428728826e-05,0.998814171005442,""
"Republic of Peru",2021,"Original","VARX",30,9,0.66205,"ok","",1.46223451425344,2,,,2,,,0,4,0,9,0,0,1.44149458916054e-05,0.407629479953158,""
"Republic of Poland",2021,"Original","VARX",30,9,0.81204,"ok","",1.23930387588742,2,,,2,,,1,0,0,7,0,0,0.000182658585501039,0.963793772914083,""
"Republic of Rwanda",2021,"Original","VARX",30,9,0.43559,"ok","",1.20156336870583,2,,,2,,,0,1,0,4,0,0,9.73923510753094e-05,0.828787813793284,""
"Republic of San Marino",2021,"Original","VARX",30,9,0.88801,"ok","",3.98153293810624,2,,,2,,,9,0,0,9,0,0,0.0560903519029649,0.783301175158654,""
"Republic of Senegal",2021,"Original","VARX",30,9,0.40805,"ok","",1.8673491163779,2,,,2,,,0,6,0,8,0,0,0.00115757566350994,0.810726458467151,""
"Republic of Serbia",2021,"Original","VARX",30,9,0.79242,"ok","",1.94099125275982,2,,,2,,,0,7,0,8,0,0,0.00324699836481723,0.987901040520764,""
"Republic of Seychelles",2021,"Original","VARX",30,9,0.73015,"ok","",1.7231069922552,2,,,2,,,0,0,0,8,0,0,7.0793063328467e-05,0.948265834746711,""
"Republic of Sierra Leone",2021,"Original","VARX",30,9,0.35867,"ok","",1.77939356668156,2,,,2,,,3,0,3,4,0,0,0.00270396468830569,0.788199085230945,""
"Republic of Singapore",2021,"Original","VARX",30,9,0.8561,"ok","",1.25331648436149,2,,,2,,,6,1,6,0,0,0,0.00680160596948121,0.743683364535259,""
"Republic of Slovenia",2021,"Original","VARX",30,9,0.84243,"ok","",1.09039521720036,2,,,2,,,6,0,0,0,0,0,0.00674745582705294,0.601034015510294,""
"Republic of South Africa",2021,"Original","VARX",30,9,0.67963,"ok","",1.37919643881455,2,,,2,,,0,4,0,7,0,0,3.25238652376658e-06,0.923437565927842,""
"Republic of South Sudan",2021,"Original","VARX",30,9,0.27837,"ok","",2.08564314083623,2,,,2,,,0,6,0,7,0,0,0.0405989600286679,0.891583742721997,""
"Republic of Sudan",2021,"Original","VARX",30,9,0.54195,"ok","",1.22950388472348,2,,,2,,,9,0,0,6,0,0,0.000153201681712622,0.923835734562833,""
"Republic of Suriname",2021,"Original","VARX",30,9,0.63367,"ok","",1.42832277916702,2,,,2,,,2,0,5,2,0,0,0.247136294804221,0.9825448898827,""
"Republic of Tajikistan",2021,"Original","VARX",30,9,0.54151,"ok","",1.93912121245662,2,,,2,,,8,0,0,8,0,0,0.00202346412474119,0.92381261058783,""
"Republic of Trinidad and Tobago",2021,"Original","VARX",30,9,0.76876,"ok","",2.34044355248429,2,,,2,,,0,6,0,9,0,0,0.00168381292891728,0.761784991985239,""
"Republic of Tunisia",2021,"Original","VARX",30,9,0.68243,"ok","",3.72481522746543,2,,,2,,,9,0,0,9,0,0,1.53647928358147e-06,0.435197081924467,""
"Republic of Turkey",2021,"Original","VARX",30,9,0.71269,"ok","",1.01517360379172,2,,,2,,,9,0,0,0,0,0,0.000278926245263933,0.966900366765127,""
"Republic of Uganda",2021,"Original","VARX",30,9,0.42326,"ok","",1.05552598410538,2,,,2,,,0,0,0,0,0,0,0.00160447848889089,0.975372361669577,""
"Republic of Uzbekistan",2021,"Original","VARX",30,9,0.66262,"ok","",1.33707841914878,2,,,2,,,0,6,0,7,0,0,0.00636996320058347,0.938102259907259,""
"Republic of Vanuatu",2021,"Original","VARX",30,9,0.4731,"ok","",2.24530046131542,2,,,2,,,9,0,0,8,0,0,0.0146066141154235,0.460642884243695,""
